"Categoria criminologa","Sottocategoria Criminologica","Circoscrizione","Localita","Area Verde","Data","Ora"
"Qualità Urbana","Decoro e degrado urbano",9,"FRATEL TEODORETO/(VIA)                                                ",,"14/09/2018",
"Qualità Urbana","Decoro e degrado urbano",1,"MASSENA/ANDREA (VIA)                                                  ",,"14/09/2018","11.25"
"Qualità Urbana","Decoro e degrado urbano",1,"COLOMBO/CRISTOFORO (VIA)                                              ",,"15/09/2018",
"Qualità Urbana","Decoro e degrado urbano",2,"SEBASTOPOLI/(CORSO)                                                   ",,"17/09/2018",
"Qualità Urbana","Decoro e degrado urbano",3,"BIXIO/NINO (VIA)                                                      ",,"17/09/2018",
"Qualità Urbana","Decoro e degrado urbano",7,"REGIO PARCO/(CORSO)                                                   ",,"17/09/2018",
"Qualità Urbana","Decoro e degrado urbano",8,"PETITTI/ILARIONE (VIA)                                                ",,"17/09/2018",
"Qualità Urbana","Decoro e degrado urbano",1,"MATTEOTTI/GIACOMO (CORSO)                                             ",,"18/09/2018",
"Qualità Urbana","Decoro e degrado urbano",1,"SANTAROSA/PIETRO (VIA)                                                ",,"18/09/2018",
"Qualità Urbana","Decoro e degrado urbano",4,"GAGLIANICO/(VIA)                                                      ",,"18/09/2018",
"Qualità Urbana","Decoro e degrado urbano",8,"CURRENO/GIACOMO (VIALE)                                               ",,"18/09/2018",
"Qualità Urbana","Decoro e degrado urbano",4,"FABRIZI/NICOLA (VIA)                                                  ",,"19/09/2018",
"Qualità Urbana","Decoro e degrado urbano",4,"TASSONI/ALESSANDRO (CORSO)                                            ",,"19/09/2018",
"Qualità Urbana","Decoro e degrado urbano",8,"NIZZA/(PIAZZA)                                                        ",,"19/09/2018",
"Qualità Urbana","Decoro e degrado urbano",1,"RE UMBERTO/(CORSO)                                                    ",,"20/09/2018",
"Qualità Urbana","Decoro e degrado urbano",4,"S. GIOVANNI BOSCO/(VIA)                                               ",,"20/09/2018",
"Qualità Urbana","Decoro e degrado urbano",,,,"21/09/2018",
"Qualità Urbana","Decoro e degrado urbano",9,"GENOVA/(VIA)                                                          ",,"21/09/2018",
"Qualità Urbana","Decoro e degrado urbano",6,"SCOTELLARO/ROCCO (VIA)                                                ",,"21/09/2018","13.26"
"Qualità Urbana","Decoro e degrado urbano",2,"S. GABRIELE DI GORIZIA/(PIAZZALE)                                     ",,"22/09/2018",
"Qualità Urbana","Decoro e degrado urbano",7,"MONZA/(VIA)                                                           ",,"22/09/2018",
"Qualità Urbana","Decoro e degrado urbano",1,"COSTANTINO IL GRANDE/(PIAZZALE)                                       ",,"22/09/2018","13.27"
"Qualità Urbana","Decoro e degrado urbano",7,"AOSTA/(VIA)                                                           ",,"24/09/2018","14.45"
"Qualità Urbana","Decoro e degrado urbano",7,"ANTONELLI/ALESSANDRO (LUNGO PO)                                       ",,"26/09/2018",
"Qualità Urbana","Decoro e degrado urbano",6,"MONTANARO/(VIA)                                                       ",,"27/09/2018",
"Qualità Urbana","Decoro e degrado urbano",7,"DENZA/PADRE FRANCESCO (VIA)                                           ","Area Verde","27/09/2018",
"Qualità Urbana","Decoro e degrado urbano",7,"NOVARA/(CORSO)                                                        ",,"27/09/2018",
"Qualità Urbana","Decoro e degrado urbano",1,"GOVONE/GIUSEPPE (CORSO)                                               ",,"27/09/2018","12.08"
"Qualità Urbana","Decoro e degrado urbano",2,"SEBASTOPOLI/(CORSO)                                                   ",,"28/09/2018",
"Qualità Urbana","Decoro e degrado urbano",7,"RAGAZZONI/ERNESTO (VIA)                                               ",,"29/09/2018",
"Qualità Urbana","Decoro e degrado urbano",1,"MILANO/(VIA)                                                          ",,"30/09/2018",
"Qualità Urbana","Decoro e degrado urbano",2,"PALATUCCI/GIOVANNI (VIA)                                              ",,"30/09/2018",
"Qualità Urbana","Decoro e degrado urbano",10,"VIGLIANI/ONORATO (VIA)                                                ",,"30/09/2018",
"Qualità Urbana","Decoro e degrado urbano",1,"PESCATORE/MATTEO (VIA)                                                ",,"01/10/2018",
"Qualità Urbana","Decoro e degrado urbano",3,"CENISCHIA/(VIA)                                                       ",,"02/10/2018",
"Qualità Urbana","Decoro e degrado urbano",6,"TARANTO/(CORSO)                                                       ",,"02/10/2018",
"Qualità Urbana","Decoro e degrado urbano",8,"BIDONE/GIORGIO (VIA)                                                  ",,"02/10/2018",
"Qualità Urbana","Decoro e degrado urbano",4,"SERVAIS/GIOVANNI (VIA)                                                ",,"03/10/2018",
"Qualità Urbana","Decoro e degrado urbano",6,"BOLOGNA/(VIA)                                                         ",,"03/10/2018",
"Qualità Urbana","Decoro e degrado urbano",6,"VILLARETTO/(STRADA DEL)                                               ",,"03/10/2018",
"Qualità Urbana","Decoro e degrado urbano",2,"BARLETTA/(VIA)                                                        ",,"06/10/2018",
"Qualità Urbana","Decoro e degrado urbano",2,"ORBASSANO/(LARGO)                                                     ",,"06/10/2018",
"Qualità Urbana","Decoro e degrado urbano",4,"REGINA MARGHERITA/(CORSO)                                             ",,"08/10/2018",
"Qualità Urbana","Decoro e degrado urbano",7,"FIRENZE/(LUNGO DORA)                                                  ",,"08/10/2018",
"Qualità Urbana","Decoro e degrado urbano",7,"GIAVENO/(VIA)                                                         ",,"08/10/2018",
"Qualità Urbana","Decoro e degrado urbano",,,,"09/10/2018",
"Qualità Urbana","Decoro e degrado urbano",6,"SEMPIONE/(LARGO)                                                      ","Area Verde","09/10/2018",
"Qualità Urbana","Decoro e degrado urbano",7,"GIAVENO/(VIA)                                                         ",,"09/10/2018",
"Qualità Urbana","Decoro e degrado urbano",7,"VERONA/(CORSO)                                                        ",,"10/10/2018",
"Qualità Urbana","Decoro e degrado urbano",8,"THOVEZ/ENRICO (VIALE)                                                 ",,"10/10/2018",
"Qualità Urbana","Decoro e degrado urbano",7,"OROPA/(VIA)                                                           ",,"11/10/2018","09.48"
"Qualità Urbana","Decoro e degrado urbano",4,"MONTE GRAPPA/(CORSO)                                                  ",,"12/10/2018",
"Qualità Urbana","Decoro e degrado urbano",6,"BOLOGNA/(VIA)                                                         ",,"12/10/2018","08.20"
"Qualità Urbana","Decoro e degrado urbano",1,"ARQUATA/(VIA)                                                         ",,"13/10/2018",
"Qualità Urbana","Decoro e degrado urbano",1,"FERRARIS/GALILEO (CORSO)                                              ",,"15/10/2018",
"Qualità Urbana","Decoro e degrado urbano",4,"SCAPACINO/GIOVANNI BATTISTA (VIA)                                     ",,"15/10/2018",
"Qualità Urbana","Decoro e degrado urbano",7,"URBINO/(VIA)                                                          ",,"15/10/2018",
"Qualità Urbana","Decoro e degrado urbano",8,"VAL SALICE/(STRADA)                                                   ",,"15/10/2018",
"Qualità Urbana","Decoro e degrado urbano",6,"GHIRLANDAIO/(PIAZZA)                                                  ","Area Verde","16/10/2018","10.16"
"Qualità Urbana","Decoro e degrado urbano",1,"DE GASPERI/ALCIDE (CORSO)                                             ",,"17/10/2018",
"Qualità Urbana","Decoro e degrado urbano",5,"SOSPELLO/(VIA)                                                        ",,"17/10/2018","09.41"
"Qualità Urbana","Decoro e degrado urbano",7,"S. ANNA/(STRADA)                                                      ",,"19/10/2018",
"Qualità Urbana","Decoro e degrado urbano",8,"MORGARI/ODDINO (VIA)                                                  ",,"19/10/2018",
"Qualità Urbana","Decoro e degrado urbano",4,"CIBRARIO/LUIGI (VIA)                                                  ",,"19/10/2018","14.13"
"Qualità Urbana","Decoro e degrado urbano",6,"COLONNA/VITTORIA (VIA)                                                ",,"20/10/2018",
"Qualità Urbana","Decoro e degrado urbano",1,"CASELLE/(VIA)                                                         ",,"22/10/2018",
"Qualità Urbana","Decoro e degrado urbano",1,"JONIO/(VIA)                                                           ",,"22/10/2018",
"Qualità Urbana","Decoro e degrado urbano",4,"SALBERTRAND/(VIA)                                                     ","Area Verde","22/10/2018","12.46"
"Qualità Urbana","Decoro e degrado urbano",3,"MONGINEVRO/(VIA)                                                      ",,"23/10/2018",
"Qualità Urbana","Decoro e degrado urbano",3,"MORETTA/(VIA)                                                         ",,"23/10/2018",
"Qualità Urbana","Decoro e degrado urbano",6,"MONTANARO/(VIA)                                                       ",,"23/10/2018",
"Qualità Urbana","Decoro e degrado urbano",7,"CASALE/(CORSO)                                                        ",,"23/10/2018",
"Qualità Urbana","Decoro e degrado urbano",5,"SANSOVINO/ANDREA (VIA)                                                ",,"24/10/2018",
"Qualità Urbana","Decoro e degrado urbano",6,"GIULIO CESARE/(CORSO)                                                 ","Area Verde","24/10/2018",
"Qualità Urbana","Decoro e degrado urbano",8,"PRINCIPE TOMMASO/(VIA)                                                ",,"24/10/2018",
"Qualità Urbana","Decoro e degrado urbano",2,"BALTIMORA/(VIA)                                                       ",,"25/10/2018",
"Qualità Urbana","Decoro e degrado urbano",5,"SOSPELLO/(VIA)                                                        ",,"25/10/2018",
"Qualità Urbana","Decoro e degrado urbano",7,"DAMIANO/LUIGI (VIA)                                                   ",,"25/10/2018",
"Qualità Urbana","Decoro e degrado urbano",7,"NIETZSCHE/FEDERICO (VIA)                                              ",,"25/10/2018",
"Qualità Urbana","Decoro e degrado urbano",4,"TASSONI/ALESSANDRO (CORSO)                                            ",,"25/10/2018","13.17"
"Qualità Urbana","Decoro e degrado urbano",6,"BOTTICELLI/SANDRO (VIA)                                               ",,"26/10/2018",
"Qualità Urbana","Decoro e degrado urbano",6,"GIULIO CESARE/(CORSO)                                                 ",,"26/10/2018",
"Qualità Urbana","Decoro e degrado urbano",8,"S. VITO REVIGLIASCO/(STRADA)                                          ","Area Verde","26/10/2018","11.52"
"Qualità Urbana","Decoro e degrado urbano",8,"PRINCIPE TOMMASO/(VIA)                                                ",,"27/10/2018",
"Qualità Urbana","Decoro e degrado urbano",9,"MONTE PASUBIO/(VIA)                                                   ",,"28/10/2018",
"Qualità Urbana","Decoro e degrado urbano",1,"PO/(VIA)                                                              ",,"29/10/2018",
"Qualità Urbana","Decoro e degrado urbano",4,"ROSAI/OTTONE(CORSO)                                                   ",,"29/10/2018",
"Qualità Urbana","Decoro e degrado urbano",7,"GIULIO CESARE/(CORSO)                                                 ",,"29/10/2018",
"Qualità Urbana","Decoro e degrado urbano",8,"ASPROMONTE/(VIA)                                                      ",,"29/10/2018",
"Qualità Urbana","Decoro e degrado urbano",4,"PESSINETTO/(VIA)                                                      ",,"29/10/2018","10.18"
"Qualità Urbana","Decoro e degrado urbano",1,"SAVOIA/(PIAZZA)                                                       ",,"04/11/2018",
"Qualità Urbana","Decoro e degrado urbano",8,"S. ANSELMO/(VIA)                                                      ",,"04/11/2018",
"Qualità Urbana","Decoro e degrado urbano",3,"RIVOLI/(PIAZZA)                                                       ",,"05/11/2018",
"Qualità Urbana","Decoro e degrado urbano",5,"BREGLIO/(VIA)                                                         ",,"05/11/2018","10.50"
"Qualità Urbana","Decoro e degrado urbano",4,"SALBERTRAND/(VIA)                                                     ","Area Verde","06/11/2018",
"Qualità Urbana","Decoro e degrado urbano",5,"POTENZA/(CORSO)                                                       ",,"07/11/2018",
"Qualità Urbana","Decoro e degrado urbano",5,"SAORGIO/(VIA)                                                         ",,"07/11/2018",
"Qualità Urbana","Decoro e degrado urbano",8,"BROCCA/(VIA DELLA)                                                    ",,"07/11/2018","10.19"
"Qualità Urbana","Decoro e degrado urbano",9,"CAIO PLINIO/(CORSO)                                                   ",,"09/11/2018","11.10"
"Qualità Urbana","Decoro e degrado urbano",1,"S. CARLO/(PIAZZA)                                                     ",,"12/11/2018",
"Qualità Urbana","Decoro e degrado urbano",5,"LANZO/(STRADA)                                                        ",,"12/11/2018",
"Qualità Urbana","Decoro e degrado urbano",4,"TELESIO/BERNARDINO (CORSO)                                            ",,"12/11/2018","10.59"
"Qualità Urbana","Decoro e degrado urbano",3,"INGHILTERRA/(CORSO)                                                   ",,"12/11/2018","12.24"
"Qualità Urbana","Decoro e degrado urbano",6,"GHIRLANDAIO/(PIAZZA)                                                  ",,"12/11/2018","14.57"
"Qualità Urbana","Decoro e degrado urbano",7,"NAPOLI/(LUNGO DORA)                                                   ",,"14/11/2018",
"Qualità Urbana","Decoro e degrado urbano",3,"ENTRACQUE/(VIA)                                                       ",,"16/11/2018",
"Qualità Urbana","Decoro e degrado urbano",4,"GRAVERE/(VIA)                                                         ",,"17/11/2018",
"Qualità Urbana","Decoro e degrado urbano",8,"MICHELOTTI/IGNAZIO (PARCO)                                            ",,"19/11/2018",
"Qualità Urbana","Decoro e degrado urbano",3,"BEAUMONT/CLAUDIO (VIA)                                                ",,"21/11/2018",
"Qualità Urbana","Decoro e degrado urbano",7,"MONGRANDO/(VIA)                                                       ",,"21/11/2018",
"Qualità Urbana","Decoro e degrado urbano",10,"CASTELLO DI MIRAFIORI/(STRADA)                                        ",,"22/11/2018",
"Qualità Urbana","Decoro e degrado urbano",7,"ANCONA/(VIA)                                                          ",,"23/11/2018",
"Qualità Urbana","Decoro e degrado urbano",7,"REGGIO/(VIA)                                                          ",,"26/11/2018","12.12"
"Qualità Urbana","Decoro e degrado urbano",1,"PIAZZI/GIUSEPPE (VIA)                                                 ",,"27/11/2018",
"Qualità Urbana","Decoro e degrado urbano",3,"ISONZO/(VIA)                                                          ",,"28/11/2018",
"Qualità Urbana","Decoro e degrado urbano",1,"BERTOLA/ANTONIO GIUSEPPE (VIA)                                        ",,"29/11/2018",
"Qualità Urbana","Decoro e degrado urbano",1,"QUATTRO MARZO/(VIA)                                                   ",,"29/11/2018",
"Qualità Urbana","Decoro e degrado urbano",4,"CAMPANELLA/TOMMASO (PIAZZA)                                           ",,"29/11/2018",
"Qualità Urbana","Decoro e degrado urbano",5,"CINCINNATO/L. QUINZIO (CORSO)                                         ",,"29/11/2018",
"Qualità Urbana","Decoro e degrado urbano",8,"ORNATO/LUIGI (VIA)                                                    ",,"29/11/2018",
"Qualità Urbana","Decoro e degrado urbano",4,"BIANCHI/NICOMEDE (VIA)                                                ",,"30/11/2018",
"Qualità Urbana","Decoro e degrado urbano",4,"SALBERTRAND/(VIA)                                                     ",,"30/11/2018",
"Qualità Urbana","Decoro e degrado urbano",5,"TOSCANA/(LARGO)                                                       ",,"30/11/2018","13.29"
"Qualità Urbana","Decoro e degrado urbano",1,"DUCA DEGLI ABRUZZI/(CORSO)                                            ",,"01/12/2018",
"Qualità Urbana","Decoro e degrado urbano",4,"BALME/(VIA)                                                           ",,"03/12/2018",
"Qualità Urbana","Decoro e degrado urbano",9,"ZINI/ZINO GIACOMO (VIA)                                               ",,"03/12/2018",
"Qualità Urbana","Decoro e degrado urbano",7,"BELGIO/(CORSO)                                                        ",,"05/12/2018",
"Qualità Urbana","Decoro e degrado urbano",2,"GORIZIA/(VIA)                                                         ",,"06/12/2018",
"Qualità Urbana","Decoro e degrado urbano",2,"ORBASSANO/(CORSO)                                                     ",,"09/12/2018",
"Qualità Urbana","Decoro e degrado urbano",1,"BLIGNY/(VIA)                                                          ",,"10/12/2018",
"Qualità Urbana","Decoro e degrado urbano",7,"MONGRENO/(STRADA)                                                     ",,"10/12/2018",
"Qualità Urbana","Decoro e degrado urbano",4,"SAVIGLIANO/(VIA)                                                      ",,"10/12/2018","12.57"
"Qualità Urbana","Decoro e degrado urbano",1,"VESPUCCI/AMERIGO (VIA)                                                ",,"10/12/2018","13.37"
"Qualità Urbana","Decoro e degrado urbano",7,"NIETZSCHE/FEDERICO (VIA)                                              ",,"11/12/2018",
"Qualità Urbana","Decoro e degrado urbano",6,"DONATORE DI SANGUE/(PIAZZA DEL)                                       ",,"12/12/2018",
"Qualità Urbana","Decoro e degrado urbano",,,"Area Verde","12/12/2018","11.39"
"Qualità Urbana","Decoro e degrado urbano",1,"PRATI/GIOVANNI (VIA)                                                  ",,"13/12/2018","08.33"
"Qualità Urbana","Decoro e degrado urbano",3,"PESCHIERA/(CORSO)                                                     ",,"14/12/2018",
"Qualità Urbana","Decoro e degrado urbano",7,"REGIO PARCO/(CORSO)                                                   ",,"14/12/2018","10.30"
"Qualità Urbana","Decoro e degrado urbano",1,"CAIROLI/(CORSO)                                                       ",,"16/12/2018",
"Qualità Urbana","Decoro e degrado urbano",7,"REGINA MARGHERITA/(CORSO)                                             ",,"16/12/2018","13.42"
"Qualità Urbana","Decoro e degrado urbano",7,"REGINA MARGHERITA/(CORSO)                                             ",,"16/12/2018","13.54"
"Qualità Urbana","Decoro e degrado urbano",7,"VANCHIGLIA/(VIA)                                                      ",,"16/12/2018","14.05"
"Qualità Urbana","Decoro e degrado urbano",5,"GIACHINO/ERRICO (VIA)                                                 ",,"17/12/2018",
"Qualità Urbana","Decoro e degrado urbano",7,"UNDICI FEBBRAIO/(CORSO)                                               ",,"17/12/2018",
"Qualità Urbana","Decoro e degrado urbano",3,"RACCONIGI/(CORSO)                                                     ",,"17/12/2018","11.43"
"Qualità Urbana","Decoro e degrado urbano",7,"VERONA/(CORSO)                                                        ",,"18/12/2018",
"Qualità Urbana","Decoro e degrado urbano",3,"CESANA/(VIA)                                                          ",,"20/12/2018",
"Qualità Urbana","Decoro e degrado urbano",5,"NOLE/(VIA)                                                            ",,"20/12/2018","10.45"
"Qualità Urbana","Decoro e degrado urbano",2,"TRIPOLI/(VIA)                                                         ",,"21/12/2018",
"Qualità Urbana","Decoro e degrado urbano",7,"REGIO PARCO/(CORSO)                                                   ",,"21/12/2018",
"Qualità Urbana","Decoro e degrado urbano",6,"CENA/GIOVANNI (VIA)                                                   ",,"21/12/2018","08.51"
"Qualità Urbana","Decoro e degrado urbano",1,"PROVANA/ANDREA (VIA)                                                  ",,"22/12/2018",
"Qualità Urbana","Decoro e degrado urbano",3,"RACCONIGI/(CORSO)                                                     ",,"23/12/2018",
"Qualità Urbana","Decoro e degrado urbano",3,"MONTE CUCCO/(CORSO)                                                   ",,"24/12/2018",
"Qualità Urbana","Decoro e degrado urbano",7,"PARMA/(VIA)                                                           ",,"27/12/2018","11.22"
"Qualità Urbana","Decoro e degrado urbano",2,"CATTANEO/RICCARDO (PIAZZA)                                            ",,"27/12/2018","12.43"
"Qualità Urbana","Decoro e degrado urbano",8,"CARDINALE MAURIZIO/(VIA)                                              ",,"28/12/2018",
"Qualità Urbana","Decoro e degrado urbano",6,"VERCELLI/(CORSO)                                                      ",,"31/12/2018","11.08"
"Qualità Urbana","Veicoli abbandonati",4,"BOSELLI/PAOLO (VIA)                                                   ",,"17/09/2018",
"Qualità Urbana","Veicoli abbandonati",4,"PIFFETTI/PIETRO (VIA)                                                 ",,"22/09/2018","14.01"
"Qualità Urbana","Veicoli abbandonati",6,"FOSSATA/(VIA)                                                         ",,"22/09/2018","09.55"
"Qualità Urbana","Veicoli abbandonati",9,"ROSARIO SANTA FE'/(VIA)                                               ",,"16/10/2018",
