"Categoria criminologa","Sottocategoria Criminologica","Circoscrizione","Localita","Area Verde","Data","Ora"
"Convivenza Civile","Comportamenti molesti",6,"TASCA/ANGELO (VIA)                                                    ",,"07/12/2018",
"Convivenza Civile","Comportamenti molesti",6,"PETRELLA/ERRICO (VIA)                                                 ","Area Verde","11/12/2018",
"Convivenza Civile","Comportamenti molesti",7,"RICASOLI/BETTINO (VIA)                                                ",,"11/12/2018",
"Convivenza Civile","Comportamenti molesti",7,"MARIA AUSILIATRICE/(PIAZZA)                                           ",,"13/12/2018",
"Convivenza Civile","Comportamenti molesti",4,"BELLI/PIETRINO (VIA)                                                  ",,"21/12/2018",
"Convivenza Civile","Disturbi altri animali",7,"CASALE/(CORSO)                                                        ",,"01/10/2018",
"Convivenza Civile","Disturbi Cani",3,"CARAGLIO/(VIA)                                                        ",,"03/07/2018",
"Convivenza Civile","Disturbi Cani",7,"S. GIULIA/(VIA)                                                       ",,"03/07/2018",
"Convivenza Civile","Disturbi Cani",7,"BOCCACCIO/GIOVANNI (VIA)                                              ",,"05/07/2018",
"Convivenza Civile","Disturbi Cani",4,"PASTEUR/LUIGI (VIA)                                                   ",,"18/07/2018",
"Convivenza Civile","Disturbi Cani",8,"S. VITO REVIGLIASCO/(STRADA)                                          ","Area Verde","08/08/2018",
"Convivenza Civile","Disturbi Cani",4,"COLLEGNO/(STRADA ANTICA DI)                                           ",,"11/08/2018",
"Convivenza Civile","Disturbi Cani",5,"COLAUTTI/ARTURO (VIA)                                                 ",,"16/08/2018",
"Convivenza Civile","Disturbi Cani",3,"CARAGLIO/(VIA)                                                        ",,"19/08/2018",
"Convivenza Civile","Disturbi Cani",3,"ISSIGLIO/(VIA)                                                        ",,"19/08/2018",
"Convivenza Civile","Disturbi Cani",3,"TRAPANI/(CORSO)                                                       ","Area Verde","21/08/2018",
"Convivenza Civile","Disturbi Cani",9,"GENOVA/(VIA)                                                          ",,"24/08/2018",
"Convivenza Civile","Disturbi Cani",,,"Area Verde","06/09/2018",
"Convivenza Civile","Disturbi Cani",6,"SCARAFIOTTI/(STRADA)                                                  ",,"07/09/2018","14.14"
"Convivenza Civile","Disturbi Cani",2,"BUENOS AIRES/(VIA)                                                    ","Area Verde","10/09/2018",
"Convivenza Civile","Disturbi Cani",5,"LEMIE/(VIA)                                                           ",,"10/09/2018","10.40"
"Convivenza Civile","Disturbi Cani",4,"SALBERTRAND/(VIA)                                                     ",,"13/09/2018",
"Convivenza Civile","Disturbi Cani",7,"DAMIANO/LUIGI (VIA)                                                   ",,"14/09/2018",
"Convivenza Civile","Disturbi Cani",7,"AGUDIO/TOMMASO (VIA)                                                  ","Area Verde","17/09/2018",
"Convivenza Civile","Disturbi Cani",2,"PINCHIA/CARLO (VIA)                                                   ","Area Verde","17/09/2018","13.40"
"Convivenza Civile","Disturbi Cani",9,"CANELLI/(VIA)                                                         ",,"18/09/2018",
"Convivenza Civile","Disturbi Cani",8,"MONCALIERI/(CORSO)                                                    ",,"19/09/2018",
"Convivenza Civile","Disturbi Cani",8,"BOIARDO/MATTEO MARIA (VIALE)                                          ","Area Verde","20/09/2018",
"Convivenza Civile","Disturbi Cani",2,"TINTORETTO/(VIA)                                                      ",,"27/09/2018",
"Convivenza Civile","Disturbi Cani",7,"ANTONELLI/ALESSANDRO (LUNGO PO)                                       ",,"27/09/2018","13.45"
"Convivenza Civile","Disturbi Cani",7,"BRA/(VIA)                                                             ",,"02/10/2018",
"Convivenza Civile","Disturbi Cani",7,"BOCCACCIO/GIOVANNI (VIA)                                              ",,"16/10/2018",
"Convivenza Civile","Disturbi Cani",5,"COPPINO/MICHELE (VIA)                                                 ",,"19/10/2018",
"Convivenza Civile","Disturbi Cani",3,"SESTRIERE/(VIA)                                                       ",,"21/10/2018",
"Convivenza Civile","Disturbi Cani",4,"FRANCIA/(CORSO)                                                       ","Area Verde","21/10/2018",
"Convivenza Civile","Disturbi Cani",8,"SELLA/QUINTINO (CORSO)                                                ",,"25/10/2018","12.35"
"Convivenza Civile","Disturbi Cani",7,"BOCCACCIO/GIOVANNI (VIA)                                              ",,"26/10/2018","11.01"
"Convivenza Civile","Disturbi Cani",4,"ROSTA/(VIA)                                                           ",,"30/10/2018",
"Convivenza Civile","Disturbi Cani",1,"BOGINO/CONTE GIAMBATTISTA (VIA)                                       ",,"05/11/2018",
"Convivenza Civile","Disturbi Cani",4,"DOMODOSSOLA/(VIA)                                                     ",,"08/11/2018",
"Convivenza Civile","Disturbi Cani",6,"TANARO/(VIA)                                                          ",,"09/11/2018",
"Convivenza Civile","Disturbi Cani",6,"SOANA/(VIA)                                                           ",,"12/11/2018",
"Convivenza Civile","Disturbi Cani",2,"GAIDANO/PAOLO (VIA)                                                   ",,"13/11/2018",
"Convivenza Civile","Disturbi Cani",9,"GIORDANO/BRUNO (VIA)                                                  ",,"26/11/2018","13.54"
"Convivenza Civile","Disturbi Cani",5,"COSSA/PIETRO (VIA)                                                    ",,"14/12/2018","13.01"
"Convivenza Civile","Disturbi Cani",6,"TANARO/(VIA)                                                          ",,"26/12/2018",
"Convivenza Civile","Disturbi da locali",5,"VEROLENGO/(VIA)                                                       ",,"01/07/2018",
"Convivenza Civile","Disturbi da locali",8,"MUZIO SCEVOLA/(PIAZZA)                                                ",,"03/07/2018",
"Convivenza Civile","Disturbi da locali",7,"ARTISTI/(VIA)                                                         ",,"03/07/2018","12.24"
"Convivenza Civile","Disturbi da locali",3,"GERMANASCA/(VIA)                                                      ",,"04/07/2018",
"Convivenza Civile","Disturbi da locali",5,"AEROPORTO/(STRADA DELL')                                              ",,"04/07/2018",
"Convivenza Civile","Disturbi da locali",1,"BONELLI/FRANCO (VIA)                                                  ",,"05/07/2018",
"Convivenza Civile","Disturbi da locali",8,"VALPERGA/CALUSO (VIA)                                                 ",,"05/07/2018",
"Convivenza Civile","Disturbi da locali",4,"SVIZZERA/(CORSO)                                                      ",,"06/07/2018",
"Convivenza Civile","Disturbi da locali",8,"SICILIA/(CORSO)                                                       ",,"08/07/2018",
"Convivenza Civile","Disturbi da locali",1,"MARIA VITTORIA/(VIA)                                                  ",,"09/07/2018",
"Convivenza Civile","Disturbi da locali",5,"TRINCEE/(VIA DELLE)                                                   ",,"09/07/2018",
"Convivenza Civile","Disturbi da locali",5,"BORSI/GIOSUE' (VIA)                                                   ",,"11/07/2018",
"Convivenza Civile","Disturbi da locali",7,"REGIO PARCO/(CORSO)                                                   ",,"11/07/2018",
"Convivenza Civile","Disturbi da locali",1,"S. OTTAVIO/(VIA)                                                      ",,"12/07/2018","10.56"
"Convivenza Civile","Disturbi da locali",10,"NEGARVILLE/CELESTE (VIA)                                              ",,"13/07/2018","12.28"
"Convivenza Civile","Disturbi da locali",1,"GIOVANNI DA VERAZZANO/(VIA)                                           ",,"17/07/2018",
"Convivenza Civile","Disturbi da locali",8,"PELLICO/SILVIO (VIA)                                                  ",,"17/07/2018","10.44"
"Convivenza Civile","Disturbi da locali",4,"COSSA/PIETRO (VIA)                                                    ",,"22/07/2018",
"Convivenza Civile","Disturbi da locali",8,"LANZA/GIOVANNI (CORSO)                                                ",,"22/07/2018",
"Convivenza Civile","Disturbi da locali",1,"CARLO ALBERTO/(VIA)                                                   ",,"23/07/2018",
"Convivenza Civile","Disturbi da locali",1,"CALANDRA FRATELLI/(VIA)                                               ",,"23/07/2018","10.05"
"Convivenza Civile","Disturbi da locali",7,"S. MAURIZIO/(CORSO)                                                   ",,"24/07/2018",
"Convivenza Civile","Disturbi da locali",7,"MEISINO/(STRADA DEL)                                                  ",,"25/07/2018",
"Convivenza Civile","Disturbi da locali",1,"MONTECUCCOLI/RAIMONDO (VIA)                                           ",,"27/07/2018",
"Convivenza Civile","Disturbi da locali",1,"SANTAROSA/PIETRO (VIA)                                                ",,"08/08/2018",
"Convivenza Civile","Disturbi da locali",8,"PRINCIPE TOMMASO/(VIA)                                                ",,"09/08/2018","11.44"
"Convivenza Civile","Disturbi da locali",3,"MONGINEVRO/(VIA)                                                      ",,"10/08/2018","10.20"
"Convivenza Civile","Disturbi da locali",5,"FOLIGNO/(VIA)                                                         ",,"10/08/2018","10.56"
"Convivenza Civile","Disturbi da locali",2,"SEBASTOPOLI/(CORSO)                                                   ",,"16/08/2018",
"Convivenza Civile","Disturbi da locali",2,"MONTE LUNGO/(CORSO)                                                   ",,"17/08/2018",
"Convivenza Civile","Disturbi da locali",9,"FLECCHIA/GIOVANNI (VIA)                                               ",,"27/08/2018",
"Convivenza Civile","Disturbi da locali",1,"S. QUINTINO/(VIA)                                                     ",,"28/08/2018",
"Convivenza Civile","Disturbi da locali",2,"S. RITA DA CASCIA/(PIAZZA)                                            ",,"28/08/2018",
"Convivenza Civile","Disturbi da locali",1,"S. MARTINO/(CORSO)                                                    ",,"05/09/2018","14.53"
"Convivenza Civile","Disturbi da locali",8,"BERTHOLLET/CLAUDIO LUIGI (VIA)                                        ",,"06/09/2018","09.00"
"Convivenza Civile","Disturbi da locali",1,"MARIA VITTORIA/(VIA)                                                  ",,"10/09/2018","12.46"
"Convivenza Civile","Disturbi da locali",,,,"10/09/2018","10.49"
"Convivenza Civile","Disturbi da locali",7,"MONTEMAGNO/(VIA)                                                      ",,"14/09/2018",
"Convivenza Civile","Disturbi da locali",7,"VIGEVANO/(CORSO)                                                      ",,"14/09/2018",
"Convivenza Civile","Disturbi da locali",7,"VIGEVANO/(CORSO)                                                      ",,"14/09/2018",
"Convivenza Civile","Disturbi da locali",1,"DORIA/ANDREA (VIA)                                                    ",,"17/09/2018",
"Convivenza Civile","Disturbi da locali",1,"S. MASSIMO/(VIA)                                                      ",,"19/09/2018",
"Convivenza Civile","Disturbi da locali",7,"TORTONA/(CORSO)                                                       ",,"20/09/2018","11.03"
"Convivenza Civile","Disturbi da locali",3,"VIRLE/(VIA)                                                           ",,"21/09/2018",
"Convivenza Civile","Disturbi da locali",8,"NIZZA/(VIA)                                                           ",,"21/09/2018",
"Convivenza Civile","Disturbi da locali",1,"PIGAFETTA/ANTONIO (VIA)                                               ",,"24/09/2018",
"Convivenza Civile","Disturbi da locali",2,"BASILICATA/(PIAZZA)                                                   ",,"24/09/2018",
"Convivenza Civile","Disturbi da locali",7,"BUNIVA/MICHELE (VIA)                                                  ",,"24/09/2018",
"Convivenza Civile","Disturbi da locali",2,"CIMABUE/(VIA)                                                         ",,"25/09/2018","11.03"
"Convivenza Civile","Disturbi da locali",6,"QUITTENGO/(VIA)                                                       ",,"29/09/2018",
"Convivenza Civile","Disturbi da locali",5,"MADONNA DI CAMPAGNA/(VIALE)                                           ",,"29/09/2018","09.20"
"Convivenza Civile","Disturbi da locali",7,"BOCCACCIO/GIOVANNI (VIA)                                              ",,"29/09/2018","10.25"
"Convivenza Civile","Disturbi da locali",6,"BRANDIZZO/(VIA)                                                       ",,"01/10/2018",
"Convivenza Civile","Disturbi da locali",3,"BRUNELLESCHI/FILIPPO (CORSO)                                          ",,"02/10/2018",
"Convivenza Civile","Disturbi da locali",7,"BRESCIA/(CORSO)                                                       ",,"05/10/2018","08.43"
"Convivenza Civile","Disturbi da locali",1,"ORFANE/(VIA DELLE)                                                    ",,"11/10/2018","11.56"
"Convivenza Civile","Disturbi da locali",7,"REGGIO/(VIA)                                                          ",,"18/10/2018","10.44"
"Convivenza Civile","Disturbi da locali",8,"BERTHOLLET/CLAUDIO LUIGI (VIA)                                        ",,"19/10/2018",
"Convivenza Civile","Disturbi da locali",3,"VIRLE/(VIA)                                                           ",,"21/10/2018","13.34"
"Convivenza Civile","Disturbi da locali",6,"PALERMO/(CORSO)                                                       ",,"23/10/2018",
"Convivenza Civile","Disturbi da locali",8,"VITTORIO EMANUELE II/(CORSO)                                          ",,"23/10/2018","12.03"
"Convivenza Civile","Disturbi da locali",8,"BERTHOLLET/CLAUDIO LUIGI (VIA)                                        ",,"23/10/2018","12.27"
"Convivenza Civile","Disturbi da locali",1,"PO/(VIA)                                                              ",,"29/10/2018",
"Convivenza Civile","Disturbi da locali",6,"AOSTA/(VIA)                                                           ",,"06/11/2018",
"Convivenza Civile","Disturbi da locali",1,"S. TERESA/(VIA)                                                       ",,"07/11/2018",
"Convivenza Civile","Disturbi da locali",1,"GIOLITTI/GIOVANNI (VIA)                                               ",,"09/11/2018","11.34"
"Convivenza Civile","Disturbi da locali",1,"DES AMBROIS/LUIGI (VIA)                                               ",,"14/11/2018",
"Convivenza Civile","Disturbi da locali",1,"DES AMBROIS/LUIGI (VIA)                                               ",,"14/11/2018",
"Convivenza Civile","Disturbi da locali",1,"MARCO POLO/(VIA)                                                      ",,"14/11/2018",
"Convivenza Civile","Disturbi da locali",6,"QUITTENGO/(VIA)                                                       ",,"14/11/2018",
"Convivenza Civile","Disturbi da locali",7,"ANDREIS/VITTORIO (VIA)                                                ",,"14/11/2018",
"Convivenza Civile","Disturbi da locali",6,"BOLOGNA/(VIA)                                                         ",,"14/11/2018","13.21"
"Convivenza Civile","Disturbi da locali",6,"VERCELLI/(CORSO)                                                      ",,"22/11/2018",
"Convivenza Civile","Disturbi da locali",3,"ERITREA/(VIA)                                                         ",,"22/11/2018","10.03"
"Convivenza Civile","Disturbi da locali",6,"PALERMO/(CORSO)                                                       ",,"24/11/2018",
"Convivenza Civile","Disturbi da locali",3,"STELVIO/(VIA)                                                         ",,"29/11/2018",
"Convivenza Civile","Disturbi da locali",1,"VITTORIO EMANUELE II/(CORSO)                                          ",,"29/11/2018","11.00"
"Convivenza Civile","Disturbi da locali",10,"GARRONE FRATELLI (VIA)                                                ",,"30/11/2018",
"Convivenza Civile","Disturbi da locali",7,"MONTEBELLO/(LARGO)                                                    ",,"01/12/2018",
"Convivenza Civile","Disturbi da locali",8,"BELFIORE/(VIA)                                                        ",,"01/12/2018",
"Convivenza Civile","Disturbi da locali",1,"MARIA VITTORIA/(VIA)                                                  ",,"03/12/2018",
"Convivenza Civile","Disturbi da locali",7,"GUASTALLA/(VIA)                                                       ",,"04/12/2018",
"Convivenza Civile","Disturbi da locali",9,"UNIONE SOVIETICA/(CORSO)                                              ",,"04/12/2018","11.09"
"Convivenza Civile","Disturbi da locali",4,"COLLEGNO/(STRADA ANTICA DI)                                           ",,"07/12/2018","10.37"
"Convivenza Civile","Disturbi da locali",10,"TRAIANO/(CORSO)                                                       ",,"11/12/2018","10.22"
"Convivenza Civile","Disturbi da locali",6,"PALERMO/(CORSO)                                                       ",,"14/12/2018","11.38"
"Convivenza Civile","Disturbi da locali",4,"CAPELLINA/DOMENICO (VIA)                                              ",,"28/12/2018",
"Convivenza Civile","Disturbi da locali",3,"SPALATO/(VIA)                                                         ",,"30/12/2018",
"Convivenza Civile","Disturbi da locali",6,"BOLOGNA/(VIA)                                                         ",,"30/12/2018",
"Convivenza Civile","Rumori molesti",3,"BERNINI/LORENZO (PIAZZA)                                              ",,"02/07/2018",
"Convivenza Civile","Rumori molesti",4,"S. DONATO/(VIA)                                                       ",,"03/07/2018",
"Convivenza Civile","Rumori molesti",7,"COMO/(VIA)                                                            ","Area Verde","03/07/2018",
"Convivenza Civile","Rumori molesti",1,"VALDOCCO/(CORSO)                                                      ",,"04/07/2018",
"Convivenza Civile","Rumori molesti",3,"CAVALLERMAGGIORE/(VIA)                                                ",,"04/07/2018",
"Convivenza Civile","Rumori molesti",7,"ROSSINI/GIOACHINO (VIA)                                               ",,"05/07/2018",
"Convivenza Civile","Rumori molesti",2,"BARLETTA/(VIA)                                                        ",,"07/07/2018",
"Convivenza Civile","Rumori molesti",1,"S. MASSIMO/(VIA)                                                      ",,"09/07/2018",
"Convivenza Civile","Rumori molesti",2,"SEBASTOPOLI/(CORSO)                                                   ",,"09/07/2018",
"Convivenza Civile","Rumori molesti",6,"VALPRATO/(VIA)                                                        ",,"11/07/2018",
"Convivenza Civile","Rumori molesti",8,"PRINCIPE TOMMASO/(VIA)                                                ",,"11/07/2018",
"Convivenza Civile","Rumori molesti",1,"ASSAROTTI/OTTAVIO (VIA)                                               ",,"12/07/2018",
"Convivenza Civile","Rumori molesti",7,"VERCELLI/(CORSO)                                                      ",,"13/07/2018",
"Convivenza Civile","Rumori molesti",6,"MONTANARO/(VIA)                                                       ",,"14/07/2018",
"Convivenza Civile","Rumori molesti",3,"MONGINEVRO/(VIA)                                                      ",,"18/07/2018",
"Convivenza Civile","Rumori molesti",1,"MONTEVECCHIO/RODOLFO (VIA)                                            ",,"19/07/2018",
"Convivenza Civile","Rumori molesti",7,"S. GIULIA/(PIAZZA)                                                    ",,"20/07/2018",
"Convivenza Civile","Rumori molesti",8,"ORISTANO/(VIA)                                                        ",,"24/07/2018",
"Convivenza Civile","Rumori molesti",3,"DUCHESSA JOLANDA/(VIA)                                                ",,"25/07/2018",
"Convivenza Civile","Rumori molesti",3,"MONGINEVRO/(VIA)                                                      ",,"25/07/2018",
"Convivenza Civile","Rumori molesti",4,"ASINARI DI BERNEZZO/VITTORIO (VIA)                                    ",,"25/07/2018",
"Convivenza Civile","Rumori molesti",8,"GIURIA/PIETRO (VIA)                                                   ",,"25/07/2018",
"Convivenza Civile","Rumori molesti",7,"VAL S. MARTINO SUPERIORE/(STRADA)                                     ",,"26/07/2018",
"Convivenza Civile","Rumori molesti",1,"GARIBALDI/GIUSEPPE (VIA)                                              ",,"01/08/2018",
"Convivenza Civile","Rumori molesti",1,"S. SECONDO/(PIAZZA)                                                   ",,"03/08/2018",
"Convivenza Civile","Rumori molesti",7,"COMO/(VIA)                                                            ",,"08/08/2018","11.17"
"Convivenza Civile","Rumori molesti",5,"VITTORIA/(PIAZZA DELLA)                                               ",,"09/08/2018",
"Convivenza Civile","Rumori molesti",1,"RE UMBERTO/(CORSO)                                                    ",,"09/08/2018","11.37"
"Convivenza Civile","Rumori molesti",7,"CASALE/(CORSO)                                                        ",,"10/08/2018",
"Convivenza Civile","Rumori molesti",8,"S. ANSELMO/(VIA)                                                      ",,"10/08/2018","13.54"
"Convivenza Civile","Rumori molesti",5,"GROSSETO/(CORSO)                                                      ",,"13/08/2018",
"Convivenza Civile","Rumori molesti",1,"PASTRENGO/(VIA)                                                       ",,"13/08/2018","08.40"
"Convivenza Civile","Rumori molesti",9,"GIORDANO/BRUNO (VIA)                                                  ",,"17/08/2018",
"Convivenza Civile","Rumori molesti",5,"BORGARO/(VIA)                                                         ",,"20/08/2018",
"Convivenza Civile","Rumori molesti",2,"BUENOS AIRES/(VIA)                                                    ",,"23/08/2018",
"Convivenza Civile","Rumori molesti",5,"CHIESA DELLA SALUTE/(VIA)                                             ",,"24/08/2018",
"Convivenza Civile","Rumori molesti",1,"TURATI/FILIPPO (CORSO)                                                ",,"27/08/2018",
"Convivenza Civile","Rumori molesti",1,"VITTORIO VENETO/(PIAZZA)                                              ",,"28/08/2018",
"Convivenza Civile","Rumori molesti",3,"BARGE/(VIA)                                                           ",,"29/08/2018",
"Convivenza Civile","Rumori molesti",1,"QUATTRO MARZO/(LARGO)                                                 ",,"31/08/2018",
"Convivenza Civile","Rumori molesti",2,"S. RITA DA CASCIA/(PIAZZA)                                            ",,"31/08/2018",
"Convivenza Civile","Rumori molesti",1,"CAVOUR (VIA)                                                          ",,"04/09/2018",
"Convivenza Civile","Rumori molesti",1,"ARQUATA/(VIA)                                                         ",,"05/09/2018",
"Convivenza Civile","Rumori molesti",2,"DINA/GIACOMO (VIA)                                                    ",,"06/09/2018",
"Convivenza Civile","Rumori molesti",2,"RUBINO/EDOARDO (VIA)                                                  ",,"11/09/2018",
"Convivenza Civile","Rumori molesti",3,"ADAMELLO/(VIA)                                                        ",,"14/09/2018",
"Convivenza Civile","Rumori molesti",9,"BIZZOZERO/GIULIO (VIA)                                                ",,"20/09/2018","10.08"
"Convivenza Civile","Rumori molesti",3,"CHANOUX/PIETRO ABATE (VIA)                                            ",,"21/09/2018",
"Convivenza Civile","Rumori molesti",4,"REGINA MARGHERITA/(CORSO)                                             ",,"21/09/2018",
"Convivenza Civile","Rumori molesti",3,"MONTE ALBERGIAN/(VIA)                                                 ",,"21/09/2018","11.41"
"Convivenza Civile","Rumori molesti",8,"GALLIARI/BERNARDINO (VIA)                                             ",,"23/09/2018",
"Convivenza Civile","Rumori molesti",3,"CESANA/(VIA)                                                          ",,"04/10/2018",
"Convivenza Civile","Rumori molesti",1,"GIOVANNI DA VERAZZANO/(VIA)                                           ",,"15/10/2018",
"Convivenza Civile","Rumori molesti",5,"GANDINO/GIOVANNI BATTISTA (VIA)                                       ",,"17/10/2018",
"Convivenza Civile","Rumori molesti",9,"FINALMARINA/(VIA)                                                     ",,"23/10/2018",
"Convivenza Civile","Rumori molesti",1,"S. CHIARA/(VIA)                                                       ",,"29/10/2018",
"Convivenza Civile","Rumori molesti",7,"VERONA/(CORSO)                                                        ",,"29/10/2018",
"Convivenza Civile","Rumori molesti",5,"LUINI/BERNARDINO (VIA)                                                ",,"05/11/2018",
"Convivenza Civile","Rumori molesti",4,"REGINA MARGHERITA/(CORSO)                                             ",,"05/11/2018","15.07"
"Convivenza Civile","Rumori molesti",1,"VIRGINIO/GIOVANNI (VIA)                                               ",,"09/11/2018",
"Convivenza Civile","Rumori molesti",1,"CASTELLO/(PIAZZA)                                                     ",,"12/11/2018",
"Convivenza Civile","Rumori molesti",1,"CASTELLO/(PIAZZA)                                                     ",,"12/11/2018",
"Convivenza Civile","Rumori molesti",3,"S. PAOLO/(VIA)                                                        ",,"12/11/2018",
"Convivenza Civile","Rumori molesti",8,"BERTHOLLET/CLAUDIO LUIGI (VIA)                                        ",,"12/11/2018",
"Convivenza Civile","Rumori molesti",1,"LAGRANGE/GIUSEPPE LUIGI (VIA)                                         ",,"14/11/2018","12.36"
"Convivenza Civile","Rumori molesti",1,"BERTOLA/ANTONIO GIUSEPPE (VIA)                                        ",,"22/11/2018",
"Convivenza Civile","Rumori molesti",2,"GAIDANO/PAOLO (VIA)                                                   ",,"23/11/2018",
"Convivenza Civile","Rumori molesti",7,"CADORE/(CORSO)                                                        ",,"04/12/2018",
"Convivenza Civile","Rumori molesti",5,"ALTESSANO/(STRADA DI)                                                 ",,"06/12/2018",
"Convivenza Civile","Rumori molesti",4,"LIVORNO/(VIA)                                                         ","Area Verde","11/12/2018",
"Convivenza Civile","Rumori molesti",7,"GIULIO CESARE/(CORSO)                                                 ",,"11/12/2018",
"Convivenza Civile","Rumori molesti",7,"BRIANZA/(CORSO)                                                       ",,"13/12/2018",
"Convivenza Civile","Rumori molesti",1,"MERCANTI/(VIA)                                                        ",,"18/12/2018",
"Convivenza Civile","Rumori molesti",1,"PIAVE/(VIA)                                                           ",,"21/12/2018",
"Convivenza Civile","Rumori molesti",2,"TINTORETTO/(VIA)                                                      ",,"24/12/2018",
"Convivenza Civile","Uso improprio parti comuni",3,"ISSIGLIO/(VIA)                                                        ",,"26/07/2018",
"Convivenza Civile","Uso improprio parti comuni",4,"AQUILA/(VIA)                                                          ",,"08/08/2018",
"Convivenza Civile","Uso improprio parti comuni",1,"S. FRANCESCO DA PAOLA/(VIA)                                           ",,"10/10/2018",
"Convivenza Civile","Uso improprio parti comuni",2,"GRAZIOLI/DON BARTOLOMEO (VIA)                                         ",,"30/10/2018",
"Qualità Urbana","Altro",10,"CANDIOLO/(VIA)                                                        ",,"02/07/2018","10.52"
"Qualità Urbana","Altro",5,"CHIESA DELLA SALUTE/(VIA)                                             ",,"03/07/2018",
"Qualità Urbana","Altro",6,"CHERUBINI/LUIGI SALVATORE (VIA)                                       ",,"03/07/2018",
"Qualità Urbana","Altro",4,"PIFFETTI/PIETRO (VIA)                                                 ",,"03/07/2018","14.31"
"Qualità Urbana","Altro",7,"BRA/(VIA)                                                             ",,"04/07/2018",
"Qualità Urbana","Altro",8,"D'AZEGLIO/MASSIMO (CORSO)                                             ",,"04/07/2018","09.23"
"Qualità Urbana","Altro",4,"REGINA MARGHERITA/(CORSO)                                             ",,"05/07/2018",
"Qualità Urbana","Altro",4,"COSSA/PIETRO (VIA)                                                    ",,"06/07/2018","09.29"
"Qualità Urbana","Altro",8,"GIOTTO/(VIA)                                                          ",,"06/07/2018","11.13"
"Qualità Urbana","Altro",6,"VIRIGLIO/ALBERTO (VIA)                                                ",,"06/07/2018","11.39"
"Qualità Urbana","Altro",6,"DONATORE DI SANGUE/(PIAZZA DEL)                                       ",,"06/07/2018","12.15"
"Qualità Urbana","Altro",4,"FRANCIA/(CORSO)                                                       ",,"08/07/2018",
"Qualità Urbana","Altro",4,"MURRONI/(STRADA)                                                      ",,"09/07/2018",
"Qualità Urbana","Altro",7,"BRESCIA/(CORSO)                                                       ",,"09/07/2018",
"Qualità Urbana","Altro",1,"BOGINO/CONTE GIAMBATTISTA (VIA)                                       ",,"10/07/2018","08.03"
"Qualità Urbana","Altro",4,"ROSTA/(VIA)                                                           ",,"11/07/2018","09.43"
"Qualità Urbana","Altro",3,"RACCONIGI/(CORSO)                                                     ",,"11/07/2018","13.25"
"Qualità Urbana","Altro",5,"SOSPELLO/(VIA)                                                        ","Area Verde","12/07/2018",
"Qualità Urbana","Altro",1,"CONTE VERDE/(VIA)                                                     ",,"12/07/2018","09.01"
"Qualità Urbana","Altro",6,"MARTINA/GIOVANNI (VIA)                                                ",,"17/07/2018",
"Qualità Urbana","Altro",1,"PESCATORE/MATTEO (VIA)                                                ",,"17/07/2018","09.45"
"Qualità Urbana","Altro",3,"RACCONIGI/(CORSO)                                                     ",,"17/07/2018","13.37"
"Qualità Urbana","Altro",7,"BELGIO/(CORSO)                                                        ",,"18/07/2018",
"Qualità Urbana","Altro",4,"CLEMENTE/STEFANO (VIA)                                                ",,"18/07/2018","08.07"
"Qualità Urbana","Altro",8,"PETRARCA/FRANCESCO (VIA)                                              ",,"19/07/2018","13.20"
"Qualità Urbana","Altro",8,"FOSCOLO/UGO (VIA)                                                     ",,"20/07/2018",
"Qualità Urbana","Altro",1,"ROMA/(VIA)                                                            ",,"23/07/2018",
"Qualità Urbana","Altro",5,"RANDACCIO/GIOVANNI (VIA)                                              ",,"23/07/2018",
"Qualità Urbana","Altro",4,"SVIZZERA/(CORSO)                                                      ",,"23/07/2018","12.44"
"Qualità Urbana","Altro",4,"TELESIO/BERNARDINO (CORSO)                                            ",,"24/07/2018","12.08"
"Qualità Urbana","Altro",,,"Area Verde","25/07/2018",
"Qualità Urbana","Altro",1,"GARIBALDI/GIUSEPPE (VIA)                                              ",,"25/07/2018",
"Qualità Urbana","Altro",1,"GARIBALDI/GIUSEPPE (VIA)                                              ",,"25/07/2018",
"Qualità Urbana","Altro",7,"CASALE/(CORSO)                                                        ",,"25/07/2018",
"Qualità Urbana","Altro",7,"MICHELOTTI/SUOR GIOVANNA FRANCESCA (VIALE)                            ",,"25/07/2018",
"Qualità Urbana","Altro",1,"MERCANTI/(VIA)                                                        ",,"27/07/2018","12.56"
"Qualità Urbana","Altro",9,"VIGLIANI/ONORATO (VIA)                                                ",,"27/07/2018","13.55"
"Qualità Urbana","Altro",2,"BARLETTA/(VIA)                                                        ",,"31/07/2018","14.35"
"Qualità Urbana","Altro",6,"SETTIMO/(STRADA DI)                                                   ",,"01/08/2018",
"Qualità Urbana","Altro",1,"S. OTTAVIO/(VIA)                                                      ",,"01/08/2018","11.10"
"Qualità Urbana","Altro",8,"SOMMACAMPAGNA/(VIA)                                                   ",,"02/08/2018","10.38"
"Qualità Urbana","Altro",3,"CESANA/(VIA)                                                          ",,"02/08/2018","14.17"
"Qualità Urbana","Altro",1,"SOMMEILLER/GERMANO (CORSO)                                            ",,"02/08/2018","14.45"
"Qualità Urbana","Altro",6,"SETTIMO/(STRADA DI)                                                   ",,"03/08/2018",
"Qualità Urbana","Altro",6,"CASCINOTTO/(STRADA DEL)                                               ",,"03/08/2018","12.30"
"Qualità Urbana","Altro",8,"ORMEA/(VIA)                                                           ",,"06/08/2018","10.32"
