WKT_GEOM;NCIRCO;DENOM;COORD_X;COORD_Y
POLYGON ((1394020.6658 4989395.456,1394045.391 4989368.484,1394361.976 4989209.036,1394363.091 4989208.474,1394431.3359 4989201.8437,1394492.236 4989175.858,1394493.351 4989174.887,1394558.111 4989118.479,1394651.8688 4989039.5789,1394666.404 4989030.757,1394867.297 4988853.841,1395010.773 4988727.9479,1395014.955 4988725.41,1395029.58 4988716.462,1395047.7109 4988754.8739,1395057.3119 4988775.2149,1395068.6129 4988798.2609,1395081.9728 4988825.5049,1395175.678 4989031.121,1395247.2309 4989187.104,1395338.6969 4989383.2998,1395477.868 4989681.184,1395488.2128 4989706.206,1395516.0338 4989757.012,1395565.189 4989861.433,1395564.057 4989873.485,1395585.878 4989862.593,1395602.0038 4989887.183,1395599.503 4989888.4769,1395609.5079 4989907,1395646.324 4989961.786,1395710.2479 4990028.2319,1395715.304 4990037.621,1395842.5778 4990273.967,1395878.894 4990258.7187,1395898.1429 4990324.745,1395923.128 4990387.946,1395978.64 4990489.916,1396027.675 4990581.1239,1396064.1159 4990652.553,1396112.591 4990737.183,1396161.216 4990711.501,1396223.486 4990678.6129,1396277.333 4990650.308,1396309.0449 4990633.5657,1396399.09 4990586.0268,1396486.289 4990539.8837,1396593.428 4990483.2209,1396714.465 4990419.689,1396748.594 4990403.69,1396827.681 4990362.177,1396942.82 4990300.7697,1396990.482 4990273.9177,1397036.908 4990249.217,1397041.9439 4990259.0937,1397041.5878 4990259.2828,1397166.783 4990466.008,1397247.9269 4990585.2417,1397338.1499 4990700.364,1397356.205 4990723.4007,1397474.985 4990841.665,1397479.1658 4990845.8267,1397483.939 4990850.5789,1397535.2609 4990901.824,1397646.759 4991011.9857,1397611.452 4991060.9588,1397610.749 4991060.9139,1397592.6029 4991059.7417,1397581.8108 4991075.8519,1397535.468 4991144.28,1397528.235 4991154.9857,1397476.2409 4991231.951,1397431.8958 4991297.593,1397388.577 4991361.717,1397358.564 4991406.144,1397338.7779 4991435.432,1397298.772 4991494.798,1397252.08 4991563.7768,1397239.5549 4991582.309,1397210.665 4991625.0729,1397118.6758 4991760.8108,1397041.861 4991873.0548,1397015.763 4991910.4649,1396983.817 4991955.946,1396937.6728 4992021.6398,1396899.8718 4992083.1617,1396894.1229 4992092.519,1396891.189 4992097.2938,1396886.438 4992105.0268,1396751.2679 4992170.8629,1396678.296 4992206.4128,1396628.239 4992230.8059,1396566.1488 4992261.1398,1396509.8448 4992288.5087,1396480.689 4992228.125,1396442.185 4992216.3119,1396431.6658 4992213.036,1396423.962 4992212.6589,1396391.0689 4992229.29,1396363.708 4992172.6019,1396344.641 4992181.5498,1396338.908 4992184.3459,1396333.28 4992187.0899,1396313.885 4992196.3667,1396327.719 4992224.9259,1396329.5989 4992228.5778,1396331.3999 4992232.269,1396342.0578 4992253.671,1396335.499 4992256.7379,1396314.715 4992265.855,1396307.134 4992270.116,1396302.7368 4992275.463,1396286.144 4992326.0729,1396304.0859 4992360.064,1396315.5049 4992383.2938,1396317.7169 4992387.688,1396194.7368 4992442.1759,1396093.9728 4992491.2708,1395927.1939 4992572.576,1395875.6569 4992597.7,1395841.256 4992614.4709,1395798.6958 4992635.218,1395787.735 4992640.5608,1395737.377 4992665.1118,1395708.9698 4992678.9599,1395649.289 4992708.0537,1395633.6148 4992715.6458,1395478.5308 4992790.5,1395470.277 4992794.484,1395455.966 4992801.3908,1395420.1288 4992732.3168,1395397.6669 4992689.024,1395354.9169 4992606.626,1395321.79 4992542.775,1395298.858 4992498.576,1395289.0109 4992481.1907,1395263.996 4992437.0317,1395235.192 4992386.182,1395211.2438 4992343.906,1395205.164 4992333.173,1395196.475 4992332.831,1395184.577 4992321.3388,1395142.334 4992239.415,1395156.1688 4992232.281,1395140.81 4992203.5657,1395133.0038 4992186.689,1395123.1839 4992167.1677,1395120.6569 4992163.195,1395095.3489 4992116.0619,1395078.9299 4992084.7757,1395079.5338 4992074.9078,1395078.706 4992067.0279,1395047.834 4992007.637,1395040.3078 4991993.3689,1395034.432 4991981.6069,1394998.8049 4991913.66,1394955.877 4991826.6288,1394950.1939 4991817.4237,1394897.5149 4991717.9709,1394851.1958 4991629.0608,1394847.337 4991624.5899,1394842.208 4991618.121,1394817.716 4991571.946,1394810.039 4991560.7927,1394754.786 4991453.61,1394780.306 4991440.206,1394791.431 4991434.3607,1394781.5508 4991415.955,1394758.752 4991414.4468,1394729.2379 4991356.7439,1394701.152 4991304.696,1394691.8348 4991286.456,1394687.972 4991279.4287,1394658.898 4991219.394,1394656.289 4991212.309,1394652.5608 4991196.648,1394647.003 4991181.95,1394624.5449 4991153.149,1394586.361 4991082.3327,1394515.5649 4990942.7039,1394512.8378 4990922.644,1394506.1 4990899.3739,1394501.4469 4990888.462,1394492.4628 4990875.302,1394478.185 4990858.933,1394466.4739 4990848.6617,1394454.202 4990828.04,1394374.1488 4990674.138,1394369.4399 4990665.28,1394359.816 4990645.3459,1394331.209 4990588.161,1394299.002 4990525.3349,1394278.4698 4990484.6589,1394262.4809 4990455.2368,1394238.7509 4990409.854,1394211.725 4990357.3448,1394159.404 4990255.6869,1394169.7609 4990248.2247,1394166.449 4990245.105,1394165.3999 4990244.1167,1394161.931 4990238.239,1394142.8518 4990196.5378,1394137.0179 4990185.5378,1394134.483 4990177.733,1394128.2268 4990160.5389,1394122.2398 4990144.5899,1394115.0889 4990127.2368,1394109.3419 4990095.6277,1394102.645 4990056.4188,1394097.5959 4990027.838,1394092.3818 4989998.2889,1394090.9528 4989975.1359,1394090.89 4989956.735,1394091.8589 4989946.2828,1394094.5319 4989909.57,1394094.8448 4989906.1787,1394098.5989 4989871.9237,1394099.2438 4989866.0378,1394110.0589 4989821.393,1394119.6259 4989791.0937,1394127.262 4989770.389,1394172.9779 4989684.467,1394124.929 4989596.3327,1394112.118 4989572.7138,1394104.851 4989558.6277,1394020.6658 4989395.456));1;Centro - Crocetta;1395905,0625;4990759
POLYGON ((1388021.1388 4988598.7439,1388196.6839 4988350.2768,1388253.2808 4988232.4857,1388268.877 4988199.996,1388395.0959 4988099.637,1388409.9498 4988088.0197,1388461.131 4988005.3739,1388457.75 4988001.2187,1388507.33 4987959.9407,1388518.108 4987952.599,1388623.35 4987888.639,1388639.83 4987877.3289,1388755.979 4987809.8558,1388806.438 4987780.0827,1388851.6588 4987766.2817,1388872.016 4987758.837,1388889.2509 4987750.7198,1388939.7479 4987718.6107,1389026.5989 4987654.5328,1389165.5438 4987565.41,1389167.9768 4987562.9577,1389269.549 4987495.9917,1389325.272 4987443.99,1389404.1588 4987382.15,1389566.89 4987251.0619,1389593.4399 4987244.3848,1389622.3918 4987246.791,1389650.06 4987259.444,1389863.935 4987062.597,1390005.1018 4987110.807,1390223.843 4987185.5948,1390322.9158 4987219.3448,1390262.7738 4987083.3168,1390192.496 4986931.3919,1390122.5578 4986782.0838,1390020.3759 4986559.5789,1389982.9768 4986476.747,1389910.4199 4986322.2308,1389763.1359 4986006.296,1389538.4569 4986062.7779,1389433.6699 4986087.3618,1389306.0009 4986117.985,1389287.4129 4986122.513,1389272.7398 4986124.006,1389253.3348 4986125.9808,1389203.908 4986139.8908,1389149.0978 4986142.951,1389090.8348 4986124.8267,1389081.5478 4986091.99,1389080.698 4986083.2017,1389083.618 4986032.4698,1389112.101 4985890.1847,1389120.3378 4985849.0339,1389053.405 4985818.7987,1388911.489 4985754.75,1388970.58 4985729.599,1388993.402 4985719.8848,1389002.266 4985716.1118,1389050.3589 4985641.3048,1389115.931 4985547.3919,1389171.8718 4985488.9769,1389251.3958 4985492.865,1389294.553 4985533.2598,1389301.2668 4985550.245,1389311.107 4985575.139,1389315.7708 4985586.939,1389349.351 4985591.462,1389358.8448 4985591.847,1389407.0759 4985565.7319,1389449.983 4985542.4989,1389453.895 4985531.61,1389468.175 4985491.9259,1389426.915 4985385.8289,1389408.164 4985321.15,1389427.3389 4985289.5328,1389447.539 4985280.99,1389571.0759 4985267.3037,1389618.783 4985319.78,1389645.012 4985341.859,1389668.5168 4985362.161,1389681.37 4985372.9698,1389798.7849 4985419.9539,1389917.8008 4985392.91,1389977.841 4985340.4128,1390068.6048 4985288.1617,1390074.2879 4985284.654,1390174.2009 4985223.4177,1390175.9709 4985222.324,1390190.7549 4985203.7478,1390226.1218 4985159.3728,1390273.5249 4985145.3179,1390290.2379 4985140.376,1390301.208 4985140.7669,1390301.9698 4985140.7938,1390340.6558 4985141.308,1390360.736 4985114.421,1390378.5478 4985090.57,1390402.8289 4985058.053,1390422.206 4985032.1058,1390431.647 4985025.666,1390497.752 4984995.683,1390531.0238 4984998.183,1390538.1218 4985000.932,1390565.049 4985013.5378,1390598.506 4985029.2,1390630.604 4985044.166,1390764.266 4985106.615,1390806.2579 4985135.0498,1390840.4228 4985143.565,1390860.4458 4985132.116,1390907.6588 4985105.1189,1390912.442 4985103.382,1390926.8119 4985098.165,1390940.489 4985093.199,1390988.5549 4985086.1699,1391062.047 4985055.434,1391079.422 4985051.246,1391136.162 4985035.581,1391189.8149 4985003.2889,1391278.955 4984939.883,1391294.4868 4984928.712,1391312.797 4984917.298,1391384.591 4984872.542,1391387.8788 4984870.4917,1391484.5708 4984827.138,1391514.1288 4984813.8848,1391560.418 4984802.785,1391605.7438 4984791.915,1391687.32 4984785.2308,1391791.465 4984785.5899,1391874.868 4984809.5438,1391902.6329 4984863.0509,1391909.7849 4984896.649,1391947.7649 4984940.1129,1391958.3448 4984952.23,1391993.2538 4985033.0849,1392019.05 4985033.508,1392038.816 4985033.8327,1392135.618 4985035.421,1392190.7879 4985033.4418,1392247.7098 4985025.5257,1392266.665 4985020.3168,1392348.466 4984997.8399,1392423.9269 4984939.6419,1392436.959 4984925.5619,1392568.9088 4984782.9989,1392588.9728 4984772.349,1392594.2069 4984771.274,1392629.337 4984779.968,1392640.37 4984792.496,1392645.0719 4984797.836,1392649.6799 4984803.018,1392697.522 4984856.8157,1392715.513 4984863.8048,1392779.7109 4984850.808,1392830.9569 4984823.8459,1392860.644 4984808.2258,1392889.128 4984787.6979,1392905.6939 4984755.724,1392920.164 4984727.7949,1392945.314 4984679.2538,1392993.716 4984659.6058,1393040.8419 4984640.4747,1393063.8529 4984638.365,1393155.483 4984629.9188,1393197.902 4984616.1589,1393211.05 4984643.292,1393214.297 4984644.211,1393225.912 4984639.4358,1393275.3518 4984635.1809,1393283.536 4984636.2198,1393295.411 4984642.728,1393309.013 4984652.2987,1393321.049 4984656.8278,1393341.7479 4984644.2439,1393364.1099 4984658.343,1393397.7638 4984697.7839,1393441.9199 4984716.0208,1393447.493 4984721.269,1393457.7298 4984723.7867,1393469.2919 4984729.666,1393496.7668 4984735.575,1393567.401 4984744.2319,1393626.719 4984734.6337,1393648.6969 4984747.854,1393676.979 4984764.8678,1393680.763 4984767.1639,1393686.036 4984770.103,1393688.6629 4984771.524,1393690.634 4984772.665,1393693.841 4984775.6129,1393695.769 4984777.3859,1393706.458 4984787.213,1393717.147 4984797.04,1393720.414 4984800.0438,1393723.824 4984803.1759,1393734.022 4984812.525,1393742.405 4984820.211,1393744.1 4984820.5509,1393758.3019 4984823.3969,1393765.3559 4984824.8108,1393770.4909 4984825.8497,1393778.199 4984830.2308,1393779.789 4984831.1419,1393795.283 4984840.014,1393808.725 4984841.3399,1393818.012 4984838.713,1393820.7849 4984836.7187,1393824.084 4984831.819,1393827.121 4984827.308,1393833.1928 4984818.286,1393833.77 4984810.792,1393834.4879 4984801.4747,1393835.006 4984794.756,1393835.5149 4984788.137,1393835.5878 4984787.1858,1393836.14 4984780.024,1393836.512 4984775.201,1393836.9868 4984769.0378,1393837.3529 4984764.2817,1393837.9498 4984762.682,1393839.8799 4984757.5087,1393844.108 4984746.451,1393902.421 4984730.8059,1393912.6828 4984733.609,1393916.175 4984733.2,1393918.698 4984732.904,1393920.8988 4984732.6809,1393927.1939 4984732.1748,1393936.9228 4984732.4078,1393958.0959 4984732.626,1393958.9779 4984732.0718,1393961.8319 4984730.275,1393967.2228 4984726.9819,1393972.0708 4984724.0438,1393975.5279 4984721.94,1393978.8818 4984719.864,1393987.9058 4984714.2779,1393994.0519 4984706.444,1394002.0308 4984696.273,1394012.718 4984687.3519,1394013.226 4984687.059,1394044.178 4984659.729,1394069.83 4984741.115,1394077.1329 4984764.1929,1394094.8278 4984820.053,1394096.7279 4984827.2598,1394098.012 4984832.1277,1394098.8289 4984834.4089,1394155.644 4985012.246,1394177.966 4985085.4347,1394207.1318 4985181.065,1394241.398 4985292.7187,1394280.4779 4985409.1069,1394300.468 4985468.643,1394345.4058 4985608.268,1394358.5249 4985649.031,1394330.81 4985768.1918,1394325.7009 4985790.519,1394324.2098 4985797.035,1394320.6099 4985810.832,1394304.404 4985886.672,1394294.395 4985952.44,1394291.6059 4985999.12,1394229.256 4986022.938,1394187.3818 4986038.3399,1394173.5449 4986043.4298,1394027.5338 4986119.4879,1393881.652 4986195.479,1393791.539 4986242.4188,1393777.925 4986249.5109,1393702.9739 4986288.5498,1393605.554 4986046.4199,1393554.868 4985927.417,1393513.25 4985829.705,1393508.709 4985805.014,1393496.343 4985805.625,1393416.91 4985830.2779,1393316.8618 4985861.3278,1393247.968 4985882.7099,1393157.8958 4985915.7439,1393144.7638 4985927.331,1393017.5319 4986069.036,1392955.9509 4986137.622,1392907.7069 4986191.355,1392890.0919 4986210.974,1392879.218 4986216.563,1392765.4698 4986275.031,1392754.1188 4986280.866,1392655.648 4986331.4819,1392568.1569 4986376.4528,1392495.0748 4986412.4468,1392566.3958 4986473.023,1392582.6458 4986490.8437,1392619.8359 4986537.2269,1392648.9609 4986572.2187,1392698.225 4986634.6529,1392802.316 4986757.2828,1392867.503 4986838.6968,1392922.4339 4986905.3229,1392976.09 4986969.9188,1393032.7749 4987038.4638,1393111.9199 4987137.7587,1393230.283 4987283.3728,1393317.0068 4987388.871,1393391.4228 4987475.558,1393411.179 4987493.1419,1393487.938 4987587.9089,1393532.3189 4987642.7017,1393577.0109 4987697.8788,1393648.066 4987785.604,1393737.0708 4987895.491,1393795.6188 4987967.775,1393933.344 4988137.8108,1393954.293 4988162.6288,1393977.2209 4988191.9819,1394010.138 4988232.382,1394082.091 4988320.11,1394092.7028 4988333.098,1394129.743 4988378.0279,1394185.8518 4988447.093,1394188.9868 4988450.9287,1394199.2398 4988462.7247,1394315.536 4988604.131,1394514.9968 4988846.6589,1394578.719 4988924.139,1394666.404 4989030.757,1394651.8688 4989039.5789,1394558.111 4989118.479,1394493.351 4989174.887,1394492.236 4989175.858,1394431.3359 4989201.8437,1394363.091 4989208.474,1394361.976 4989209.036,1394045.391 4989368.484,1394020.6658 4989395.456,1394104.851 4989558.6277,1394112.118 4989572.7138,1394124.929 4989596.3327,1394172.9779 4989684.467,1394127.262 4989770.389,1394098.7109 4989780.086,1394072.0948 4989789.126,1394009.62 4989810.735,1393952.317 4989830.5537,1393880.78 4989855.298,1393822.8208 4989875.3437,1393736.8089 4989905.0937,1393664.0319 4989930.2658,1393645.397 4989903.7878,1393617.7268 4989895.3278,1393576.0759 4989884.133,1393535.9188 4989875.2527,1393495.03 4989868.2258,1393440.8078 4989861.3179,1393391.779 4989857.8799,1393332.4768 4989856.808,1393291.969 4989857.6419,1393213.7309 4989864.1869,1393096.729 4989881.807,1393093.398 4989870.364,1393043.8289 4989886.031,1392861.175 4989942.1529,1392809.941 4989957.894,1392740.249 4989979.6129,1392647.958 4990008.177,1392554.691 4990036.9298,1392535.1159 4990042.972,1392514.85 4990049.4407,1392498.0878 4990054.797,1392418.6259 4990077.2817,1392412.925 4990078.764,1392174.5848 4990140.7269,1392165.401 4990143.115,1392090.857 4990166.315,1392008.3729 4990191.5718,1391815.239 4990251.597,1391772.154 4990266.609,1391766.9088 4990249.921,1391735.9569 4990151.439,1391699.733 4990036.1798,1391679.027 4989970.2987,1391638.2879 4989858.03,1391637.371 4989855.502,1391635.459 4989851.093,1391578.891 4989692.747,1391534.293 4989673.983,1391485.425 4989653.423,1391426.7228 4989613.7867,1391412.114 4989601.785,1391378.54 4989569.1408,1391373.208 4989563.057,1391363.8629 4989549.9418,1391341.6388 4989518.752,1391304.8389 4989474.423,1391218.04 4989390.8919,1391213.986 4989386.99,1391146.364 4989335.2587,1391251.898 4989266.086,1391256.7239 4989263.3037,1391184.9968 4989091.991,1391226.4428 4989065.241,1391237.6928 4989059.1617,1391259.6488 4989047.297,1391304.26 4989026.7648,1391307.6 4989026.7099,1391343.574 4989023.571,1391350.9129 4989022.7609,1391354.283 4989022.138,1391355.405 4989022.086,1391362.56 4989021.752,1391367.0948 4989021.4599,1391371.1188 4989020.997,1391382.7069 4989018.6277,1391397.395 4989014.9078,1391408.066 4989009.9117,1391444.3478 4988993.161,1391415.7579 4988934.375,1391374.485 4988849.512,1391363.4358 4988851.3349,1391295.8248 4988879.667,1391262.8629 4988863.031,1391235.5308 4988836.29,1391200.6048 4988774.866,1391219.817 4988758.626,1391219.0619 4988755.996,1391176.7298 4988608.5317,1391154.364 4988528.04,1391141.6699 4988461.614,1391138.803 4988449.375,1391135.635 4988437.8607,1391092.0789 4988323.9819,1391063.4898 4988246.427,1391061.9809 4988243.211,1391056.652 4988231.7609,1391040.03 4988241.5,1391018.9258 4988252.1699,1390991.706 4988266.733,1390987.814 4988273.063,1390983.796 4988285.7209,1390924.022 4988325.967,1390912.2708 4988329.627,1390894.6688 4988287.683,1390889.499 4988260.1748,1390869.82 4988203.61,1390745.614 4987868.1907,1390666.002 4987653.949,1390472.735 4987774.678,1390394.4439 4987815.775,1390358.6839 4987833.7489,1390338.3419 4987840.463,1390330.1089 4987845.8338,1390270.644 4987868.7817,1390267.8548 4987869.86,1390163.2339 4987945.126,1390136.3049 4987967.808,1390109.0109 4987987.9199,1390016.0708 4988053.336,1389763.9898 4988230.7648,1389719.3459 4988255.3157,1389686.921 4988275.6458,1389656.8759 4988294.484,1389618.8478 4988319.495,1389518.3259 4988348.803,1389505.958 4988352.4819,1389467.2808 4988373.7017,1389389.503 4988421.769,1389322.9868 4988464.614,1389220.8888 4988532.023,1389192.9569 4988550.576,1389185.12 4988562.36,1389184.941 4988594.9007,1389182.7398 4988610.432,1389126.2128 4988651.923,1389014.8248 4988728.1628,1388951.0408 4988767.655,1388726.2069 4988921.3667,1388643.273 4988810.3558,1388500.9839 4988617.296,1388489.2708 4988625.9248,1388430.5009 4988675.4018,1388414.9539 4988686.9857,1388390.563 4988707.5827,1388372.911 4988725.6019,1388367.424 4988727.3618,1388364.0249 4988730.4029,1388371.823 4988787.0487,1388371.75 4988792.45,1388369.932 4988797.484,1388365.557 4988801.91,1388325.742 4988820.671,1388304.553 4988831.8267,1388293.1588 4988833.758,1388289.905 4988826.9758,1388221.121 4988868.62,1388021.1388 4988598.7439));2;Santa Rita - Mirafiori;1391345,375;4987441,5
POLYGON ((1390109.823 4991844.4928,1390096.077 4991817.258,1390130.2309 4991817.62,1390169.1569 4991811.0389,1390195.296 4991805.4879,1390221.7398 4991798.31,1390229.02 4991795.0619,1390235.1858 4991792.3108,1390298.8688 4991777.956,1390342.5549 4991774.343,1390369.2098 4991766.5948,1390378.2668 4991762.445,1390384.0678 4991759.7878,1390435.006 4991743.881,1390442.9809 4991740.37,1390448.3718 4991738.575,1390483.581 4991727.4638,1390485.8729 4991725.535,1390489.4698 4991716.143,1390502.449 4991667.0087,1390523.7169 4991589.9517,1390545.601 4991516.945,1390548.577 4991505.75,1390553.4938 4991493.557,1390553.465 4991486.673,1390555.164 4991481.387,1390563.3688 4991468.4429,1390568.03 4991465.644,1390571.76 4991464.5197,1390580.7609 4991460.4539,1390588.01 4991457.12,1390709.77 4991388.0197,1390712.4158 4991386.321,1390717.745 4991383.1447,1390725.3278 4991378.627,1390732.5848 4991374.5498,1390782.1229 4991354.0378,1390792.6458 4991349.7697,1390798.6699 4991347.0197,1390827.34 4991334.4298,1390842.78 4991323.53,1390843.85 4991326.65,1390848.594 4991322.557,1390853.858 4991320.711,1390858.823 4991315.922,1390871.574 4991306.512,1390880.827 4991299.8969,1390891.0308 4991288.735,1390897.2919 4991276.694,1390904.455 4991271.2609,1390911.4809 4991266.813,1390919.479 4991261.9177,1390926.459 4991258.5169,1390926.8019 4991254.6058,1390922.093 4991253.3678,1390914.989 4991250.393,1390836.053 4991217.338,1390708.6928 4991188.457,1390699.9609 4991186.4769,1390683.036 4991178.916,1390618.938 4991150.2817,1390609.2978 4991147.4528,1390549.968 4991130.0389,1390548.8219 4991126.2308,1390515.469 4991015.377,1390507.986 4990990.5049,1390402.425 4990639.7878,1390401.269 4990635.946,1390441.2908 4990624.0449,1390506.566 4990604.6348,1390572.171 4990585.126,1390576.2808 4990591.121,1390599.138 4990623.457,1390609.952 4990628.9418,1390616.0449 4990630.1299,1390623.0449 4990630.001,1390629.3119 4990628.53,1390661.79 4990616.366,1390713.6288 4990602.3958,1390743.354 4990598.8048,1390760.367 4990595.752,1390806.101 4990581.599,1390825.7139 4990572.1288,1390876.75 4990554.0548,1390887.9979 4990547.7258,1390989.279 4990502.5339,1391035.8178 4990482.502,1391073.077 4990481.694,1391106.293 4990476.5778,1391125.894 4990472.5038,1391264.945 4990449.0049,1391276.5848 4990451.2839,1391279.8799 4990452.2878,1391347.101 4990472.7817,1391358.236 4990476.177,1391393.199 4990489.018,1391409.918 4990488.7478,1391465.4938 4990487.8508,1391541.6029 4990490.064,1391622.331 4990495.3678,1391701.715 4990505.1107,1391776.249 4990514.2587,1391790.188 4990294.1228,1391790.3389 4990291.7368,1391774.192 4990273.0937,1391772.154 4990266.609,1391815.239 4990251.597,1392008.3729 4990191.5718,1392090.857 4990166.315,1392165.401 4990143.115,1392174.5848 4990140.7269,1392412.925 4990078.764,1392418.6259 4990077.2817,1392498.0878 4990054.797,1392514.85 4990049.4407,1392535.1159 4990042.972,1392554.691 4990036.9298,1392647.958 4990008.177,1392740.249 4989979.6129,1392809.941 4989957.894,1392861.175 4989942.1529,1393043.8289 4989886.031,1393093.398 4989870.364,1393096.729 4989881.807,1393213.7309 4989864.1869,1393291.969 4989857.6419,1393332.4768 4989856.808,1393391.779 4989857.8799,1393440.8078 4989861.3179,1393495.03 4989868.2258,1393535.9188 4989875.2527,1393576.0759 4989884.133,1393617.7268 4989895.3278,1393645.397 4989903.7878,1393664.0319 4989930.2658,1393736.8089 4989905.0937,1393822.8208 4989875.3437,1393880.78 4989855.298,1393952.317 4989830.5537,1394009.62 4989810.735,1394072.0948 4989789.126,1394098.7109 4989780.086,1394127.262 4989770.389,1394119.6259 4989791.0937,1394110.0589 4989821.393,1394099.2438 4989866.0378,1394098.5989 4989871.9237,1394094.8448 4989906.1787,1394094.5319 4989909.57,1394091.8589 4989946.2828,1394090.89 4989956.735,1394090.9528 4989975.1359,1394092.3818 4989998.2889,1394097.5959 4990027.838,1394102.645 4990056.4188,1394109.3419 4990095.6277,1394115.0889 4990127.2368,1394122.2398 4990144.5899,1394128.2268 4990160.5389,1394134.483 4990177.733,1394137.0179 4990185.5378,1394142.8518 4990196.5378,1394161.931 4990238.239,1394165.3999 4990244.1167,1394166.449 4990245.105,1394169.7609 4990248.2247,1394159.404 4990255.6869,1394211.725 4990357.3448,1394238.7509 4990409.854,1394262.4809 4990455.2368,1394278.4698 4990484.6589,1394299.002 4990525.3349,1394331.209 4990588.161,1394359.816 4990645.3459,1394369.4399 4990665.28,1394374.1488 4990674.138,1394454.202 4990828.04,1394466.4739 4990848.6617,1394478.185 4990858.933,1394492.4628 4990875.302,1394501.4469 4990888.462,1394506.1 4990899.3739,1394512.8378 4990922.644,1394515.5649 4990942.7039,1394586.361 4991082.3327,1394624.5449 4991153.149,1394647.003 4991181.95,1394652.5608 4991196.648,1394656.289 4991212.309,1394658.898 4991219.394,1394687.972 4991279.4287,1394691.8348 4991286.456,1394701.152 4991304.696,1394729.2379 4991356.7439,1394758.752 4991414.4468,1394781.5508 4991415.955,1394791.431 4991434.3607,1394780.306 4991440.206,1394754.786 4991453.61,1394810.039 4991560.7927,1394817.716 4991571.946,1394842.208 4991618.121,1394847.337 4991624.5899,1394851.1958 4991629.0608,1394897.5149 4991717.9709,1394950.1939 4991817.4237,1394955.877 4991826.6288,1394998.8049 4991913.66,1395034.432 4991981.6069,1395040.3078 4991993.3689,1395047.834 4992007.637,1395078.706 4992067.0279,1395079.5338 4992074.9078,1395078.9299 4992084.7757,1395095.3489 4992116.0619,1395120.6569 4992163.195,1395123.1839 4992167.1677,1395133.0038 4992186.689,1395140.81 4992203.5657,1395156.1688 4992232.281,1395142.334 4992239.415,1395184.577 4992321.3388,1395196.475 4992332.831,1395089.3589 4992328.6129,1394998.0919 4992325.0109,1394947.226 4992322.6129,1394911.857 4992321.593,1394838.6288 4992318.7077,1394799.2239 4992317.171,1394737.5009 4992314.762,1394648.735 4992311.298,1394550.3999 4992307.4599,1394446.7198 4992303.4139,1394375.3008 4992300.627,1394331.378 4992298.9128,1394260.76 4992296.1567,1394167.2169 4992292.3519,1394083.526 4992288.9479,1393984.7039 4992284.9287,1393931.9158 4992282.7817,1393822.4509 4992278.3289,1393770.441 4992276.2138,1393697.226 4992273.2357,1393657.073 4992271.603,1393615.7109 4992269.922,1393595.368 4992269.0948,1393538.3419 4992266.7757,1393468.922 4992263.9539,1393330.7069 4992258.3338,1393241.6588 4992254.7138,1393207.3378 4992253.2198,1393172.0948 4992251.6847,1393158.5948 4992251.1288,1392989.307 4992244.1529,1392928.3929 4992241.654,1392808.344 4992236.7308,1392703.083 4992232.415,1392633.9129 4992229.5778,1392556.12 4992226.417,1392498.0068 4992224.0548,1392448.192 4992222.0317,1392394.618 4992219.8558,1392373.0049 4992218.978,1392294.8178 4992215.8009,1392194.1799 4992211.713,1392100.671 4992207.9139,1391958.2908 4992202.1288,1391722.2919 4992192.541,1391572.929 4992186.472,1391516.425 4992184.177,1391440.888 4992181.108,1391371.3319 4992178.2817,1391302.9868 4992175.5027,1391292.07 4992175.059,1391230.41 4992172.552,1391226.2638 4992172.383,1390972.6018 4992162.0608,1390927.503 4992160.2258,1390687.486 4992150.457,1390620.5419 4992147.733,1390552.357 4992144.9577,1390488.587 4992142.3618,1390456.412 4992141.053,1390427.0449 4992139.858,1390364.449 4992137.31,1390307.8648 4992135.007,1390269.316 4992133.4369,1390268.331 4992131.883,1390266.5408 4992128.44,1390259.0208 4992114.922,1390166.2039 4991947.461,1390162.0049 4991939.887,1390109.823 4991844.4928));3;San Paolo - Cenisia - Pozzo Strada - Cit Turin - Borgata Lesna;1392548,5625;4991051,5
