,lat,lon
0,41.0981708,-8.6218819
1,41.1934745,-8.609859
2,41.1176458,-8.6067854
3,41.1579748,-8.6305005
4,41.2411501,-8.6663238
5,41.150667,-8.598099
6,41.2184992,-8.6027556
7,41.1800421,-8.6798466
8,41.186211,-8.6579643
