,lat,lon
0,41.1143998,-8.4844055
1,41.1144423,-8.4844994
2,41.1144665,-8.4845517
3,41.1145122,-8.4846494
4,41.1145501,-8.4846983
5,41.1145858,-8.4848065
6,41.114612,-8.4848615
7,41.1146848,-8.4850085
8,41.1148151,-8.4852638
9,41.1148515,-8.4853322
10,41.1149151,-8.4854717
11,41.1149475,-8.4855321
12,41.1150182,-8.4856729
13,41.1150566,-8.4857346
14,41.1509544,-8.6330859
15,41.1509508,-8.6330566
16,41.172205,-8.6666622
17,41.1719971,-8.6665408
