,lat,lon
0,41.1585977,-8.6317479
1,41.158897,-8.6440228
2,41.1565023,-8.614087
3,41.1423485,-8.6074511
4,41.1289487,-8.6676454
5,41.174083,-8.5668247
6,41.1371375,-8.6043228
7,41.1206064,-8.6060266
8,41.1291337,-8.6055841
9,41.0184659,-8.6402617
10,41.1291083,-8.6207505
11,41.066074,-8.5751819
12,41.0941215,-8.550194
13,41.1088621,-8.5738797
14,41.129145,-8.614618
15,41.1869372,-8.6936977
16,41.1988971,-8.6095766
17,41.1617153,-8.6281742
18,41.1190813,-8.6055079
19,41.1531333,-8.6180203
20,41.1802046,-8.6347456
21,41.0259061,-8.6196268
22,41.1169246,-8.6470932
23,41.1618363,-8.5925344
24,41.0279602,-8.6418416
25,41.1376859,-8.6302221
26,41.1361148,-8.6085713
27,41.1501485,-8.5993351
28,41.1861605,-8.6242446
29,41.1621463,-8.6061037
30,41.1640858,-8.6393939
31,41.1777485,-8.6485282
32,41.1843063,-8.6815327
33,41.2168565,-8.6235487
34,41.1617368,-8.6281735
35,41.2338941,-8.667423
36,41.2310509,-8.5376671
37,41.1376824,-8.630147
38,41.2168525,-8.6234173
39,41.2168475,-8.623306
40,41.1832738,-8.4454474
41,41.1459803,-8.6145466
42,41.141077,-8.6151561
43,41.2311286,-8.5377543
44,41.181885,-8.6902466
45,41.177687,-8.6485583
46,41.1642059,-8.5842249
47,41.1621331,-8.6060621
48,41.1170121,-8.6226462
49,41.1169683,-8.6227669
50,41.1811839,-8.656037
51,41.1809569,-8.655911
52,41.1413661,-8.6362798
53,41.1413101,-8.6363898
54,41.1205021,-8.6257066
55,41.1331401,-8.6068533
56,41.1258337,-8.6030265
57,41.1090596,-8.5738112
58,41.0870085,-8.6025403
59,41.2081217,-8.6870956
60,41.0736109,-8.5053465
61,41.0289635,-8.6424154
62,41.1255503,-8.6048269
63,41.162328,-8.6450212
64,41.1614718,-8.6402482
65,41.1601098,-8.6404963
66,41.1563481,-8.6291941
67,41.1498637,-8.6035328
68,41.1484976,-8.61151
69,41.1466395,-8.6092593
70,41.133272,-8.6131673
71,41.1263777,-8.6349776
72,41.2027317,-8.6927611
73,41.1949456,-8.6900166
74,41.1621417,-8.6060265
75,41.2406152,-8.6598042
76,41.2376992,-8.6674377
77,41.1735906,-8.6476108
78,41.0640096,-8.6397868
79,41.0890715,-8.6290178
80,41.0946436,-8.5989274
81,41.1136985,-8.5904811
82,41.1539312,-8.6007902
83,41.1710982,-8.5473392
84,41.1656752,-8.6713903
85,41.1779449,-8.5986301
86,41.1842579,-8.6638282
87,41.1744945,-8.6100496
88,41.1785405,-8.5949596
89,41.1820002,-8.6587365
90,41.1833313,-8.6614403
91,41.1968907,-8.5106914
92,41.164216,-8.6417046
93,41.2010585,-8.6986208
94,41.2341734,-8.6221956
95,41.2481775,-8.623023
96,41.1522802,-8.6526909
97,41.1577885,-8.6335507
98,41.2240953,-8.6317697
99,41.2105451,-8.5468952
100,41.182967,-8.6061493
101,41.2028558,-8.7146755
102,41.0594547,-8.6456522
103,41.0573043,-8.5664284
104,41.1245841,-8.6353813
105,41.1427349,-8.5746816
106,41.1160294,-8.6307773
107,41.1967429,-8.5797523
108,41.1831971,-8.653855
109,41.1833001,-8.6538369
110,41.2364487,-8.6388132
111,41.163172,-8.5751241
112,41.2013604,-8.6253512
113,41.1777516,-8.654201
114,41.1778545,-8.6528445
115,41.1516572,-8.5972007
116,41.1777849,-8.6072838
117,41.1614748,-8.6846817
118,41.1510432,-8.5990843
119,41.147128,-8.6321358
120,41.1456621,-8.629865
121,41.1472961,-8.6210255
122,41.1323285,-8.5748076
123,41.1204738,-8.6257589
124,41.2341311,-8.6224785
125,41.175553,-8.5568503
126,41.046328,-8.5641459
127,41.1686299,-8.5422161
128,41.1772469,-8.6821041
129,41.1628994,-8.6297205
130,41.2324246,-8.6073375
131,41.1313649,-8.6450614
132,41.2482865,-8.623082
133,41.0289241,-8.6424369
134,41.1015857,-8.6188629
135,41.1969279,-8.5106826
136,41.165124,-8.628158
137,41.1418787,-8.5735465
