,lat,lon
0,41.2445637,-8.6622396
1,41.2441852,-8.6637477
2,41.039313,-8.5794939
3,41.0221145,-8.5714258
4,41.0304432,-8.564892
5,41.0281236,-8.5871275
6,41.0278808,-8.5756476
7,41.2092709,-8.5541806
8,41.0819651,-8.6443262
9,41.062364,-8.54417
10,41.165689,-8.5866646
11,41.1845424,-8.6952229
12,41.1134462,-8.6098153
13,41.1774503,-8.615232
14,41.0539569,-8.5389334
15,41.1186801,-8.5865989
16,41.1272834,-8.5929987
17,41.1223137,-8.583353
18,41.1163284,-8.5734937
19,41.1117291,-8.5717068
20,41.1155565,-8.5759987
21,41.158219,-8.636325
22,41.06608,-8.5739936
23,41.1410156,-8.531735
24,41.138698,-8.5562488
25,41.1518816,-8.6035345
26,41.1518507,-8.6072717
27,41.2180913,-8.6065866
28,41.1248671,-8.6136036
29,41.1488817,-8.6059873
30,41.1299002,-8.603161
31,41.2352422,-8.5210362
32,41.1569399,-8.6412668
33,41.1656643,-8.6589462
34,41.2143241,-8.5999956
35,41.1414093,-8.6140549
36,41.1553908,-8.6235805
37,41.1440382,-8.6053197
38,41.1028308,-8.6191258
39,41.0380113,-8.6412078
40,41.1215322,-8.6104286
41,41.1299135,-8.6047785
42,41.0532015,-8.6397269
43,41.1645105,-8.6430852
44,41.162697,-8.6438016
45,41.1650687,-8.6167841
46,41.0319964,-8.5588708
47,41.116207,-8.6633852
48,41.1544783,-8.6735991
49,41.1818778,-8.6665534
50,41.0442354,-8.6298276
