,lat,lon
0,41.1486729,-8.6289064
1,41.1401989,-8.636849
2,41.1419348,-8.6381419
3,41.1401653,-8.6369455
4,41.1415315,-8.635341
5,41.1419478,-8.6355553
6,41.1419049,-8.6381251
7,41.1404278,-8.6408418
8,41.1760309,-8.5634691
9,41.1741682,-8.5668681
10,41.1467336,-8.6175756
11,41.1496503,-8.5862592
12,41.1529973,-8.6063851
13,41.2018655,-8.6908424
14,41.1484579,-8.6095747
15,41.1882744,-8.4986247
16,41.1882831,-8.4986656
17,41.1901047,-8.4993797
18,41.1901944,-8.4989935
19,41.1635649,-8.5830982
20,41.1642697,-8.5843649
21,41.1643018,-8.5843465
22,41.1647239,-8.5836066
23,41.1647887,-8.5841248
24,41.1749313,-8.5643467
25,41.1749342,-8.564019
26,41.1545795,-8.6641359
27,41.1534459,-8.6644641
28,41.153443,-8.664384
29,41.1445671,-8.6176125
30,41.1487142,-8.6288897
31,41.1487214,-8.6637788
32,41.2366624,-8.6693393
33,41.2378958,-8.6696668
34,41.1297122,-8.6067356
35,41.1635871,-8.5832684
36,41.1234835,-8.6217585
37,41.1492144,-8.5856221
38,41.1291564,-8.6082562
39,41.1753955,-8.5633965
40,41.1754258,-8.5633971
41,41.1748914,-8.5638242
42,41.1207337,-8.6186496
43,41.1194185,-8.6196712
44,41.1459462,-8.6145291
45,41.1576822,-8.6337412
46,41.1178699,-8.6221314
47,41.1144381,-8.6307462
48,41.1144421,-8.6308415
49,41.1155006,-8.6299461
50,41.1789595,-8.6002143
51,41.180707,-8.6049773
52,41.1732859,-8.5663158
53,41.1752055,-8.5633927
54,41.1797497,-8.656502
55,41.1800942,-8.6565634
56,41.1462476,-8.6035403
57,41.1459566,-8.6144909
58,41.1410497,-8.6151628
59,41.1826805,-8.6597971
60,41.1462878,-8.6041778
61,41.1452305,-8.611664
62,41.147467,-8.6091812
63,41.1589908,-8.6302725
64,41.1471325,-8.6039276
65,41.1473107,-8.6039464
66,41.1416108,-8.6150167
67,41.1503454,-8.6099565
68,41.1499855,-8.6098918
69,41.1488706,-8.6046489
70,41.1492989,-8.6045915
71,41.1487282,-8.6155212
72,41.1484705,-8.6161472
73,41.1485336,-8.6155934
74,41.1486627,-8.6162241
75,41.1480019,-8.6158596
76,41.1473144,-8.6157211
77,41.1473428,-8.6158377
78,41.1472761,-8.6152444
79,41.1470297,-8.6159734
80,41.147259,-8.6166652
81,41.1401676,-8.5347819
82,41.1561688,-8.6304234
83,41.1549982,-8.6306849
84,41.1554581,-8.6301606
85,41.1451146,-8.5525041
86,41.1456493,-8.5530039
87,41.1484221,-8.6291506
88,41.1484983,-8.6293717
89,41.148462,-8.6289292
90,41.1519247,-8.6034967
91,41.1507281,-8.6110504
92,41.1511583,-8.610815
93,41.1511266,-8.6094434
94,41.1512074,-8.6093734
95,41.1515972,-8.6097832
96,41.1513429,-8.6104423
