X,Y,gid,Estado de Conservação,Tipo de Abrigo,Abrigo com Publicidade?,Tem Bolsa?,Operadora,Carreira,Código de Rua,Nome da Rua,Freguesia,Observações,Data da Observação
-9.29142097075694,38.698226169674,911,Bom,Sem Abrigo,Não,Não,COMBUS,n/a,648,Rua João Augusto Moreira,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",(Placa - só descida) possivel terminal,2012/07
-9.29117181666562,38.6983005199957,910,Bom,Sem Abrigo,Não,Não,COMBUS,n/a,648,Rua João Augusto Moreira,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",(Placa - só descida) possivel terminal,2012/07
-9.23124338269223,38.7116009393932,34,Bom,Fechado dos Lados,Sim,Não,Vimeca,12,120,Avenida Jaime Cortesão,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",n/a,2012/07
-9.23113898813613,38.7121192398018,22,Bom,Fechado dos Lados,Sim,Sim,Vimeca,12,120,Avenida Jaime Cortesão,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",n/a,2012/07
-9.26727197754039,38.7222643383692,227,Bom,Sem Abrigo,Não,Não,Vimeca,"02,06,13",805,Rua Ilha de São Jorge,Carnaxide e Queijas,n/a,2012/07
-9.22566280764922,38.7114642380183,641,Bom,Fechado dos Lados,Sim,Sim,Vimeca,"10,12",116,Avenida General Norton de Matos,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",n/a,2012/07
-9.22566280764922,38.7114642380183,640,Bom,Fechado dos Lados,Sim,Sim,Carris,"201,751",116,Avenida General Norton de Matos,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",n/a,2012/07
-9.22528934815465,38.7132670428501,639,Bom,Fechado dos Lados,Sim,Não,LT,162,116,Avenida General Norton de Matos,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",n/a,2012/07
-9.22528934815465,38.7132670428501,638,Bom,Fechado dos Lados,Sim,Não,Vimeca,"10,12",116,Avenida General Norton de Matos,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",n/a,2012/07
-9.22508754946336,38.7132125387872,637,Bom,Fechado dos Lados,Sim,Não,Vimeca,"10,12",116,Avenida General Norton de Matos,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",n/a,2012/07
-9.22508754946336,38.7132125387872,636,Bom,Fechado dos Lados,Sim,Não,LT,162,116,Avenida General Norton de Matos,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",n/a,2012/07
-9.22619457371135,38.7110893156013,635,Bom,Fechado dos Lados,Sim,Sim,Vimeca,"10,12",116,Avenida General Norton de Matos,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",n/a,2012/07
-9.22619457371135,38.7110893156013,634,Bom,Fechado dos Lados,Sim,Sim,LT,162,116,Avenida General Norton de Matos,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",n/a,2012/07
-9.22619457371135,38.7110893156013,633,Bom,Fechado dos Lados,Sim,Sim,Carris,"201,202,748,750,751",116,Avenida General Norton de Matos,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",n/a,2012/07
-9.22528934815465,38.7132670428501,54,Bom,Fechado dos Lados,Sim,Não,Carris,"201,748,750,751",116,Avenida General Norton de Matos,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",n/a,2012/07
-9.22508754946336,38.7132125387872,53,Bom,Fechado dos Lados,Sim,Não,Carris,"201,751",116,Avenida General Norton de Matos,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",n/a,2012/07
-9.22566280764922,38.7114642380183,12,Bom,Fechado dos Lados,Sim,Sim,LT,162,116,Avenida General Norton de Matos,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",n/a,2012/07
-9.28431235040205,38.7283509758637,786,Bom,Sem Abrigo,Não,Não,LT,119,242,Largo General Humberto Delgado,Barcarena,n/a,2012/07
-9.28444196423759,38.7283733898085,785,Bom,Fechado dos Lados,Sim,Não,LT,"106,117",242,Largo General Humberto Delgado,Barcarena,n/a,2012/07
-9.28453431972621,38.7281665624557,784,Bom,Sem Abrigo,Não,Não,LT,119,242,Largo General Humberto Delgado,Barcarena,n/a,2012/07
-9.30426847470845,38.7226503530482,210,Bom,Sem Abrigo,Não,Não,LT,"125,129,184",705,Avenida Engenheiro Arantes e Oliveira,Porto Salvo,n/a,2012/07
-9.30457586086775,38.7227437463653,209,Bom,Aberto dos Lados,Não,Não,LT,"125,129,184",705,Avenida Engenheiro Arantes e Oliveira,Porto Salvo,n/a,2012/07
-9.30780079629145,38.7225783404578,207,Bom,Aberto dos Lados,Não,Não,LT,"122,125,129,184",705,Avenida Engenheiro Arantes e Oliveira,Porto Salvo,n/a,2012/07
-9.30982821529698,38.7227745871415,199,Bom,Fechado dos Lados,Não,Não,LT,"122,125,184",705,Avenida Engenheiro Arantes e Oliveira,Porto Salvo,n/a,2012/07
-9.23860104875969,38.7108347542541,843,Bom,Fechado dos Lados,Sim,Não,COMBUS,n/a,450,Rua Engenheiro José Frederico Ulrich,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",n/a,2012/07
-9.23860104875969,38.7108347542541,333,Bom,Fechado dos Lados,Sim,Não,LT,114,450,Rua Engenheiro José Frederico Ulrich,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",n/a,2012/07
-9.24002593132934,38.7061667449638,489,Bom,Sem Abrigo,Não,Não,COMBUS,n/a,447,Avenida Duque de Loulé,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",n/a,2012/07
-9.2322037833505,38.7042362228977,665,Bom,Sem Abrigo,Não,Não,COMBUS,n/a,158,Rua Doutor Mário Charrua,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",n/a,2012/07
-9.23309206705113,38.7038489206169,664,Bom,Sem Abrigo,Não,Não,COMBUS,n/a,158,Rua Doutor Mário Charrua,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",n/a,2012/07
-9.23546381856272,38.7021277630803,65,Bom,Sem Abrigo,Não,Não,COMBUS,n/a,158,Rua Doutor Mário Charrua,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",n/a,2012/07
-9.22806562780206,38.7011379561914,666,Bom,Sem Abrigo,Não,Não,LT,162,155,Praça Doutor Manuel Martins,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",n/a,2012/07
-9.22690104278536,38.7012639004492,658,Bom,Fechado dos Lados,Sim,Sim,LT,162,155,Praça Doutor Manuel Martins,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",n/a,2012/07
-9.22690104278536,38.7012639004492,657,Bom,Fechado dos Lados,Sim,Sim,Vimeca,"10,12",155,Praça Doutor Manuel Martins,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",n/a,2012/07
-9.22690104278536,38.7012639004492,656,Bom,Fechado dos Lados,Sim,Sim,Carris,"201,750,751",155,Praça Doutor Manuel Martins,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",n/a,2012/07
-9.22806562780206,38.7011379561914,70,Bom,Sem Abrigo,Não,Não,Vimeca,"10,12",155,Praça Doutor Manuel Martins,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",n/a,2012/07
-9.22807617986121,38.7011364161178,69,Bom,Sem Abrigo,Não,Não,Carris,"201,750,751",155,Praça Doutor Manuel Martins,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",n/a,2012/07
-9.32517755121257,38.6908504484978,512,Bom,Fechado dos Lados,Sim,Não,SCoTTURB,"470,485,489",569,Rua Doutor José Carlos Moreira,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.32514795111448,38.690971364701,511,Bom,Sem Abrigo,Não,Não,SCoTTURB,"470,485,489",569,Rua Doutor José Carlos Moreira,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.31365964968558,38.6934592219217,834,Bom,Fechado dos Lados,Sim,Não,SCoTTURB,471,514,Largo Avião Lusitânia,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.31365964968558,38.6934592219217,310,Bom,Fechado dos Lados,Sim,Não,LT,"106,111,112,115,122",514,Largo Avião Lusitânia,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.23568198575862,38.7158465189777,11,Bom,Fechado dos Lados,Sim,Não,Carris,"201,748,751",416,Alameda António Sérgio,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",n/a,2012/07
-9.23736330318038,38.7164157206706,861,Bom,Fechado dos Lados,Sim,Sim,Vimeca,"10,12,13",416,Alameda António Sérgio,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",n/a,2012/07
-9.23730094894144,38.7168018444352,860,Bom,Fechado dos Lados,Sim,Sim,Vimeca,"10,12",416,Alameda António Sérgio,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",n/a,2012/07
-9.23265443838005,38.7139026427135,36,Bom,Sem Abrigo,Não,Não,Vimeca,10,416,Alameda António Sérgio,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",n/a,2012/07
-9.23572011841383,38.7160449740371,21,Bom,Fechado dos Lados,Sim,Não,Carris,"748,751",416,Alameda António Sérgio,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",n/a,2012/07
-9.23264858687377,38.7143802652375,17,Bom,Sem Abrigo,Não,Não,Vimeca,10,416,Alameda António Sérgio,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",n/a,2012/07
-9.30878977736016,38.6951027959637,932,Bom,Aberto dos Lados,Não,Não,COMBUS,n/a,507,Rua António Sérgio,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.29642348627519,38.701003335628,879,Bom,Fechado dos Lados,Sim,Não,COMBUS,n/a,587,Avenida António Bernardo Cabral de Macedo,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.2988501745354,38.7023957332624,878,Mau,Sem Abrigo,Não,Não,COMBUS,n/a,587,Avenida António Bernardo Cabral de Macedo,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.30231261100137,38.704304772904,872,Bom,Sem Abrigo,Sim,Sim,LT,"111,158",587,Avenida António Bernardo Cabral de Macedo,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.29903374318393,38.7027772749076,871,Bom,Fechado dos Lados,Sim,Sim,LT,111,587,Avenida António Bernardo Cabral de Macedo,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.29624097797251,38.7007499602035,870,Bom,Sem Abrigo,Não,Não,COMBUS,n/a,587,Avenida António Bernardo Cabral de Macedo,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.29642348627519,38.701003335628,408,Bom,Fechado dos Lados,Sim,Não,LT,111,587,Avenida António Bernardo Cabral de Macedo,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.2988501745354,38.7023957332624,407,Bom,Sem Abrigo,Não,Não,LT,111,587,Avenida António Bernardo Cabral de Macedo,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.30231261100137,38.704304772904,393,Bom,Sem Abrigo,Sim,Sim,Vimeca,30,587,Avenida António Bernardo Cabral de Macedo,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.29903374318393,38.7027772749076,392,Bom,Fechado dos Lados,Sim,Sim,COMBUS,n/a,587,Avenida António Bernardo Cabral de Macedo,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.30121838264862,38.7038408190886,391,Bom,Fechado dos Lados,Sim,Sim,LT,"111,158",587,Avenida António Bernardo Cabral de Macedo,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.29624097797251,38.7007499602035,390,Bom,Sem Abrigo,Não,Não,LT,111,587,Avenida António Bernardo Cabral de Macedo,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.28090970742959,38.7156040993385,301,Bom,Sem Abrigo,Não,Não,LT,158,1018,Rua do Alto da Peça,Barcarena,n/a,2012/07
-9.28079950245394,38.7157729064021,300,Bom,Sem Abrigo,Não,Não,LT,158,1018,Rua do Alto da Peça,Barcarena,n/a,2012/07
-9.29909833367063,38.7180765419727,114,Bom,Sem Abrigo,Não,Não,LT,184,756,Pateo das Padeiras,Porto Salvo,n/a,2012/07
-9.29224754397158,38.7003903921405,384,Bom,Sem Abrigo,Não,Não,COMBUS,n/a,62,Rua Adriano José da Silva,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.29235174716126,38.7006218506119,383,Bom,Sem Abrigo,Não,Não,COMBUS,n/a,62,Rua Adriano José da Silva,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.26326084070078,38.7175927351146,804,Bom,Fechado dos Lados,Sim,Não,LT,"102,108",813,Rua João XXI,Carnaxide e Queijas,n/a,2012/07
-9.2630137995978,38.7190997864267,803,Bom,Fechado dos Lados,Sim,Não,LT,"102,108",813,Rua João XXI,Carnaxide e Queijas,n/a,2012/07
-9.26340606982308,38.7175278260766,802,Bom,Fechado dos Lados,Sim,Não,LT,"102,108",813,Rua João XXI,Carnaxide e Queijas,n/a,2012/07
-9.26315128195731,38.7188056139333,632,Bom,Fechado dos Lados,Sim,Sim,LT,"102,108",813,Rua João XXI,Carnaxide e Queijas,n/a,2012/07
-9.26326084070078,38.7175927351146,233,Bom,Fechado dos Lados,Sim,Não,Vimeca,"02,06,13,15",813,Rua João XXI,Carnaxide e Queijas,n/a,2012/07
-9.2630137995978,38.7190997864267,232,Bom,Fechado dos Lados,Não,Não,SCoTTURB,"02,06,13,15",813,Rua João XXI,Carnaxide e Queijas,n/a,2012/07
-9.26340606982308,38.7175278260766,231,Bom,Fechado dos Lados,Sim,Não,Vimeca,"02,06,13,15",813,Rua João XXI,Carnaxide e Queijas,n/a,2012/07
-9.26315128195731,38.7188056139333,52,Bom,Fechado dos Lados,Sim,Sim,Vimeca,"02,06,13,15",813,Rua João XXI,Carnaxide e Queijas,n/a,2012/07
-9.22735585719762,38.7141731845024,645,Bom,Fechado dos Lados,Sim,Não,Carris,"201,748,751",113,Alameda Fernão Lopes,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",n/a,2012/07
-9.2292515074275,38.7146313104324,651,Bom,Fechado dos Lados,Sim,Não,Carris,"201,748,751",113,Alameda Fernão Lopes,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",n/a,2012/07
-9.22942110237436,38.7150019613252,650,Bom,Sem Abrigo,Não,Não,Carris,"201,748,751",113,Alameda Fernão Lopes,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",n/a,2012/07
-9.22693715496418,38.7144239172522,643,Bom,Fechado dos Lados,Sim,Não,Vimeca,"10,12",113,Alameda Fernão Lopes,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",n/a,2012/07
-9.2292515074275,38.7146313104324,30,Bom,Fechado dos Lados,Sim,Não,Vimeca,10,113,Alameda Fernão Lopes,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",n/a,2012/07
-9.22940930009895,38.7150259052164,29,Bom,Fechado dos Lados,Sim,Não,Vimeca,10,113,Alameda Fernão Lopes,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",n/a,2012/07
-9.22735585719762,38.7141731845024,20,Bom,Fechado dos Lados,Sim,Não,Vimeca,10,113,Alameda Fernão Lopes,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",n/a,2012/07
-9.22693715496418,38.7144239172522,15,Bom,Fechado dos Lados,Sim,Não,Carris,"201,202,748,751",113,Alameda Fernão Lopes,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",n/a,2012/07
-9.2255181829689,38.7140629090142,14,Bom,Sem Abrigo,Não,Não,Carris,748,113,Alameda Fernão Lopes,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",n/a,2012/07
-9.23100835120744,38.7348382857996,946,Bom,Fechado dos Lados,Não,Não,Carris,"108,114",25,Estrada de Alfragide,,n/a,2012/07
-9.2268426955244,38.7344742227027,592,Razoável,Fechado dos Lados,Sim,Não,LT,"108,114",25,Estrada de Alfragide,Carnaxide e Queijas,n/a,2012/07
-9.22739287340202,38.7344888907689,591,Razoável,Fechado dos Lados,Sim,Não,LT,"108,114",25,Estrada de Alfragide,Carnaxide e Queijas,n/a,2012/07
-9.23265319404783,38.7348183067575,590,Bom,Sem Abrigo,Não,Não,LT,"108,114",25,Estrada de Alfragide,Carnaxide e Queijas,n/a,2012/07
-9.31752384936356,38.6881393176155,967,Bom,Fechado dos Lados,Sim,Não,LT,106,1332,Rua da Fundição de Oeiras,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.31752384936356,38.6881393176155,966,Razoável,Fechado dos Lados,Sim,Não,COMBUS,n/a,1332,Rua da Fundição de Oeiras,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.31752384936356,38.6881393176155,574,Bom,Fechado dos Lados,Sim,Não,SCoTTURB,471,1332,Rua da Fundição de Oeiras,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.30941562614372,38.6942010899154,530,Bom,Fechado dos Lados,Sim,Não,LT,111,1321,Rua Fernando Pessoa,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.29991844424976,38.7018020753168,873,Bom,Sem Abrigo,Não,Não,LT,111,1359,Rua José de Azambuja Proença,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.2997485145026,38.7016730849188,394,Bom,Sem Abrigo,Não,Não,LT,111,1359,Rua José de Azambuja Proença,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.32935958211639,38.6978406218424,825,Bom,Sem Abrigo,Não,Não,SCoTTURB,"470,485,489,467,475,479",1338,Avenida Gonçalves Zarco,,n/a,2012/07
-9.32881110052249,38.6977824980648,824,Bom,Fechado dos Lados,Não,Não,SCoTTURB,"470,485,489,467,479",1338,Avenida Gonçalves Zarco,,n/a,2012/07
-9.32679919053797,38.6981338211424,372,Bom,Sem Abrigo,Não,Sim,SCoTTURB,"470,479,485,489",1338,Avenida Gonçalves Zarco,,n/a,2012/07
-9.3177745131335,38.6885214644042,1026,Bom,Sem Abrigo,Não,Não,SCoTTURB,471,1342,Rua Henrique de Paiva Couceiro,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias","Terminal só descidas de todas os autocarros da ScoTTURB, á excepção da 471",2014.07.24
-9.31779080161666,38.688524481201,1025,Bom,Sem Abrigo,Não,Não,LT,"111, 122",1342,Rua Henrique de Paiva Couceiro,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias","Terminal, só descidas",2014.07.24
-9.3190725028589,38.6865162883308,944,Bom,Sem Abrigo,Não,Não,LT,106,1344,Avenida Infante Dom Henrique,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.3190725028589,38.6865162883308,943,Razoável,Sem Abrigo,Não,Não,COMBUS,n/a,1344,Avenida Infante Dom Henrique,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.32190571118082,38.6835096962276,580,Bom,Fechado dos Lados,Sim,Não,SCoTTURB,471,1344,Avenida Infante Dom Henrique,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.32162641920746,38.6841400194691,579,Bom,Sem Abrigo,Não,Não,LT,106,1344,Avenida Infante Dom Henrique,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.31944717384139,38.6858132806235,497,Bom,Sem Abrigo,Não,Não,SCoTTURB,471,1344,Avenida Infante Dom Henrique,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.31635643557369,38.685406996488,969,Bom,Fechado dos Lados,Sim,Não,LT,106,1346,Rua Infanta Dona Isabel,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.31635643557369,38.685406996488,968,Bom,Fechado dos Lados,Sim,Não,COMBUS,n/a,1346,Rua Infanta Dona Isabel,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.31662725477094,38.6874631090098,914,Bom,Aberto dos Lados,Não,Não,SCoTTURB,471,1346,Rua Infanta Dona Isabel,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.31662976682895,38.6874810717203,913,Bom,Aberto dos Lados,Não,Não,LT,106,1346,Rua Infanta Dona Isabel,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.31662976682895,38.6874810717203,912,Bom,Aberto dos Lados,Não,Não,COMBUS,n/a,1346,Rua Infanta Dona Isabel,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.31635643557369,38.685406996488,575,Bom,Fechado dos Lados,Sim,Não,SCoTTURB,471,1346,Rua Infanta Dona Isabel,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.31925400941189,38.6812925388317,976,Razoável,Sem Abrigo,Não,Não,COMBUS,n/a,1349,Rua Infante Santo,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.31937334156092,38.6813185120497,937,Razoável,Sem Abrigo,Não,Não,COMBUS,n/a,1349,Rua Infante Santo,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.31720721744929,38.6925732842841,929,Razoável,Fechado dos Lados,Sim,Não,COMBUS,n/a,1372,Rua dos Lagares da Quinta,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.31720721744929,38.6925732842841,928,Bom,Fechado dos Lados,Sim,Não,SCoTTURB,471,1372,Rua dos Lagares da Quinta,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.31720721744929,38.6925732842841,521,Bom,Fechado dos Lados,Sim,Não,LT,"106,111,112,115,122",1372,Rua dos Lagares da Quinta,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.32313753435424,38.6828625664654,584,Bom,Fechado dos Lados,Não,Não,LT,106,1392,Rua da Medrosa,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.32322066259797,38.6827817310899,583,Bom,Fechado dos Lados,Não,Não,LT,106,1392,Rua da Medrosa,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.3268897741177,38.697493645982,921,Bom,Sem Abrigo,Não,Não,SCoTTURB,467,1404,Rua Norton de Matos,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.32697916745133,38.6978417526582,523,Bom,Sem Abrigo,Não,Não,SCoTTURB,467,1404,Rua Norton de Matos,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.31138939558738,38.6869302897839,578,Razoável,Sem Abrigo,Não,Não,COMBUS,n/a,1410,Avenida Pedro Álvares Cabral,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.30749904733688,38.7027611571229,989,Bom,Aberto dos Lados,Não,Não,LT,"112,122,106",1407,Estrada de Oeiras,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.30818414680311,38.7018190659335,869,Bom,Sem Abrigo,Não,Não,LT,"106,112,122",1407,Estrada de Oeiras,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.32579771339849,38.6970916609741,495,Bom,Fechado dos Lados,Sim,Não,SCoTTURB,"467,479",1421,Rotunda da Quinta do Marquês,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.31599437558573,38.6907782338772,922,Razoável,Fechado dos Lados,Sim,Não,COMBUS,n/a,1422,Rua da Quinta Grande,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.31873587338697,38.6910173636205,556,Bom,Sem Abrigo,Não,Não,SCoTTURB,"470,485,489",1422,Rua da Quinta Grande,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.31896926279986,38.6911359778085,522,Bom,Fechado dos Lados,Sim,Não,SCoTTURB,"470,485,489",1422,Rua da Quinta Grande,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.3162322751982,38.6907145739308,514,Bom,Sem Abrigo,Não,Não,COMBUS,n/a,1422,Rua da Quinta Grande,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.31599437558573,38.6907782338772,513,Bom,Fechado dos Lados,Sim,Não,SCoTTURB,"467,468,470,479,485,489",1422,Rua da Quinta Grande,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.32484726869229,38.6948978658113,509,Bom,Fechado dos Lados,Sim,Sim,SCoTTURB,"467,468,479",1426,Avenida da República,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.31841105275258,38.6940278276087,508,Bom,Fechado dos Lados,Sim,Sim,SCoTTURB,"467,468,479",1426,Avenida da República,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.3247229797542,38.6950687492871,507,Bom,Fechado dos Lados,Não,Sim,SCoTTURB,"467,468,479",1426,Avenida da República,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.32869132534219,38.6955110576749,263,Bom,Fechado dos Lados,Sim,Sim,SCoTTURB,"468,470,485,489",1426,Avenida da República,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.32906290131299,38.6957783921719,262,Bom,Fechado dos Lados,Sim,Sim,SCoTTURB,"468,470,485,489",1426,Avenida da República,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.3067245797376,38.698127880374,542,Bom,Fechado dos Lados,Sim,Não,LT,"106,112,122",1427,Avenida Rio de Janeiro,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.30684982147576,38.6981951725853,541,Bom,Fechado dos Lados,Sim,Não,LT,"106,112,122",1427,Avenida Rio de Janeiro,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.31136769182419,38.6976643926035,516,Bom,Fechado dos Lados,Sim,Não,LT,"106,112,122",1427,Avenida Rio de Janeiro,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.31138891214303,38.697787765778,503,Bom,Fechado dos Lados,Sim,Não,LT,"106,112,122",1427,Avenida Rio de Janeiro,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.31835529198746,38.6928220680949,926,Razoável,Fechado dos Lados,Não,Não,COMBUS,n/a,1431,Avenida Salvador Allende,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.31835529198746,38.6928220680949,925,Bom,Fechado dos Lados,Não,Não,LT,"111,122",1431,Avenida Salvador Allende,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.31835529198746,38.6928220680949,924,Bom,Fechado dos Lados,Não,Não,SCoTTURB,"467,468,479,471",1431,Avenida Salvador Allende,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.31835529198746,38.6928220680949,923,Bom,Fechado dos Lados,Não,Não,Vimeca,30,1431,Avenida Salvador Allende,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
