X,Y,gid,Estado de Conservação,Tipo de Abrigo,Abrigo com Publicidade?,Tem Bolsa?,Operadora,Carreira,Código de Rua,Nome da Rua,Freguesia,Observações,Data da Observação
-9.30526132502658,38.6944455745562,568,Bom,Fechado dos Lados,Sim,Não,LT,115,1455,Avenida do Ultramar,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.30585876086644,38.696062971059,567,Bom,Fechado dos Lados,Sim,Não,LT,111,1455,Avenida do Ultramar,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.30544509714678,38.694669828176,539,Bom,Fechado dos Lados,Sim,Não,LT,111,1455,Avenida do Ultramar,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.32392591212754,38.6933664692517,500,Bom,Fechado dos Lados,Sim,Não,SCoTTURB,"470,485,489",1516,Rua Monsenhor Ferreira de Melo,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.31420685728689,38.7099700229607,826,Bom,Fechado dos Lados,Sim,Não,LT,158,1521,Estrada da Ribeira da Laje,Porto Salvo,n/a,2012/07
-9.30703404022342,38.7053355153633,381,Razoável,Sem Abrigo,Não,Não,LT,"112,158",1521,Estrada da Ribeira da Laje,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.30757899102058,38.705612706957,380,Bom,Fechado dos Lados,Sim,Sim,LT,"112,158",1521,Estrada da Ribeira da Laje,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.31420685728689,38.7099700229607,267,Bom,Fechado dos Lados,Sim,Não,SCoTTURB,"470,485",1521,Estrada da Ribeira da Laje,Porto Salvo,n/a,2012/07
-9.24413447875786,38.7302565621413,176,Bom,Aberto dos Lados,Sim,Sim,LT,"108,114",276,Estrada da Amadora,Carnaxide e Queijas,n/a,2012/07
-9.24500401549296,38.7303108087031,175,Bom,Fechado dos Lados,Sim,Sim,LT,"108,114",276,Estrada da Amadora,Carnaxide e Queijas,n/a,2012/07
-9.23827131601437,38.7311532886929,174,Bom,Fechado dos Lados,Não,Não,LT,"108,114",276,Estrada da Amadora,Carnaxide e Queijas,n/a,2012/07
-9.23845289188055,38.7312870492215,173,Bom,Fechado dos Lados,Não,Não,LT,"108,114",276,Estrada da Amadora,Carnaxide e Queijas,n/a,2012/07
-9.24484535072691,38.7288513429054,791,Bom,Aberto dos Lados,Sim,Não,Vimeca,"01,07,10,12,13,15",286,Rua Aquilino Ribeiro,Carnaxide e Queijas,n/a,2012/07
-9.24389089607936,38.7291045275033,183,Bom,Fechado dos Lados,Sim,Não,Vimeca,"01,07,10,12,13,15",286,Rua Aquilino Ribeiro,Carnaxide e Queijas,n/a,2012/07
-9.24165537356863,38.7285096146514,182,Bom,Fechado dos Lados,Sim,Não,SCoTTURB,"01,07,10,12,13,15",286,Rua Aquilino Ribeiro,Carnaxide e Queijas,n/a,2012/07
-9.24136942845867,38.7282075919324,181,Bom,Aberto dos Lados,Sim,Não,Vimeca,"01,07,10,12,13,15",286,Rua Aquilino Ribeiro,Carnaxide e Queijas,n/a,2012/07
-9.24008182277744,38.7276631096411,180,Bom,Fechado dos Lados,Sim,Não,Vimeca,"01,07,10,12,13,15",286,Rua Aquilino Ribeiro,Carnaxide e Queijas,n/a,2012/07
-9.24482767835802,38.72262099283,249,Bom,Fechado dos Lados,Sim,Não,Vimeca,"01,13,15",297,Rua Carlos Wallenstein,Carnaxide e Queijas,n/a,2012/07
-9.21775552463084,38.7270950193578,621,Razoável,Fechado dos Lados,Sim,Sim,n/a,Carreira do Alegro,300,Avenida dos Cavaleiros,Carnaxide e Queijas,n/a,2012/07
-9.22142654147405,38.7284271163606,593,Bom,Sem Abrigo,Não,Não,Vimeca,01,300,Avenida dos Cavaleiros,Carnaxide e Queijas,n/a,2012/07
-9.21862001684812,38.7286205762237,499,Bom,Fechado dos Lados,Sim,Sim,Vimeca,01,300,Avenida dos Cavaleiros,Carnaxide e Queijas,n/a,2012/07
-9.24910488923964,38.725095128674,813,Bom,Fechado dos Lados,Sim,Não,LT,"102,108",303,Rua Cinco de Outubro,Carnaxide e Queijas,n/a,2012/07
-9.24910488923964,38.725095128674,243,Bom,Fechado dos Lados,Sim,Não,Vimeca,"02,12,13,15",303,Rua Cinco de Outubro,Carnaxide e Queijas,n/a,2012/07
-9.24978445715777,38.7246283405494,806,Bom,Sem Abrigo,Não,Não,Vimeca,12,308,Estrada do Desvio,Carnaxide e Queijas,n/a,2012/07
-9.24763718635929,38.7237720122922,236,Bom,Sem Abrigo,Não,Não,LT,"102,108",308,Estrada do Desvio,Carnaxide e Queijas,n/a,2012/07
-9.24978445715777,38.7246283405494,235,Bom,Sem Abrigo,Não,Não,LT,102,308,Estrada do Desvio,Carnaxide e Queijas,n/a,2012/07
-9.24233088929189,38.726942695015,184,Bom,Fechado dos Lados,Sim,Não,COMBUS,n/a,301,Rua Cesário Verde,Carnaxide e Queijas,n/a,2012/07
-9.23272397373721,38.7206216934878,600,Bom,Fechado dos Lados,Não,Não,Vimeca,"01,13,15",351,Rua Manuel António Rodrigues,Carnaxide e Queijas,n/a,2012/07
-9.23252499011645,38.7206850883597,42,Bom,Sem Abrigo,Não,Não,Vimeca,"01,13,15",351,Rua Manuel António Rodrigues,Carnaxide e Queijas,n/a,2012/07
-9.23469673835662,38.7242540790502,1002,Bom,Fechado dos Lados,Sim,Sim,LT,114,327,Avenida do Forte,Carnaxide e Queijas,n/a,2012/07
-9.23491283410542,38.7202055513563,1001,Bom,Fechado dos Lados,Sim,Sim,Vimeca,"02,07,10,12",327,Avenida do Forte,Carnaxide e Queijas,n/a,2012/07
-9.23491283410542,38.7202055513563,986,Bom,Fechado dos Lados,Sim,Sim,LT,114,327,Avenida do Forte,Carnaxide e Queijas,n/a,2012/07
-9.23470555580309,38.7199831199124,983,Bom,Fechado dos Lados,Sim,Sim,LT,114,327,Avenida do Forte,Carnaxide e Queijas,n/a,2012/07
-9.23504389546212,38.7236181884932,977,Bom,Fechado dos Lados,Sim,Sim,LT,114,327,Avenida do Forte,Carnaxide e Queijas,n/a,2012/07
-9.23469673835662,38.7242540790502,609,Bom,Fechado dos Lados,Sim,Sim,Vimeca,"01,02,07,10,12,13,15",327,Avenida do Forte,Carnaxide e Queijas,n/a,2012/07
-9.23470555580309,38.7199831199124,607,Bom,Fechado dos Lados,Sim,Sim,Vimeca,"02,07,10,12",327,Avenida do Forte,Carnaxide e Queijas,n/a,2012/07
-9.23504389546212,38.7236181884932,599,Bom,Fechado dos Lados,Sim,Sim,Vimeca,"01,02,07,10,12,13,15",327,Avenida do Forte,Carnaxide e Queijas,n/a,2012/07
-9.2268496469724,38.7247956975298,685,Bom,Sem Abrigo,Não,Não,Carris,714,347,Rua da Liberdade,Carnaxide e Queijas,n/a,2012/07
-9.22802675399358,38.7248014051283,603,Bom,Sem Abrigo,Não,Não,Carris,714,347,Rua da Liberdade,Carnaxide e Queijas,n/a,2012/07
-9.23681240467491,38.7287452343484,950,Bom,Fechado dos Lados,Sim,Não,LT,114,354,Rua Manuel Teixeira Gomes,Carnaxide e Queijas,n/a,2012/07
-9.23681240467491,38.7287452343484,949,Bom,Fechado dos Lados,Sim,Não,COMBUS,n/a,354,Rua Manuel Teixeira Gomes,Carnaxide e Queijas,n/a,2012/07
-9.23977929453553,38.7269414762231,792,Bom,Fechado dos Lados,Sim,Não,LT,114,354,Rua Manuel Teixeira Gomes,Carnaxide e Queijas,n/a,2012/07
-9.23681240467491,38.7287452343484,595,Bom,Fechado dos Lados,Sim,Não,Vimeca,"01,02,07,10,12,13,15",354,Rua Manuel Teixeira Gomes,Carnaxide e Queijas,n/a,2012/07
-9.23977929453553,38.7269414762231,185,Bom,Fechado dos Lados,Sim,Não,SCoTTURB,"01,02,07,10,12,13,15",354,Rua Manuel Teixeira Gomes,Carnaxide e Queijas,n/a,2012/07
-9.23334619886585,38.7209475972035,614,Bom,Fechado dos Lados,Não,Não,Vimeca,"01,13,15",359,Rua Nossa Senhora da Conceição,Carnaxide e Queijas,n/a,2012/07
-9.23344563980263,38.7208113638487,46,Bom,Fechado dos Lados,Sim,Não,Vimeca,"01,13,15",359,Rua Nossa Senhora da Conceição,Carnaxide e Queijas,n/a,2012/07
-9.22235679638225,38.7235463030281,41,Bom,Fechado dos Lados,Não,Não,COMBUS,n/a,1173,Rua António Navarro,Carnaxide e Queijas,Placa pouco legível,2012/07
-9.23081400582664,38.7204194917853,999,Bom,Fechado dos Lados,Sim,Não,n/a,n/a,1188,Avenida Edmundo Lima Basto,Carnaxide e Queijas,Paragem sem placas de operadora,2012/07
-9.29563953199036,38.7139726316233,277,Bom,Fechado dos Lados,Não,Não,LT,"119,184",70,Rua Actor António Pinheiro,Porto Salvo,n/a,2012/07
-9.29551720270981,38.7141075235308,276,Bom,Sem Abrigo,Não,Não,LT,"119,184",70,Rua Actor António Pinheiro,Porto Salvo,n/a,2012/07
-9.2596663710384,38.7333251154331,1016,Bom,Sem Abrigo,Não,Não,LT,102,1214,Estrada de Queluz,Carnaxide e Queijas,n/a,2012/07
-9.25979144491597,38.7334250833235,1015,Bom,Sem Abrigo,Não,Não,LT,102,1214,Estrada de Queluz,Carnaxide e Queijas,n/a,2012/07
-9.25979144491597,38.7334250833235,1014,Bom,Sem Abrigo,Não,Não,Vimeca,12,1214,Estrada de Queluz,Carnaxide e Queijas,n/a,2012/07
-9.25324055772469,38.7252021315352,815,Bom,Fechado dos Lados,Sim,Não,LT,102,1214,Estrada de Queluz,Carnaxide e Queijas,n/a,2012/07
-9.25315270754737,38.7250844306234,814,Bom,Fechado dos Lados,Sim,Não,LT,102,1214,Estrada de Queluz,Carnaxide e Queijas,n/a,2012/07
-9.25842275330145,38.7307693505743,789,Bom,Sem Abrigo,Não,Não,LT,102,1214,Estrada de Queluz,Carnaxide e Queijas,n/a,2012/07
-9.25866034707967,38.7308576814608,788,Bom,Fechado dos Lados,Sim,Não,Vimeca,12,1214,Estrada de Queluz,Carnaxide e Queijas,n/a,2012/07
-9.25981612126633,38.7363278730447,742,Bom,Fechado dos Lados,Sim,Não,Vimeca,12,1214,Estrada de Queluz,Carnaxide e Queijas,n/a,2012/07
-9.25977032584415,38.7364582066193,741,Bom,Sem Abrigo,Não,Não,Vimeca,12,1214,Estrada de Queluz,Carnaxide e Queijas,n/a,2012/07
-9.25315270754737,38.7250844306234,245,Bom,Fechado dos Lados,Sim,Não,Vimeca,02,1214,Estrada de Queluz,Carnaxide e Queijas,n/a,2012/07
-9.25324055772469,38.7252021315352,244,Bom,Fechado dos Lados,Sim,Não,Vimeca,02,1214,Estrada de Queluz,Carnaxide e Queijas,n/a,2012/07
-9.25842275330145,38.7307693505743,170,Bom,Sem Abrigo,Não,Não,Vimeca,12,1214,Estrada de Queluz,Carnaxide e Queijas,n/a,2012/07
-9.25866034707967,38.7308576814608,169,Bom,Fechado dos Lados,Sim,Não,LT,102,1214,Estrada de Queluz,Carnaxide e Queijas,n/a,2012/07
-9.25977032584415,38.7364582066193,158,Bom,Sem Abrigo,Não,Não,LT,102,1214,Estrada de Queluz,Carnaxide e Queijas,n/a,2012/07
-9.25981612126633,38.7363278730447,157,Bom,Fechado dos Lados,Sim,Não,LT,102,1214,Estrada de Queluz,Carnaxide e Queijas,n/a,2012/07
-9.25966602767222,38.7333248544229,68,Bom,Sem Abrigo,Não,Não,Vimeca,12,1214,Estrada de Queluz,Carnaxide e Queijas,n/a,2012/07
-9.30778046502247,38.72240406433,206,Bom,Fechado dos Lados,Não,Sim,LT,"122,129,184",690,Rua do Comércio,Porto Salvo,n/a,2012/07
-9.2920922278574,38.7210572447995,694,Bom,Sem Abrigo,Não,Não,LT,119,679,Rua Artur Moura,Porto Salvo,n/a,2012/07
-9.30677239072161,38.7173852412722,197,Bom,Sem Abrigo,Não,Não,LT,"122,129",687,Rua do Casal do Deserto,Porto Salvo,n/a,2012/07
-9.30618548945356,38.7170581144269,196,Bom,Sem Abrigo,Não,Não,LT,"122,129",687,Rua do Casal do Deserto,Porto Salvo,n/a,2012/07
-9.30280095099989,38.7217497663702,797,Bom,Fechado dos Lados,Sim,Não,LT,"106,112,125,129,184",692,Rua Conde de Rio Maior,Porto Salvo,n/a,2012/07
-9.30232685655693,38.7174235712894,796,Bom,Fechado dos Lados,Sim,Não,LT,"106,112,125,129,184",692,Rua Conde de Rio Maior,Porto Salvo,n/a,2012/07
-9.30238797073499,38.7189584255547,795,Bom,Fechado dos Lados,Sim,Sim,LT,"106,112,125,129,184",692,Rua Conde de Rio Maior,Porto Salvo,n/a,2012/07
-9.30280095099989,38.7217497663702,205,Bom,Fechado dos Lados,Sim,Não,Vimeca,15,692,Rua Conde de Rio Maior,Porto Salvo,n/a,2012/07
-9.30232685655693,38.7174235712894,193,Bom,Fechado dos Lados,Sim,Não,Vimeca,15,692,Rua Conde de Rio Maior,Porto Salvo,n/a,2012/07
-9.30222469275538,38.7190554833043,192,Bom,Sem Abrigo,Não,Não,Vimeca,15,692,Rua Conde de Rio Maior,Porto Salvo,n/a,2012/07
-9.30223246053208,38.7190536617044,191,Bom,Sem Abrigo,Não,Não,LT,"106,112,125,129,184",692,Rua Conde de Rio Maior,Porto Salvo,n/a,2012/07
-9.30238797073499,38.7189584255547,190,Bom,Fechado dos Lados,Sim,Sim,SCoTTURB,15,692,Rua Conde de Rio Maior,Porto Salvo,n/a,2012/07
-9.24026342270322,38.726579464001,790,Bom,Sem Abrigo,Não,Não,COMBUS,n/a,1142,Rua Vinte e Cinco de Abril,Carnaxide e Queijas,n/a,2012/07
-9.24029429572471,38.7265283659246,179,Bom,Fechado dos Lados,Não,Não,COMBUS,n/a,1142,Rua Vinte e Cinco de Abril,Carnaxide e Queijas,n/a,2012/07
-9.30629507941927,38.7344961320721,731,Bom,Sem Abrigo,Não,Não,LT,119,711,Rua Fernando Sabido,Porto Salvo,n/a,2012/07
-9.28207450283458,38.7059872790252,433,Bom,Aberto dos Lados,Não,Não,LT,158,863,Rua dos Cedros,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.24599969357356,38.725361275903,817,Bom,Fechado dos Lados,Não,Não,LT,"102,108",362,Largo da Pátria Nova,Carnaxide e Queijas,n/a,2012/07
-9.24599969357356,38.725361275903,248,Bom,Fechado dos Lados,Não,Não,Vimeca,"02,12,13,15",362,Largo da Pátria Nova,Carnaxide e Queijas,n/a,2012/07
-9.23129785170241,38.7243106489802,982,Bom,Fechado dos Lados,Sim,Não,COMBUS,n/a,361,Estrada de Outurela,Carnaxide e Queijas,n/a,2012/07
-9.2314837397654,38.7245252703199,981,Bom,Fechado dos Lados,Sim,Não,COMBUS,n/a,361,Estrada de Outurela,Carnaxide e Queijas,n/a,2012/07
-9.23129785170241,38.7243106489802,606,Bom,Fechado dos Lados,Sim,Não,Vimeca,10,361,Estrada de Outurela,Carnaxide e Queijas,n/a,2012/07
-9.2314837397654,38.7245252703199,605,Bom,Fechado dos Lados,Sim,Não,Vimeca,10,361,Estrada de Outurela,Carnaxide e Queijas,n/a,2012/07
-9.24259004860679,38.7246951301574,256,Bom,Sem Abrigo,Não,Não,COMBUS,n/a,361,Estrada de Outurela,Carnaxide e Queijas,Placa pouco legível,2012/07
-9.27404345032004,38.6994250908906,410,Bom,Fechado dos Lados,Não,Não,LT,158,898,Estrada da Gibalta,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.27406124044368,38.6989025535825,409,Bom,Fechado dos Lados,Sim,Não,LT,"108,117",898,Estrada da Gibalta,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.27374753281646,38.6991620670831,275,Bom,Fechado dos Lados,Sim,Não,LT,158,898,Estrada da Gibalta,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.27498657112539,38.7069876205404,884,Bom,Sem Abrigo,Não,Não,LT,158,871,Rua Dom Francisco de Almeida,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.27256030671282,38.7148243583025,452,Bom,Sem Abrigo,Não,Não,LT,117,925,Estrada do Murganhal,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.26954583625167,38.7076949234013,445,Bom,Fechado dos Lados,Sim,Não,LT,117,925,Estrada do Murganhal,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.26956652770203,38.7077892142503,444,Bom,Sem Abrigo,Não,Não,LT,117,925,Estrada do Murganhal,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.2718613994868,38.7131080652766,322,Bom,Fechado dos Lados,Sim,Não,LT,117,925,Estrada do Murganhal,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.27136902913776,38.712770383289,321,Bom,Fechado dos Lados,Não,Não,LT,117,925,Estrada do Murganhal,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.27030720563905,38.7081797073172,316,Bom,Fechado dos Lados,Sim,Não,LT,158,925,Estrada do Murganhal,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.27565074894872,38.7177250639708,214,Bom,Sem Abrigo,Não,Não,LT,117,925,Estrada do Murganhal,Barcarena,n/a,2012/07
-9.27601321627596,38.7129352271964,308,Bom,Fechado dos Lados,Não,Não,LT,158,932,Rua da Pedreira Italiana,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.27501862248312,38.7119460705314,307,Bom,Sem Abrigo,Não,Não,LT,158,932,Rua da Pedreira Italiana,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.2711407820611,38.7110862537248,320,Bom,Fechado dos Lados,Sim,Não,LT,"108,117,115,158",936,Largo da Quinta do Jardim,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.27522705426384,38.7091930505255,299,Bom,Fechado dos Lados,Não,Não,LT,"117,158",1805,Rua Dona Simoa Godinho,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",n/a,2012/07
-9.24322886950742,38.7259173700217,823,Bom,Fechado dos Lados,Sim,Não,LT,114,1113,Avenida de Portugal,Carnaxide e Queijas,n/a,2012/07
-9.23905382461478,38.725973156625,818,Bom,Fechado dos Lados,Sim,Não,LT,114,1113,Avenida de Portugal,Carnaxide e Queijas,n/a,2012/07
-9.24348805428436,38.726177035581,807,Bom,Fechado dos Lados,Sim,Não,LT,114,1113,Avenida de Portugal,Carnaxide e Queijas,n/a,2012/07
-9.2368550304142,38.7265232364754,710,Bom,Fechado dos Lados,Sim,Não,LT,114,1113,Avenida de Portugal,Carnaxide e Queijas,n/a,2012/07
-9.24445653118679,38.7267942351972,693,Bom,Fechado dos Lados,Sim,Não,LT,108,1113,Avenida de Portugal,Carnaxide e Queijas,n/a,2012/07
-9.24442718226963,38.7265624731953,692,Bom,Fechado dos Lados,Sim,Não,Carris,108,1113,Avenida de Portugal,Carnaxide e Queijas,n/a,2012/07
-9.24322886950742,38.7259173700217,261,Bom,Fechado dos Lados,Sim,Não,Vimeca,"01,02,10",1113,Avenida de Portugal,Carnaxide e Queijas,n/a,2012/07
-9.23905382461478,38.725973156625,250,Bom,Fechado dos Lados,Sim,Não,Vimeca,"01,02,07,10,12,13,15",1113,Avenida de Portugal,Carnaxide e Queijas,n/a,2012/07
-9.24348805428436,38.726177035581,237,Bom,Fechado dos Lados,Sim,Não,Vimeca,02,1113,Avenida de Portugal,Carnaxide e Queijas,n/a,2012/07
-9.24653016377546,38.7280444229828,178,Bom,Fechado dos Lados,Sim,Não,LT,"108,114",1113,Avenida de Portugal,Carnaxide e Queijas,n/a,2012/07
-9.24661105614487,38.728136612979,177,Bom,Sem Abrigo,Não,Não,LT,"108,114",1113,Avenida de Portugal,Carnaxide e Queijas,n/a,2012/07
-9.2368550304142,38.7265232364754,107,Bom,Fechado dos Lados,Sim,Não,Vimeca,"01,02,07,10,12,13,15",1113,Avenida de Portugal,Carnaxide e Queijas,n/a,2012/07
-9.24442718226963,38.7265624731953,90,Bom,Fechado dos Lados,Sim,Não,Vimeca,"07,12,13,15",1113,Avenida de Portugal,Carnaxide e Queijas,n/a,2012/07
-9.24445653118679,38.7267942351972,89,Bom,Fechado dos Lados,Sim,Não,Vimeca,"01,07,10,12,13,15",1113,Avenida de Portugal,Carnaxide e Queijas,n/a,2012/07
-9.27841231599867,38.7317357716398,691,Bom,Sem Abrigo,Não,Não,LT,"117,171",964,Jardim Público,Barcarena,n/a,2012/07
-9.31169462979135,38.7147018492193,269,Bom,Sem Abrigo,Não,Não,LT,"122,129",755,Rua Oliveira Martins,Porto Salvo,n/a,2012/07
-9.31148905254006,38.7146174468617,268,Bom,Fechado dos Lados,Sim,Não,LT,"122,129",755,Rua Oliveira Martins,Porto Salvo,n/a,2012/07
-9.3110077262463,38.7167226399358,189,Bom,Sem Abrigo,Não,Não,LT,"122,129",755,Rua Oliveira Martins,Porto Salvo,n/a,2012/07
-9.31104590246421,38.7165548008019,188,Bom,Sem Abrigo,Não,Não,LT,"122,129",755,Rua Oliveira Martins,Porto Salvo,n/a,2012/07
-9.30579068340408,38.7225608692658,212,Bom,Sem Abrigo,Não,Não,LT,122,1631,Rua Sete de Junho,Porto Salvo,n/a,2012/07
-9.30612103162055,38.7222863311194,201,Bom,Sem Abrigo,Não,Não,LT,122,1631,Rua Sete de Junho,Porto Salvo,n/a,2012/07
-9.30759290800098,38.7217990054961,200,Bom,Sem Abrigo,Não,Não,LT,"122,129",1631,Rua Sete de Junho,Porto Salvo,n/a,2012/07
-9.30692460125216,38.734214355219,1000,Bom,Fechado dos Lados,Sim,Não,n/a,n/a,1634,Estrada de Talaíde,Porto Salvo,Paragem sem placas de operadora,2012/07
-9.30696593101378,38.7342380809511,753,Bom,Fechado dos Lados,Sim,Sim,LT,"125,184",1634,Estrada de Talaíde,Porto Salvo,n/a,2012/07
-9.30428544405691,38.7327256335175,750,Bom,Fechado dos Lados,Não,Não,LT,"119,125",1634,Estrada de Talaíde,Porto Salvo,n/a,2012/07
-9.30467311857926,38.7330497209715,749,Bom,Sem Abrigo,Não,Não,LT,"119,125",1634,Estrada de Talaíde,Porto Salvo,n/a,2012/07
-9.30210614152403,38.7303113002656,748,Bom,Fechado dos Lados,Não,Não,LT,"119,125",1634,Estrada de Talaíde,Porto Salvo,n/a,2012/07
-9.31019670384825,38.7366856572741,730,Bom,Sem Abrigo,Não,Não,LT,"125,184",1634,Estrada de Talaíde,Porto Salvo,n/a,2012/07
-9.30717815914592,38.7345288815026,721,Bom,Fechado dos Lados,Sim,Não,LT,"125,184",1634,Estrada de Talaíde,Porto Salvo,n/a,2012/07
-9.31038939987929,38.7366357426819,133,Bom,Fechado dos Lados,Não,Não,LT,"125,184",1634,Estrada de Talaíde,Porto Salvo,n/a,2012/07
-9.31509989318845,38.7308936894668,746,Bom,Sem Abrigo,Não,Não,LT,122,1652,Avenida Diogo Lopes de Sequeira,Porto Salvo,n/a,2012/07
-9.31519035545162,38.7306609152748,165,Bom,Fechado dos Lados,Não,Não,LT,122,1652,Avenida Diogo Lopes de Sequeira,Porto Salvo,n/a,2012/07
-9.31356688595995,38.7303440343056,164,Bom,Fechado dos Lados,Não,Sim,LT,122,1652,Avenida Diogo Lopes de Sequeira,Porto Salvo,n/a,2012/07
-9.3134917410259,38.7304527059716,163,Bom,Fechado dos Lados,Não,Não,LT,122,1652,Avenida Diogo Lopes de Sequeira,Porto Salvo,n/a,2012/07
-9.3172466326638,38.7307233350241,747,Bom,Fechado dos Lados,Não,Sim,Carris,122,1653,Avenida Gaspar Corte Real,Porto Salvo,n/a,2012/07
-9.26351919981995,38.7219864943543,801,Bom,Sem Abrigo,Não,Não,LT,"102,108",833,Rua Mouzinho da Silveira,Carnaxide e Queijas,n/a,2012/07
-9.26351919981995,38.7219864943543,230,Bom,Sem Abrigo,Não,Não,Vimeca,"02,06,13,15",833,Rua Mouzinho da Silveira,Carnaxide e Queijas,n/a,2012/07
-9.26365965427934,38.7209394208687,224,Bom,Sem Abrigo,Não,Não,Vimeca,"02,06,13,13D,15",833,Rua Mouzinho da Silveira,Carnaxide e Queijas,n/a,2012/07
-9.26580547435858,38.7204227704122,800,Bom,Fechado dos Lados,Não,Não,LT,"102,108,171",846,Rua da Quinta do Bonfim,Carnaxide e Queijas,n/a,2012/07
-9.26580547435858,38.7204227704122,226,Bom,Fechado dos Lados,Não,Não,Vimeca,"02,06,13,15",846,Rua da Quinta do Bonfim,Carnaxide e Queijas,n/a,2012/07
-9.2658556726992,38.720667296133,225,Bom,Sem Abrigo,Não,Não,LT,171,846,Rua da Quinta do Bonfim,Carnaxide e Queijas,n/a,2012/07
-9.31049019910839,38.7277636254359,759,Bom,Sem Abrigo,Não,Não,LT,"122,125,184",1692,Rua Augusta,Porto Salvo,n/a,2012/07
-9.31015175346921,38.7275171585643,758,Bom,Fechado dos Lados,Não,Não,LT,"122,125,184",1692,Rua Augusta,Porto Salvo,n/a,2012/07
-9.3098680682372,38.725070985196,204,Bom,Fechado dos Lados,Não,Não,LT,"122,125,184",1692,Rua Augusta,Porto Salvo,n/a,2012/07
-9.30998102736681,38.7250173328115,203,Bom,Sem Abrigo,Não,Não,LT,"122,125,184",1692,Rua Augusta,Porto Salvo,n/a,2012/07
-9.25810147973822,38.7195968303797,229,Bom,Fechado dos Lados,Não,Não,LT,"102,171",1767,Rua Augusto Fraga,Carnaxide e Queijas,n/a,2012/07
-9.24514331180016,38.7098372478153,851,Bom,Fechado dos Lados,Sim,Não,COMBUS,n/a,411,Avenida Dom Pedro V,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",Placa pouco legível,2012/07
-9.24539223811399,38.7100021552645,850,Bom,Fechado dos Lados,Sim,Não,COMBUS,n/a,411,Avenida Dom Pedro V,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",Placa pouco legível,2012/07
-9.24619229737032,38.7112929291402,689,Bom,Fechado dos Lados,Sim,Não,COMBUS,n/a,411,Avenida Dom Pedro V,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",n/a,2012/07
-9.24464751612745,38.7079919344579,366,Bom,Fechado dos Lados,Sim,Não,Vimeca,01,411,Avenida Dom Pedro V,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",n/a,2012/07
-9.24452606117858,38.7080403801849,365,Bom,Fechado dos Lados,Sim,Não,Vimeca,01,411,Avenida Dom Pedro V,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",n/a,2012/07
-9.24514331180016,38.7098372478153,342,Bom,Fechado dos Lados,Sim,Não,Vimeca,"01,02,11,13",411,Avenida Dom Pedro V,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",n/a,2012/07
-9.24539223811399,38.7100021552645,341,Bom,Fechado dos Lados,Sim,Não,Vimeca,"01,02,11",411,Avenida Dom Pedro V,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",n/a,2012/07
-9.24612586739185,38.7114351645754,86,Bom,Fechado dos Lados,Sim,Não,Vimeca,"01,02,11,13",411,Avenida Dom Pedro V,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",n/a,2012/07
-9.24619229737032,38.7112929291402,85,Bom,Fechado dos Lados,Sim,Não,Vimeca,"01,02,11",411,Avenida Dom Pedro V,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",n/a,2012/07
-9.24004281688457,38.7171535236361,253,Bom,Sem Abrigo,Não,Não,COMBUS,n/a,406,Rua Almeida Garrett,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",Placa pouco legível,2012/07
