X,Y,OBJECTID,CATEGORY,SUBCATEGORY,STATUS,STATUS_DATE,SOURCE,SOURCE_DATE,CREATE_DATE,UPDATE_DATE,TRAFFICCONTROLID,INSTALLATION_DATE,OWNERSHIP
-80.5237697505152,43.4494970630658,148,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2013/08/16 09:32:46+00,220,1985/01/01 00:00:00+00,KITCHENER
-80.5255405428911,43.4316921020412,149,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2013/08/16 09:32:46+00,221,1970/01/01 00:00:00+00,REGION
-80.516100798201,43.4352307566735,150,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2013/08/16 09:32:46+00,222,1970/01/01 00:00:00+00,REGION
-80.5142513536199,43.4359263959591,151,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2013/08/16 09:32:46+00,223,1970/01/01 00:00:00+00,REGION
-80.5100954056061,43.4334478549463,152,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2013/08/16 09:32:46+00,224,1970/01/01 00:00:00+00,REGION
-80.4875539324424,43.4227855691002,153,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2013/08/16 09:32:46+00,225,1970/01/01 00:00:00+00,REGION
-80.5011548802797,43.4171636884997,155,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2014/08/11 16:59:11+00,227,1970/01/01 00:00:00+00,REGION
-80.5019028875437,43.4203809837532,156,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2014/08/11 16:59:11+00,228,1970/01/01 00:00:00+00,REGION
-80.4974136490014,43.4211227542829,157,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2014/08/11 16:59:11+00,229,1970/01/01 00:00:00+00,REGION
-80.5113224799463,43.4167920399472,158,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2013/08/16 09:32:46+00,230,1970/01/01 00:00:00+00,REGION
-80.4696284708955,43.462526944288,159,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2014/08/11 16:59:11+00,231,1970/01/01 00:00:00+00,REGION
-80.4689611209585,43.4613740826632,160,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2013/08/16 09:32:46+00,232,1970/01/01 00:00:00+00,REGION
-80.4680750504561,43.4598975708429,161,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2014/08/11 16:59:11+00,233,1970/01/01 00:00:00+00,REGION
-80.464546637104,43.4642026319033,162,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2014/08/11 14:13:17+00,234,1970/01/01 00:00:00+00,REGION
-80.4614771156177,43.4619812925448,163,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2013/08/16 09:32:46+00,235,1970/01/01 00:00:00+00,REGION
-80.4580825973119,43.4661412105597,164,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2013/08/16 09:32:46+00,236,1970/01/01 00:00:00+00,REGION
-80.457395377201,43.4587844443378,165,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2014/08/11 16:59:11+00,237,1970/01/01 00:00:00+00,REGION
-80.4836246021423,43.4253651551997,166,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2014/08/11 16:59:11+00,238,1970/01/01 00:00:00+00,REGION
-80.4822703585208,43.426826387216,167,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2014/08/11 16:59:11+00,239,1970/01/01 00:00:00+00,REGION
-80.4758691638811,43.4236419073929,168,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2014/08/12 15:45:00+00,240,1970/01/01 00:00:00+00,REGION
-80.4748799847369,43.4068318943837,169,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2014/08/11 16:43:04+00,241,1970/01/01 00:00:00+00,REGION
-80.442757115398,43.4210681185225,170,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2014/08/11 15:14:19+00,242,1970/01/01 00:00:00+00,REGION
-80.4436471153691,43.4223562090106,171,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2014/08/11 16:43:04+00,243,1970/01/01 00:00:00+00,REGION
-80.4470987629321,43.4237622394833,172,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2014/08/11 16:43:04+00,244,1970/01/01 00:00:00+00,REGION
-80.4487795282988,43.4334004835381,173,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2014/08/12 15:53:54+00,245,1970/01/01 00:00:00+00,REGION
-80.4931675305397,43.4388625145579,174,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2014/08/12 15:53:54+00,246,1970/01/01 00:00:00+00,REGION
-80.4911571911015,43.4362962132504,175,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2014/08/12 15:53:54+00,247,1970/01/01 00:00:00+00,REGION
-80.4875871363266,43.4375962403853,176,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2013/08/16 09:32:46+00,248,1970/01/01 00:00:00+00,REGION
-80.4785900856521,43.4344671796911,177,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2014/08/12 15:53:54+00,249,1970/01/01 00:00:00+00,REGION
-80.4889942981047,43.4295291365003,178,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2013/08/16 09:32:46+00,250,1970/01/01 00:00:00+00,REGION
-80.4965603190869,43.4312549814557,179,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2014/08/12 15:53:54+00,251,1970/01/01 00:00:00+00,REGION
-80.4509142479407,43.4486280068968,180,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2014/08/12 15:53:54+00,252,1970/01/01 00:00:00+00,REGION
-80.4432215787356,43.4490890374558,181,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2013/08/16 09:32:46+00,253,1970/01/01 00:00:00+00,REGION
-80.4477736194884,43.4345493871254,184,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2014/08/12 15:53:54+00,256,1970/01/01 00:00:00+00,REGION
-80.5441275681955,43.4251261555481,185,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2013/08/16 09:32:46+00,257,1970/01/01 00:00:00+00,REGION
-80.5076567404539,43.4396693250186,186,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2013/08/16 09:32:46+00,258,1970/01/01 00:00:00+00,REGION
-80.5045085900879,43.4407764443201,187,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2013/08/16 09:32:46+00,259,1970/01/01 00:00:00+00,REGION
-80.4981309146174,43.4410211936458,188,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2014/08/11 14:57:44+00,260,1970/01/01 00:00:00+00,REGION
-80.5036078169092,43.4365496643384,189,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2013/08/16 09:32:46+00,261,1970/01/01 00:00:00+00,REGION
-80.5068998003362,43.4282581976203,190,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2013/08/16 09:32:46+00,262,1970/01/01 00:00:00+00,REGION
-80.5154922465913,43.4584263381189,191,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2015/05/28 21:04:58+00,263,1970/01/01 00:00:00+00,REGION
-80.516511155744,43.4567653768645,192,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2014/08/12 15:53:54+00,264,1970/01/01 00:00:00+00,REGION
-80.5191813356187,43.4551413399532,193,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2013/08/16 09:32:46+00,265,1970/01/01 00:00:00+00,REGION
-80.5169908117294,43.4518798778851,194,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2014/08/11 14:57:44+00,266,1970/01/01 00:00:00+00,REGION
-80.5103249506595,43.454235961018,195,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2014/08/12 15:53:54+00,267,1970/01/01 00:00:00+00,REGION
-80.5079915697398,43.4559799749642,196,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2014/08/12 15:53:54+00,268,1970/01/01 00:00:00+00,REGION
-80.5051288074014,43.4550430669211,197,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2014/08/12 15:53:54+00,269,1970/01/01 00:00:00+00,REGION
-80.507690009217,43.4521329283117,198,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2013/08/16 09:32:46+00,270,1970/01/01 00:00:00+00,REGION
-80.5140946712535,43.4474137130657,200,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2014/08/11 14:57:44+00,272,1970/01/01 00:00:00+00,REGION
-80.5145361315941,43.4421607133372,201,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2014/08/11 14:57:44+00,273,1970/01/01 00:00:00+00,REGION
-80.5118047464234,43.4431426023053,202,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2014/08/11 14:57:44+00,274,1970/01/01 00:00:00+00,REGION
-80.5056751511622,43.4455248302498,203,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2014/08/11 14:57:44+00,275,1970/01/01 00:00:00+00,REGION
-80.5025550413031,43.4483896222793,204,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2014/08/11 14:57:44+00,276,1970/01/01 00:00:00+00,REGION
-80.4996715950362,43.4509822728042,205,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2013/08/16 09:32:46+00,277,1970/01/01 00:00:00+00,REGION
-80.4986861590995,43.451897302268,206,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2013/08/16 09:32:46+00,278,1970/01/01 00:00:00+00,REGION
-80.4981499755484,43.4528567053931,207,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2013/08/16 09:32:46+00,279,1970/01/01 00:00:00+00,REGION
-80.4929199871873,43.4461471749287,208,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2014/08/11 14:57:44+00,280,1970/01/01 00:00:00+00,REGION
-80.4910219187726,43.4479966128485,209,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2013/08/16 09:32:46+00,281,1970/01/01 00:00:00+00,REGION
-80.4900006594867,43.4489009409063,210,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2013/08/16 09:32:46+00,282,1970/01/01 00:00:00+00,REGION
-80.4891258095189,43.449804967373,211,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2013/08/16 09:32:46+00,283,1970/01/01 00:00:00+00,REGION
-80.4876649549076,43.4491751496468,212,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2014/08/11 14:57:44+00,284,1970/01/01 00:00:00+00,REGION
-80.4883527792357,43.4483490173857,213,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2013/08/16 09:32:46+00,285,1970/01/01 00:00:00+00,REGION
-80.4915317999919,43.4453607824323,214,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2014/08/11 14:57:44+00,286,1970/01/01 00:00:00+00,REGION
-80.4834318723442,43.4473284898438,215,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2013/08/16 09:32:46+00,287,1970/01/01 00:00:00+00,REGION
-80.4841309497813,43.4465332218687,216,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2013/08/16 09:32:46+00,288,1970/01/01 00:00:00+00,REGION
-80.4861167168226,43.4422282671083,217,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2014/08/11 14:57:44+00,289,1970/01/01 00:00:00+00,REGION
-80.4842697986544,43.4411450995828,218,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:32+00,2008/04/21 09:44:32+00,2014/08/11 14:57:44+00,290,1970/01/01 00:00:00+00,REGION
-80.4457666390919,43.3951824255936,219,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/07/18 09:47:37+00,2008/07/18 09:47:37+00,2013/08/16 09:32:46+00,291,1970/01/01 00:00:00+00,REGION
-80.446737915578,43.4545997505134,321,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2009/12/11 00:00:00+00,DTS TRANSPORTATION PLANNING,2009/12/11 00:00:00+00,2009/12/11 09:13:50+00,2014/08/12 15:53:54+00,9366,2005/01/01 00:00:00+00,KITCHENER
-80.4860973891394,43.4485114285089,323,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2009/12/11 00:00:00+00,DTS TRANSPORTATION PLANNING,2009/12/11 00:00:00+00,2009/12/11 09:28:58+00,2014/08/11 14:57:44+00,9368,2006/01/01 00:00:00+00,KITCHENER
-80.4406384197532,43.4521794924357,328,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2013/07/15 00:00:00+00,2012 ORTHO,2012/04/15 00:00:00+00,2013/07/18 14:08:28+00,2014/08/12 15:53:54+00,35931,1970/01/01 00:00:00+00,REGION
-80.5166972047943,43.4128190748122,329,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2013/07/18 15:06:10+00,2012 ORTHO,2012/04/15 00:00:00+00,2013/07/18 15:06:10+00,2014/08/12 15:53:54+00,35932,1970/01/01 00:00:00+00,REGION
-80.5224486075919,43.4107748321412,330,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2013/07/18 15:06:21+00,2012 ORTHO,2012/04/15 00:00:00+00,2013/07/18 15:06:21+00,2014/08/12 15:53:54+00,35933,1970/01/01 00:00:00+00,REGION
-80.4148864659643,43.4431621252876,331,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2013/07/18 15:30:43+00,2012 ORTHO,2012/04/15 00:00:00+00,2013/07/18 15:30:43+00,2014/08/11 14:24:13+00,35934,1970/01/01 00:00:00+00,REGION
-80.544596941625,43.4316020088589,332,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2013/07/18 16:50:23+00,2012 ORTHO,2012/04/15 00:00:00+00,2013/07/18 16:50:23+00,2014/08/13 15:20:30+00,35936,1970/01/01 00:00:00+00,REGION
-80.5391519041264,43.4335197360392,333,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2013/07/18 16:50:26+00,2012 ORTHO,2012/04/15 00:00:00+00,2013/07/18 16:50:26+00,2014/08/13 15:20:30+00,35937,1970/01/01 00:00:00+00,REGION
-80.5182269942776,43.4538061300687,335,PEDESTRIAN SIGNAL,MIDBLOCK PEDESTRIAN SIGNAL,ACTIVE,2013/08/13 15:53:27+00,DTS TRANSPORTATION PLANNING,2012/04/15 00:00:00+00,2013/08/13 15:53:27+00,2014/08/13 15:20:30+00,36508,1970/01/01 00:00:00+00,REGION
-80.4608555142429,43.4390391921788,336,PEDESTRIAN SIGNAL,MIDBLOCK PEDESTRIAN SIGNAL,ACTIVE,2013/08/13 15:53:27+00,DTS TRANSPORTATION PLANNING,2012/04/15 00:00:00+00,2013/08/13 15:53:27+00,2014/08/13 15:20:30+00,36509,1970/01/01 00:00:00+00,REGION
-80.5056635656118,43.4267686247492,337,PEDESTRIAN SIGNAL,MIDBLOCK PEDESTRIAN SIGNAL,ACTIVE,2013/08/13 15:53:27+00,DTS TRANSPORTATION PLANNING,2012/04/15 00:00:00+00,2013/08/13 15:53:27+00,2014/08/13 15:20:30+00,36510,1970/01/01 00:00:00+00,REGION
-80.4481798912465,43.4440975602597,338,PEDESTRIAN SIGNAL,MIDBLOCK PEDESTRIAN SIGNAL,ACTIVE,2013/08/13 15:53:27+00,DTS TRANSPORTATION PLANNING,2012/04/15 00:00:00+00,2013/08/13 15:53:27+00,2014/08/13 15:20:30+00,36511,1970/01/01 00:00:00+00,REGION
-80.4513299372555,43.435710424321,339,PEDESTRIAN SIGNAL,INTERSECTION PEDESTRIAN SIGNAL,ACTIVE,2013/08/13 15:53:27+00,DTS TRANSPORTATION PLANNING,2012/04/15 00:00:00+00,2013/08/13 15:53:27+00,2014/08/13 15:20:30+00,36512,1970/01/01 00:00:00+00,REGION
-80.5084070790087,43.4488587089142,644,PEDESTRIAN SIGNAL,MIDBLOCK PEDESTRIAN SIGNAL,ACTIVE,2013/08/13 15:53:27+00,DTS TRANSPORTATION PLANNING,2012/04/15 00:00:00+00,2013/08/13 15:53:27+00,2014/08/13 15:20:30+00,36513,1970/01/01 00:00:00+00,REGION
-80.5017629892193,43.4384126210734,645,PEDESTRIAN SIGNAL,INTERSECTION PEDESTRIAN SIGNAL,ACTIVE,2013/08/13 15:53:27+00,DTS TRANSPORTATION PLANNING,2012/04/15 00:00:00+00,2013/08/13 15:53:27+00,2014/08/13 15:20:30+00,36514,1970/01/01 00:00:00+00,REGION
-80.4618838133653,43.4380967292982,646,PEDESTRIAN SIGNAL,MIDBLOCK PEDESTRIAN SIGNAL,ACTIVE,2013/08/13 15:53:27+00,DTS TRANSPORTATION PLANNING,2012/04/15 00:00:00+00,2013/08/13 15:53:27+00,2014/08/13 15:20:30+00,36515,1970/01/01 00:00:00+00,REGION
-80.4619677500107,43.4379795910757,647,PEDESTRIAN SIGNAL,MIDBLOCK PEDESTRIAN SIGNAL,ACTIVE,2013/08/13 15:53:27+00,DTS TRANSPORTATION PLANNING,2012/04/15 00:00:00+00,2013/08/13 15:53:27+00,2014/08/13 15:20:30+00,36516,1970/01/01 00:00:00+00,REGION
-80.4957860827248,43.4541456347841,1284,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2018/12/21 16:00:09+00,ORTHO 2018,2018/12/21 00:00:00+00,2014/08/11 14:12:38+00,2018/12/21 16:00:09+00,48479,1970/01/01 00:00:00+00,REGION
-80.4621480135823,43.4223776503364,1285,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2018/12/21 16:00:09+00,ORTHO 2018,2018/12/21 00:00:00+00,2014/08/11 14:57:04+00,2018/12/21 16:00:09+00,48486,1970/01/01 00:00:00+00,REGION
-80.3925735539454,43.4092541343299,1286,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2016/06/20 12:21:22+00,,1970/01/01 00:00:00+00,2014/08/11 15:11:21+00,2016/06/20 12:21:22+00,48487,1970/01/01 00:00:00+00,REGION
-80.3983778264535,43.4093177575647,1287,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2016/06/20 12:21:22+00,,1970/01/01 00:00:00+00,2014/08/11 15:14:06+00,2016/06/20 12:21:22+00,48488,1970/01/01 00:00:00+00,REGION
-80.4642781060848,43.3943521527908,1604,PEDESTRIAN SIGNAL,INTERSECTION PEDESTRIAN SIGNAL,ACTIVE,2016/06/20 12:09:28+00,FIELD OBSERVATION,2016/06/20 00:00:00+00,2016/06/20 12:09:28+00,2016/06/20 12:21:22+00,70928,1970/01/01 00:00:00+00,KITCHENER
