OBJECTID,ACTIVETRANSPORTID,STATUS,CATEGORY,SUBCATEGORY,FEATURE_TYPE,SURFACE_MATERIAL,ROUTE_NAME_1,ROUTE_NAME_2,ROUTE_NAME_PROPOSED,WIDTH_M,GRADE,RAILING,CURBCUT,STREET,ROADSEGMENTID,ROADSEGMENT_SIDE,WARD,OWNERSHIP,MAINTAINED_BY,INSTALLATION_YEAR,LAST_INSPECTION_YEAR,SURFACE_CONDITION,WAYFINDING,WINTER_MAINTAINED_BY,SIDEWALKER_PROGRAM,UPGRADE_YEAR,FACILITY_TYPE,Shape__Length
21873,320777,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,MARISA ST,10469,RIGHT,1,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,0.915034693022545
21874,320778,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,MARISA ST,10469,LEFT,1,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,1.89975615865419
21875,320779,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,STANLEY AVE,10467,RIGHT,1,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,2.36925683205832
21876,320780,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,STANLEY AVE,10467,LEFT,1,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,2.17624169532401
21877,321191,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,HERITAGE DR,15922,RIGHT,1,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,2.73325867219047
21878,321192,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,HERITAGE DR,15802,RIGHT,1,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,1.65629056894313
21879,321193,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,QUEENSTON CRES,15862,RIGHT,1,KITCHENER,UNKNOWN,,2018,UNKNOWN,X,,Y,,NA,1.93906197230774
21880,321196,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,MONTCALM DR,15934,RIGHT,1,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,1.06473525450005
21881,321197,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,HUDSON CRES,11592,LEFT,1,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,1.07331719477151
21882,321198,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,MONTCALM DR,15934,LEFT,1,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,1.69597986109288
21883,321199,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,MONTCALM DR,15934,RIGHT,1,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,1.28045982464286
21884,321200,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,STRATHCONA CRES,15930,RIGHT,1,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,1.55148416590402
21885,321201,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,STRATHCONA CRES,15930,RIGHT,1,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,1.35700859983865
21886,321202,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,STRATHCONA CRES,15930,RIGHT,1,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,1.2612076760622
21887,321203,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,AMBER DR,15932,RIGHT,1,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,1.60278435531143
21888,321204,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,AMBER DR,15932,LEFT,1,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,1.71907459071183
21889,321205,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,CONFEDERATION DR,15814,RIGHT,1,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,1.58928767976663
21890,321206,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,CONFEDERATION DR,15929,RIGHT,1,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,1.73387796882348
21891,321207,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,STRATHCONA CRES,15930,RIGHT,1,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,1.79005339856286
21892,321208,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,STRATHCONA CRES,15930,LEFT,1,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,1.52419337660717
21893,321209,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,CHAMPLAIN CRES,15913,RIGHT,1,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,2.44590059782485
21894,321210,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,CHAMPLAIN CRES,15913,LEFT,1,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,1.49809086847211
21895,321211,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,CARSON DR,15909,LEFT,1,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,2.00131847766724
21896,321212,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,CONFEDERATION DR,15911,RIGHT,1,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,1.1340300712921
21897,321213,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,STRATHCONA CRES,15906,RIGHT,1,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,1.55136159943083
21898,321214,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,CARSON DR,15908,LEFT,1,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,1.5303187554352
21899,321215,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,TANGLEWOOD AVE,15884,RIGHT,1,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,1.6475153557164
21906,335798,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,BRUBACHER ST,11150,LEFT,10,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,1.81887726231128
21907,335799,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,BRUBACHER ST,6832,RIGHT,10,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,1.97264842226566
21908,335800,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,BRUBACHER ST,11150,RIGHT,10,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,1.35143626244815
21909,335801,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,BRUBACHER ST,9809,RIGHT,10,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,1.27065590925957
21910,335802,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,BRUBACHER ST,11150,LEFT,10,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,1.22194341114592
21911,335803,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,BRUBACHER ST,11150,RIGHT,10,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,0.884571139285358
21912,335804,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,BRUBACHER ST,9809,LEFT,10,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,0.670588435643287
21914,335806,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,MERNER AVE,11261,RIGHT,10,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,0.811787226385827
21915,335807,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,BRUBACHER ST,9809,LEFT,10,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,0.6720910128107
21916,335808,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,KRUG ST,9811,LEFT,10,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,2.42473256454464
21917,335809,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,LYDIA ST,11262,RIGHT,10,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,1.04813568319754
21918,335810,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,KRUG ST,9811,RIGHT,10,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,2.6129521387585
21919,335811,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,KRUG ST,9806,RIGHT,10,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,2.76496278383542
21920,335812,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,MERNER AVE,11254,LEFT,10,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,1.10526608625735
21921,335813,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,MERNER AVE,11254,RIGHT,10,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,1.45052972493256
21922,335814,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,MERNER AVE,11261,RIGHT,10,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,1.74188357873742
21923,335815,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,MERNER AVE,11261,LEFT,10,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,1.29001928724616
21924,335816,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,KRUG ST,11259,RIGHT,10,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,1.00905986359816
21930,336937,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,,50082,RIGHT,9,KITCHENER,UNKNOWN,,2018,UNKNOWN,X,,Y,,NA,0.869942090662369
21935,336942,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,MADISON AVE S,11370,LEFT,9,KITCHENER,UNKNOWN,,2018,UNKNOWN,X,,Y,,NA,1.42481798122594
21936,336943,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,MADISON AVE S,11604,RIGHT,9,KITCHENER,UNKNOWN,,2019,UNKNOWN,X,,Y,,NA,1.16756553520654
21937,336944,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,CHURCH ST,11299,LEFT,9,KITCHENER,UNKNOWN,,2019,UNKNOWN,X,,Y,,NA,1.10551787432705
21938,336945,ACTIVE,SIDEWALKS AND WALKWAYS,WALKWAY,STAIRS,CONCRETE,,,,1.5,UNKNOWN,N,N,MADISON AVE S,11370,RIGHT,9,UNKNOWN,UNKNOWN,999,2020,UNKNOWN,X,PARKS AND CEMETERIES,Y,,NA,8.47749614314223
21940,336949,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,MADISON AVE S,11370,RIGHT,9,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,1.34753297503718
21941,336950,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,MADISON AVE S,11370,LEFT,9,KITCHENER,UNKNOWN,2016,2020,UNKNOWN,X,,Y,,NA,4.14643168557533
21942,336951,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,WEBER ST E,10178,LEFT,10,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,2.3977232281235
21943,336952,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,BORDEN AVE N,11724,RIGHT,10,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,2.01491034225053
21944,336953,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,BORDEN AVE N,11724,RIGHT,10,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,1.3166613844643
21945,336954,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,BORDEN AVE N,11724,RIGHT,10,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,3.17642372653613
21946,336955,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,WEBER ST E,10178,LEFT,10,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,5.63532660728026
21947,336956,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,BORDEN AVE N,11724,RIGHT,10,KITCHENER,UNKNOWN,1931,2020,UNKNOWN,X,,Y,,NA,14.7051349634164
21948,336957,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,EAST AVE,10186,RIGHT,10,KITCHENER,UNKNOWN,,2019,UNKNOWN,X,,Y,,NA,1.84571015036264
21949,336958,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,EAST AVE,10186,LEFT,10,KITCHENER,UNKNOWN,,2019,UNKNOWN,X,,Y,,NA,1.09057941020234
21952,321655,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,KINGSTON CRES,23174,LEFT,1,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,1.38214649313998
21953,321656,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,KINGSTON CRES,23174,LEFT,1,KITCHENER,UNKNOWN,,2019,UNKNOWN,X,,Y,,NA,0.835118410391638
21954,321657,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,KINGSTON CRES,23174,LEFT,1,KITCHENER,UNKNOWN,,2019,UNKNOWN,X,,Y,,NA,2.1058099944515
21956,321659,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,QUEENSTON DR,15086,LEFT,1,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,1.90952103399677
21957,321660,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,QUEENSTON DR,15094,LEFT,1,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,1.56686352291487
21958,321661,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,KINGSTON CRES,23174,RIGHT,1,KITCHENER,UNKNOWN,,2019,UNKNOWN,X,,Y,,NA,1.85983811134659
21959,321662,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,QUEENSTON DR,15094,RIGHT,1,KITCHENER,UNKNOWN,,2019,UNKNOWN,X,,Y,,NA,1.55910510183723
21960,321663,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,INDIAN RD,23176,LEFT,1,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,1.37285906337344
21961,321664,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,QUEENSTON DR,23175,RIGHT,1,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,1.51827795164065
21964,321667,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,2.5,UNKNOWN,N,Y,INDIAN RD,23176,LEFT,1,KITCHENER,UNKNOWN,1986,2020,UNKNOWN,X,,Y,,NA,1.30024268878942
21965,321668,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,OAKHURST CRES,15156,LEFT,1,KITCHENER,UNKNOWN,,2019,UNKNOWN,X,,Y,,NA,2.33378645386483
21966,321669,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,OAKHURST CRES,15156,RIGHT,1,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,2.59251128756402
21967,321670,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,HERITAGE DR,15089,RIGHT,1,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,4.07396897864587
21968,321671,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,HERITAGE DR,23165,RIGHT,1,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,4.17568444808447
21971,321683,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,VALEBROOK CRT,600071,LEFT,2,KITCHENER,UNKNOWN,2012,2020,UNKNOWN,X,,Y,,NA,1.11205511540396
21972,321684,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,VALEBROOK CRT,600071,LEFT,2,KITCHENER,UNKNOWN,2012,2020,UNKNOWN,X,,Y,,NA,1.39045529237064
21973,321685,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,ZELLER DR,602047,LEFT,2,KITCHENER,UNKNOWN,2012,2020,UNKNOWN,X,,Y,,NA,2.06353338944981
21974,321686,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,VALEBROOK ST,600279,RIGHT,2,KITCHENER,UNKNOWN,2012,2020,UNKNOWN,X,,Y,,NA,1.5636711066046
21975,327165,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,FREDERICK ST,6918,LEFT,10,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,1.08479999937117
21976,327166,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,FREDERICK ST,6917,LEFT,10,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,0.609076759496538
21977,327167,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,SIMEON ST,6844,LEFT,10,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,1.17013610374677
21978,327168,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,FREDERICK ST,6915,RIGHT,10,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,1.27429122177458
21979,327169,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,FREDERICK ST,11128,LEFT,10,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,0.994135222454779
21980,327170,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,FREDERICK ST,6915,LEFT,10,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,0.525715095157899
21984,311492,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,2,UNKNOWN,N,N,ELLEN ST E,11149,RIGHT,10,KITCHENER,UNKNOWN,1859,2019,UNKNOWN,X,,Y,,NA,12.6050323927503
21985,310769,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,KING ST E,16067,RIGHT,3,KITCHENER,UNKNOWN,1953,2020,UNKNOWN,X,,Y,,NA,15.4475234555111
22004,12428,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,2,UNKNOWN,N,N,ELLEN ST E,11149,RIGHT,10,KITCHENER,UNKNOWN,1859,2019,UNKNOWN,X,,Y,,NA,19.5218212997589
22005,311491,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,2,UNKNOWN,N,N,ELLEN ST E,11149,RIGHT,10,KITCHENER,UNKNOWN,1859,2019,UNKNOWN,X,,Y,,NA,44.7467251319575
22006,310770,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,SPORTSWORLD DR,16348,LEFT,3,KITCHENER,UNKNOWN,1998,2020,UNKNOWN,X,,Y,,NA,12.4538118145635
22009,320784,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,PAIGE ST,601131,RIGHT,1,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,1.97088766348819
22010,320785,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,PAIGE ST,601131,LEFT,1,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,1.26951960104353
22011,320786,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,PAIGE ST,601131,LEFT,1,KITCHENER,UNKNOWN,2012,2020,UNKNOWN,X,,Y,,NA,1.32919999957085
22012,310779,ACTIVE,SIDEWALKS AND WALKWAYS,WALKWAY,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,APPLEROCK CRT,600062,LEFT,2,UNKNOWN,UNKNOWN,2010,2020,UNKNOWN,X,PARKS AND CEMETERIES,Y,,NA,47.3248152669998
22014,311493,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,BONIFACE AVE,10087,LEFT,3,KITCHENER,UNKNOWN,1968,2020,UNKNOWN,X,,Y,,NA,78.1802300522842
22015,310975,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,BRICK,,,,1.5,UNKNOWN,N,N,BONIFACE AVE,10087,RIGHT,3,KITCHENER,UNKNOWN,1963,2020,UNKNOWN,X,,Y,,NA,68.7221227784815
22018,10951,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,CIRCA DR,40072,RIGHT,10,KITCHENER,UNKNOWN,1949,2018,UNKNOWN,X,,Y,,NA,21.0811752434009
22028,320781,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,PAIGE ST,601132,LEFT,1,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,3.8285878360899
22029,320782,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,PAIGE ST,601132,RIGHT,1,KITCHENER,UNKNOWN,2012,2020,UNKNOWN,X,,Y,,NA,3.78041308293958
22030,320787,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,PAIGE PL,601129,LEFT,1,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,0.869608797949044
