OBJECTID,ROADSEGMENTID,CARTO_CLASS,SUBCATEGORY,STREET,FROM_STREET,TO_STREET,FROM_LEFT_ADDRESS,TO_LEFT_ADDRESS,FROM_RIGHT_ADDRESS,TO_RIGHT_ADDRESS,REGIONAL_ROAD,LANES,OWNERSHIP,FLOW_DIRECTION,SOURCE,SOURCE_DATE,SPEED_LIMIT,AADT,AADT_YEAR,TRUCK_ACCESS,Shape__Length
57664,5735,Arterial,MAJOR,QUEEN ST S,HOMEWOOD AVE,WOODSIDE AVE,,,,,REGIONAL RD  6,3,REG,TwoWay,REG PLAN 297,2003/04/22 00:00:00+00,,,,24HR,29.6759068415266
57705,11156,Arterial,MAJOR,FREDERICK ST,LANCASTER ST E,GORDON AVE,222,240,209,245,REGIONAL RD  6,2,REG,TwoWay,REG PLAN 425,2003/04/22 00:00:00+00,,,,7-7 MON-SAT,175.964332959996
57706,7047,Arterial,MAJOR,VICTORIA ST N,LANCASTER ST W,CHESTNUT ST,366,376,361,381,REGIONAL RD 55,5,REG,TwoWay,REG PLAN 79,2003/04/22 00:00:00+00,,,,24HR,146.137516990085
57717,23200,Arterial,MAJOR,OTTAWA ST N,MONTCALM DR,MCGEE AVE,,,,,REGIONAL RD  4,5,REG,TwoWay,REG PLAN 1202,2003/12/18 00:00:00+00,,,,24HR,304.198720486485
57718,22593,Arterial,MAJOR,OTTAWA ST N,SHAFTSBURY DR,HERITAGE DR,,,1335,1335,REGIONAL RD  4,5,REG,TwoWay,REG PLAN 1589,2003/04/22 00:00:00+00,,,,24HR,93.9546096416848
57764,11322,Arterial,MAJOR,BENTON ST,HALLS LANE E,CHARLES ST E,17,19,26,28,REGIONAL RD  6,4,REG,TwoWay,,1970/01/01 00:00:00+00,50,7583,2015,24HR,38.7292266692401
57765,11320,Arterial,MAJOR,BENTON ST,KING ST E,HALLS LANE E,11,11,,,REGIONAL RD  6,4,REG,TwoWay,,1970/01/01 00:00:00+00,,,,24HR,66.0804107718604
57798,6104,Arterial,MAJOR,HIGHLAND RD W,HIGHLAND CRES,FISCHER HALLMAN RD,775,775,780,780,REGIONAL RD  6,6,REG,TwoWay,REG PLAN 1445,2003/04/22 00:00:00+00,,,,24HR,184.851149904387
57856,4866,Arterial,MAJOR,VICTORIA ST S,WESTFOREST TRAIL,HIGHGATE RD,,,,,REGIONAL RD 55,3,REG,TwoWay,REG PLAN 1689,2003/04/22 00:00:00+00,,,,NO ACCESS,394.913618311226
57857,15732,Arterial,MAJOR,VICTORIA ST N,RIVER RD E,TURNER AVE,932,952,933,971,REGIONAL RD 55,5,REG,TwoWay,REG PLAN 705,2003/04/22 00:00:00+00,,,,24HR,211.4991472722
57861,11661,Arterial,MAJOR,COURTLAND AVE E,PALMER AVE,KENT AVE,320,346,321,325,REGIONAL RD 53,2,REG,TwoWay,REG PLAN 239,2003/04/22 00:00:00+00,,,,24HR,177.064718415261
57867,6788,Arterial,MAJOR,FREDERICK ST,IRVIN ST,OTTO ST,166,172,155,171,REGIONAL RD  6,4,REG,TwoWay,REG PLAN 32,2003/04/22 00:00:00+00,,,,7-7 MON-SAT,74.1242425667965
57868,6750,Arterial,MAJOR,FREDERICK ST,OTTO ST,LANCASTER ST E,200,200,181,197,REGIONAL RD  6,4,REG,TwoWay,REG PLAN 392,2003/04/22 00:00:00+00,,,,7-7 MON-SAT,141.813314629316
57888,21720,Arterial,MAJOR,TRUSSLER RD,C_PKY STR ONRAMP,REG RD 70 TO HWY 7/8 E_BND,,,,,REGIONAL RD 70,4,REG,TwoWay,REG PLAN 1600,2003/12/12 00:00:00+00,50,19376,2015,24HR,151.268449882636
57889,21087,Arterial,MAJOR,TRUSSLER RD,C_PKY STR OFFRAMP,C_PKY STR ONRAMP,,,,,REGIONAL RD 70,3,REG,TwoWay,REG PLAN 1600,2003/12/12 00:00:00+00,50,24509,2015,24HR,13.7304612708187
57890,21667,Arterial,MAJOR,TRUSSLER RD,HURON RD,BETHEL RD,1698,1844,,,REGIONAL RD 70,2,REG,TwoWay,58R-8498,2003/04/22 00:00:00+00,,,,NO ACCESS,1395.80647668521
57892,21589,Arterial,MAJOR,TRUSSLER RD,OTTAWA ST S,KNECHTEL CRT,,,,,REGIONAL RD 70,2,REG,TwoWay,58R-3440,2003/12/12 00:00:00+00,,,,24HR,198.859888772335
57908,11646,Arterial,MAJOR,CHARLES ST E,STIRLING AVE S,KENT AVE,,,,,REGIONAL RD 64,3,REG,TwoWay,,1970/01/01 00:00:00+00,,,,24HR,100.781111652026
57910,12662,Arterial,MAJOR,VICTORIA ST N,BRUCE ST,RIVER RD E,808,930,801,907,REGIONAL RD 55,6,REG,TwoWay,GIS STAFF,2003/06/10 00:00:00+00,,,,24HR,452.304418322612
57945,20900,Arterial,MAJOR,WESTMOUNT RD E,GATEWOOD RD,FOREST HILL DR,,,73,85,REGIONAL RD 50,4,REG,TwoWay,REG PLAN 876,2003/04/22 00:00:00+00,,,,7-7 MON-FRI,87.7642596762354
57946,5739,Arterial,MAJOR,QUEEN ST S,MILL ST,HOMEWOOD AVE,533,675,520,662,REGIONAL RD  6,3,REG,TwoWay,REG PLAN 89,2003/04/22 00:00:00+00,,,,24HR,254.215454281042
57961,21733,Arterial,MAJOR,OTTAWA ST S,WINDFLOWER DR,PROSPERITY DR,1825,1825,1768,1768,REGIONAL RD  4,2,REG,TwoWay,58M-55,2003/07/29 00:00:00+00,,,,24HR,395.854200448814
57962,600351,Arterial,MAJOR,OTTAWA ST S,PROSPERITY DR,WILSONS RD,,,,,REGIONAL RD  4,3,REG,TwoWay,58M-224,2003/04/22 00:00:00+00,,,,24HR,107.114482138399
58037,20737,Arterial,MAJOR,HIGHLAND RD W,FISCHER HALLMAN RD,WESTHEIGHTS DR,875,875,950,950,REGIONAL RD  6,4,REG,TwoWay,REG PLAN 1384,2003/04/22 00:00:00+00,,,,24HR,536.631826774549
58038,7041,Arterial,MAJOR,LANCASTER ST W,LOUISA ST,HILLVIEW ST,101,121,102,122,REGIONAL RD 29,2,REG,TwoWay,REG PLAN 671,2003/04/22 00:00:00+00,,,,24HR,96.3741120166668
58041,21709,Arterial,MAJOR,TRUSSLER RD,REG RD 70 TO HWY 7/8 E_BND,HWY 7/8 E_BND TO REG RD 70,,,,,REGIONAL RD 70,4,REG,TwoWay,REG PLAN 1600,2003/12/12 00:00:00+00,50,20914,2015,24HR,15.6674384103344
58042,21725,Arterial,MAJOR,TRUSSLER RD,REG RD 70 TO HWY 7/8 E_BND,REG RD 70 TO HWY 7/8 E_BND,,,,,REGIONAL RD 70,4,REG,TwoWay,REG PLAN 1600,2003/12/12 00:00:00+00,50,19376,2015,24HR,66.2315365404354
58051,602316,Roundabout,MAJOR,FISCHER HALLMAN RD,HURON RD,FISCHER HALLMAN RD,,,,,REGIONAL RD 58,2,REG,FromTo,REGION,2007/10/04 00:00:00+00,,,,24HR,32.4117075385913
58052,602318,Roundabout,MAJOR,FISCHER HALLMAN RD,FISCHER HALLMAN RD,HURON RD,,,,,REGIONAL RD 58,2,REG,FromTo,REGION,2007/10/04 00:00:00+00,,,,24HR,31.6868635029158
58053,602319,Roundabout,MAJOR,FISCHER HALLMAN RD,FISCHER HALLMAN RD,HURON RD,,,,,REGIONAL RD 58,2,REG,FromTo,REGION,2007/10/04 00:00:00+00,,,,24HR,30.3374865464758
58054,602323,Roundabout,MAJOR,FISCHER HALLMAN RD,HURON RD,FISCHER HALLMAN RD,,,,,REGIONAL RD 58,2,REG,FromTo,REGION,2007/10/04 00:00:00+00,60,17003,2015,24HR,31.1062549099107
58055,6608,Arterial,MAJOR,BENTON ST,ST GEORGE ST,COURTLAND AVE E,93,135,112,120,REGIONAL RD  6,4,REG,TwoWay,UNKNKOWN,2003/04/22 00:00:00+00,,,,24HR,197.429568517031
58085,6137,Arterial,MAJOR,FISCHER HALLMAN RD,FOREST HILL DR,MCGARRY DR,294,330,291,321,REGIONAL RD 58,5,REG,TwoWay,REG PLAN 1057,2003/04/22 00:00:00+00,,,,24HR,173.88114813035
58086,12931,Arterial,MAJOR,BRIDGE ST E,HOLLINGER CRES,HOLLINGER CRES,,,,,REGIONAL RD 52,2,REG,TwoWay,,1970/01/01 00:00:00+00,,,,24HR,218.086851864399
58091,13095,Arterial,MAJOR,BLOOMINGDALE RD,BRIDGE ST E,HORNING DR,9,13,8,8,REGIONAL RD 20,3,REG,TwoWay,,1970/01/01 00:00:00+00,,,,24HR,83.4602248383437
58101,6707,Arterial,MAJOR,BENTON ST,CHURCH ST,ST GEORGE ST,69,87,64,90,REGIONAL RD  6,4,REG,TwoWay,UNKNOWN,2003/04/22 00:00:00+00,,,,24HR,131.788852381201
58102,11314,Arterial,MAJOR,BENTON ST,CHARLES ST E,CHURCH ST,33,51,30,54,REGIONAL RD  6,5,REG,TwoWay,,1970/01/01 00:00:00+00,,,,24HR,93.8332155573195
58118,9421,Arterial,MAJOR,TRUSSLER RD,KNECHTEL CRT,BLEAMS RD,808,808,,,REGIONAL RD 70,3,REG,TwoWay,58R-3440,2003/12/12 00:00:00+00,70,8111,2015,24HR,346.753620874083
