X,Y,OBJECTID,ROADSANDBOXID,CREATE_DATE,UPDATE_DATE,STATUS,STATUS_DATE,SOURCE,SOURCE_DATE,ROAD_SAND_BOX_NUM,ADDRESS,LOCATION,DATE_CHECKED,FILLED,STREET,CATEGORY,PUBLIC_ACCESS
-80.4916512011643,43.4167750434826,761,60222,2016/01/21 15:17:31+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:32+00,OPERATIONS,2016/01/21 15:17:31+00,229,76 Roseneath Cres,Beside crosswalk,1970/01/01 00:00:00+00,Y,ROSENEATH CRES,SAND,Y
-80.4988647450639,43.4203233288359,762,60223,2016/01/21 15:17:50+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:32+00,OPERATIONS,2016/01/21 15:17:50+00,142,45 Kimberly Cres,In front of house,1970/01/01 00:00:00+00,Y,KIMBERLY CRES,SAND,Y
-80.498200144181,43.4183367996912,763,60224,2016/01/21 15:18:09+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:32+00,OPERATIONS,2016/01/21 15:18:09+00,37,89 Cartier Dr,In front of house,1970/01/01 00:00:00+00,Y,CARTIER DR,SAND,Y
-80.5051010566372,43.4193508612317,764,60225,2016/01/21 15:18:26+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 16:19:43+00,OPERATIONS,2016/01/21 15:18:26+00,129,27 Hillsborough Cres,In front of house,1970/01/01 00:00:00+00,Y,HILLSBOROUGH CRES,SAND,Y
-80.4994096020685,43.4189952137488,765,60227,2016/01/21 15:19:57+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 14:26:20+00,OPERATIONS,2016/01/21 15:19:57+00,143,107 Kimberly Cres,In front of house,1970/01/01 00:00:00+00,Y,KIMBERLY CRES,SAND,Y
-80.50513779759,43.4163334010554,766,60228,2016/01/21 15:20:31+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 14:54:39+00,OPERATIONS,2016/01/21 15:20:31+00,202,131 Pinedale Dr,At Williamsburg Rd near stop sign,1970/01/01 00:00:00+00,Y,PINEDALE DR,SAND,Y
-80.5041918297179,43.4114997475113,768,60231,2016/01/21 15:27:56+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 16:19:43+00,OPERATIONS,2016/01/21 15:27:56+00,68,304 Dinison Pl,In front of house,1970/01/01 00:00:00+00,Y,DINISON PL,SAND,Y
-80.5044132587454,43.4216780938973,769,60232,2016/01/21 15:29:06+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 16:19:43+00,OPERATIONS,2016/01/21 15:29:06+00,133,34 Howe Dr,In front of house,1970/01/01 00:00:00+00,Y,HOWE DR,SAND,Y
-80.5105194297114,43.4102330432991,770,60233,2016/01/21 15:29:44+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 16:19:43+00,OPERATIONS,2016/01/21 15:29:44+00,298,249 Wilderness Dr,Beside Rogers Pedestal,1970/01/01 00:00:00+00,Y,WILDERNESS DR,SAND,Y
-80.5281455582286,43.4088856164726,771,60234,2016/01/21 15:30:09+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:33+00,OPERATIONS,2016/01/21 15:30:09+00,302,Wilsons Rd,In laneway beside 1890 Ottawa St S (NOT on Ottawa St),1970/01/01 00:00:00+00,Y,WILSONS RD,SAND,Y
-80.4789136953949,43.3858326916549,772,60235,2016/01/21 15:30:31+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:33+00,OPERATIONS,2016/01/21 15:30:31+00,164,39 Machado St,Between #37 and #39 ,1970/01/01 00:00:00+00,Y,MACHADO ST,SAND,Y
-80.4721740824772,43.3868704970485,774,60237,2016/01/21 15:34:16+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:33+00,OPERATIONS,2016/01/21 15:34:16+00,18,Banffshire St,Across from #65,1970/01/01 00:00:00+00,Y,BANFFSHIRE ST,SAND,Y
-80.5441755050483,43.4108705333307,775,60238,2016/01/21 15:34:42+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 15:39:53+00,OPERATIONS,2016/01/21 15:34:42+00,263,19 Stonehenge Pl,By hydro pole,1970/01/01 00:00:00+00,Y,STONEHENGE PL,SAND,Y
-80.5327608325191,43.4145699880722,776,60239,2016/01/21 15:35:03+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 15:50:06+00,OPERATIONS,2016/01/21 15:35:03+00,278,22 Toynbee Cres,In front of house,1970/01/01 00:00:00+00,Y,TOYNBEE CRES,SAND,Y
-80.5295282602804,43.4198290454532,777,60240,2016/01/21 15:35:19+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 16:19:43+00,OPERATIONS,2016/01/21 15:35:19+00,180,250 McGarry Dr,At Westheights Dr,1970/01/01 00:00:00+00,Y,MCGARRY DR,SAND,Y
-80.537002052985,43.4221852366667,778,60241,2016/01/21 15:35:39+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:33+00,OPERATIONS,2016/01/21 15:35:39+00,111,5 Greenbough Cres,At hydro pole between #5 and #7,1970/01/01 00:00:00+00,Y,GREENBOUGH CRT,SAND,Y
-80.5426152755536,43.4185519719261,779,60242,2016/01/21 15:36:14+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:33+00,OPERATIONS,2016/01/21 15:36:14+00,181,44 Meadow Woods Cres,Beside light pole,1970/01/01 00:00:00+00,Y,MEADOW WOODS CRES,SAND,Y
-80.5457039576217,43.4191126804359,780,60243,2016/01/21 15:36:45+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:33+00,OPERATIONS,2016/01/21 15:36:45+00,274,91 Timberlane Cres,Across from 94/96 Timberlane Cres,1970/01/01 00:00:00+00,Y,TIMBERLANE CRES,SAND,Y
-80.5350538767904,43.4252165724987,781,60244,2016/01/21 15:45:54+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 16:19:43+00,OPERATIONS,2016/01/21 15:45:54+00,152,27 Lanark Cres,Beside driveway,1970/01/01 00:00:00+00,Y,LANARK CRES,SAND,Y
-80.5305560172583,43.4258223864902,782,60245,2016/01/21 15:46:15+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 14:26:20+00,OPERATIONS,2016/01/21 15:46:15+00,279,10 Trailview Dr,Across the street on park side,1970/01/01 00:00:00+00,Y,TRAILVIEW DR,SAND,Y
-80.5323965387311,43.4276674337036,783,60246,2016/01/21 15:47:09+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:33+00,OPERATIONS,2016/01/21 15:47:09+00,29,38 Blackwell Dr,Beside driveway,1970/01/01 00:00:00+00,Y,BLACKWELL DR,SAND,Y
-80.5392987153108,43.4336365917953,784,60247,2016/01/21 15:47:54+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 16:19:43+00,OPERATIONS,2016/01/21 15:47:54+00,294,3 Westforest Trail,Beside crosswalk on the Westforest Tr side at traffic lights,1970/01/01 00:00:00+00,Y,WESTFOREST TRAIL,SAND,Y
-80.5301038222082,43.4224469884787,785,60248,2016/01/21 15:48:23+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 15:24:26+00,OPERATIONS,2016/01/21 15:48:23+00,14,16 Autumn Hill Cres,Beside driveway,1970/01/01 00:00:00+00,Y,AUTUMN HILL CRES,SAND,Y
-80.530423551036,43.4205755017895,786,60249,2016/01/21 15:49:24+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 16:19:43+00,OPERATIONS,2016/01/21 15:49:24+00,15,240 Autumn Hill Cres,At School,1970/01/01 00:00:00+00,Y,AUTUMN HILL CRES,SAND,Y
-80.5260761670992,43.4180318166892,787,60250,2016/01/21 15:50:01+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 15:09:01+00,OPERATIONS,2016/01/21 15:50:01+00,105,147 Glen Park Cres,Across the street by the tree,1970/01/01 00:00:00+00,Y,GLEN PARK CRES,SAND,Y
-80.5190731437544,43.4223392437187,788,60251,2016/01/21 15:50:31+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:33+00,OPERATIONS,2016/01/21 15:50:31+00,90,53 Forest Glen Cres,On the bend,1970/01/01 00:00:00+00,Y,FOREST GLEN CRES,SAND,Y
-80.5216409349095,43.4217116246439,789,60252,2016/01/21 15:50:55+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:33+00,OPERATIONS,2016/01/21 15:50:55+00,99,6 Forestwood Dr,At McGarry Dr,1970/01/01 00:00:00+00,Y,FORESTWOOD DR,SAND,Y
-80.5272689127999,43.4250405302706,790,60253,2016/01/21 15:51:40+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:33+00,OPERATIONS,2016/01/21 15:51:40+00,126,43 Hillbrook Cres,Beside driveway,1970/01/01 00:00:00+00,Y,HILLBROOK CRES,SAND,Y
-80.526871344527,43.4235716733275,791,60254,2016/01/21 15:52:29+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 15:24:26+00,OPERATIONS,2016/01/21 15:52:29+00,245,163 Silver Aspen Cres,Beside hydro pole,1970/01/01 00:00:00+00,Y,SILVER ASPEN CRES,SAND,Y
-80.526692051439,43.4227387315713,792,60255,2016/01/21 15:52:47+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:33+00,OPERATIONS,2016/01/21 15:52:47+00,246,55 Silver Aspen Cres,Beside driveway,1970/01/01 00:00:00+00,Y,SILVER ASPEN CRES,SAND,Y
-80.5154364454301,43.4209043648914,793,60256,2016/01/21 15:53:22+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:33+00,OPERATIONS,2016/01/21 15:53:22+00,87,414 Fischer Hallman Rd,On Greenbrook Dr beside Bus Stop,1970/01/01 00:00:00+00,Y,FISCHER HALLMAN RD,SAND,Y
-80.5082956676612,43.4266044887109,794,60257,2016/01/21 15:54:16+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 16:19:43+00,OPERATIONS,2016/01/21 15:54:16+00,288,250 Village Rd,At walkway,1970/01/01 00:00:00+00,Y,VILLAGE RD,SAND,Y
-80.514849374912,43.4210719447647,795,60258,2016/01/21 15:55:10+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 15:39:53+00,OPERATIONS,2016/01/21 15:55:10+00,232,180 Ruskview Rd,At Greenbrook Dr,1970/01/01 00:00:00+00,Y,RUSKVIEW RD,SAND,Y
-80.5106761148273,43.4215833493179,796,60259,2016/01/21 15:55:45+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 15:45:55+00,OPERATIONS,2016/01/21 15:55:45+00,266,207 Sweetbriar Dr,Across the street,1970/01/01 00:00:00+00,Y,SWEETBRIAR DR,SAND,Y
-80.5017524759828,43.425150316876,797,60260,2016/01/21 15:56:05+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:33+00,OPERATIONS,2016/01/21 15:56:05+00,103,80 Gilmore Cres,By hydro pole and crosswalk,1970/01/01 00:00:00+00,Y,GILMOUR CRES,SAND,Y
-80.4956399979021,43.4281685514917,961,60268,2016/01/22 09:07:26+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:33+00,OPERATIONS,2016/01/22 09:07:26+00,261,787 Stirling Ave S,On Southmoor Dr,1970/01/01 00:00:00+00,Y,STIRLING AVE S,SAND,Y
-80.4884227629695,43.4301049843131,962,60269,2016/01/22 09:11:35+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:33+00,OPERATIONS,2016/01/22 09:11:35+00,130,357 Hoffman St,On blvd across the street from #357,1970/01/01 00:00:00+00,Y,HOFFMAN ST,SAND,Y
-80.4869993428601,43.4344685086618,963,60270,2016/01/22 09:12:01+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:33+00,OPERATIONS,2016/01/22 09:12:01+00,119,45 Heiman St,On Kehl St,1970/01/01 00:00:00+00,Y,HEIMAN ST,SAND,Y
-80.4873713188193,43.4374376828683,964,60271,2016/01/22 09:12:19+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:33+00,OPERATIONS,2016/01/22 09:12:19+00,262,363 Stirling Ave S,On Mill St,1970/01/01 00:00:00+00,Y,STIRLING AVE S,SAND,Y
-80.4964229632872,43.4339514743152,965,60272,2016/01/22 09:14:03+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 16:19:43+00,OPERATIONS,2016/01/22 09:14:03+00,179,248 Mausser Ave,On blvd beside 607 Stirling Ave S,1970/01/01 00:00:00+00,Y,MAUSSER AVE,SAND,Y
-80.5067767165388,43.4284169312765,966,60273,2016/01/22 09:14:26+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 15:45:55+00,OPERATIONS,2016/01/22 09:14:26+00,295,204 Westmount Rd E,On Greenbrook Dr,1970/01/01 00:00:00+00,Y,WESTMOUNT RD E,SAND,Y
-80.5193305156197,43.4251375567332,967,60274,2016/01/22 09:14:46+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:33+00,OPERATIONS,2016/01/22 09:14:46+00,91,573 Forest Hill Dr,On Uplands,1970/01/01 00:00:00+00,Y,FOREST HILL DR,SAND,Y
-80.513515833911,43.4245625876308,968,60275,2016/01/22 09:16:24+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:33+00,OPERATIONS,2016/01/22 09:16:24+00,25,94 Birchcliff Ave,Beside driveway,1970/01/01 00:00:00+00,Y,BIRCHCLIFF AVE,SAND,Y
-80.5156566930334,43.4238281373128,969,60276,2016/01/22 09:16:44+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:33+00,OPERATIONS,2016/01/22 09:16:44+00,50,36 Cloverdale Cres,In park entrance,1970/01/01 00:00:00+00,Y,CLOVERDALE CRES,SAND,Y
-80.5178126171333,43.4238324731244,970,60277,2016/01/22 09:17:44+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 14:54:39+00,OPERATIONS,2016/01/22 09:17:44+00,281,132 Uplands Dr,In park entrance,1970/01/01 00:00:00+00,Y,UPLANDS DR,SAND,Y
-80.5136337029995,43.4254496813568,971,60278,2016/01/22 09:18:43+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 15:09:01+00,OPERATIONS,2016/01/22 09:18:43+00,219,147 Ripplewood Cres,Beside driveway,1970/01/01 00:00:00+00,Y,RIPPLEWOOD CRES,SAND,Y
-80.5153626702747,43.4298285724613,972,60279,2016/01/22 09:19:01+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 15:24:26+00,OPERATIONS,2016/01/22 09:19:01+00,32,16 Buttonwood Dr,Beside driveway,1970/01/01 00:00:00+00,Y,BUTTONWOOD DR,SAND,Y
-80.5182652293627,43.4320531314724,973,60280,2016/01/22 09:19:21+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:33+00,OPERATIONS,2016/01/22 09:19:21+00,101,4 Furness Dr,Beside driveway,1970/01/01 00:00:00+00,Y,FURNESS DR,SAND,Y
-80.5185905392734,43.4326847727816,974,60281,2016/01/22 09:19:53+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 15:39:53+00,OPERATIONS,2016/01/22 09:19:53+00,200,177 Overlea Dr,Beside driveway,1970/01/01 00:00:00+00,Y,OVERLEA DR,SAND,Y
-80.5129109509492,43.4353341219528,975,60282,2016/01/22 09:21:55+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 14:26:20+00,OPERATIONS,2016/01/22 09:21:55+00,296,11 Overlea Dr,At Westmount Rd W,1970/01/01 00:00:00+00,Y,WESTMOUNT RD W,SAND,Y
-80.5102255231574,43.435907376855,976,60283,2016/01/22 09:22:27+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:33+00,OPERATIONS,2016/01/22 09:22:27+00,117,93 Hearth Cres,Beside driveway,1970/01/01 00:00:00+00,Y,HEARTH CRES,SAND,Y
-80.5084292857809,43.4355594892424,977,60284,2016/01/22 09:22:46+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 16:19:43+00,OPERATIONS,2016/01/22 09:22:46+00,118,26 Hearth Cres,Beside driveway,1970/01/01 00:00:00+00,Y,HEARTH CRES,SAND,Y
-80.5012736709576,43.4372786588472,978,60285,2016/01/22 09:23:19+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:33+00,OPERATIONS,2016/01/22 09:23:19+00,19,4 Barclay Ave,Side of house,1970/01/01 00:00:00+00,Y,BARCLAY AVE,SAND,Y
-80.4971147732266,43.4349015955645,979,60286,2016/01/22 09:23:37+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 16:19:43+00,OPERATIONS,2016/01/22 09:23:37+00,54,26 Coral Cres,In front of house,1970/01/01 00:00:00+00,Y,CORAL CRES,SAND,Y
-80.5004953672285,43.4377783672212,980,60287,2016/01/22 09:25:02+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:33+00,OPERATIONS,2016/01/22 09:25:02+00,214,929 Queens Blvd,On Pleasant Ave,1970/01/01 00:00:00+00,Y,QUEENS BLVD,SAND,Y
-80.49942215904,43.4393279536617,981,60288,2016/01/22 09:25:21+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:33+00,OPERATIONS,2016/01/22 09:25:21+00,215,871 Queens Blvd,On Spadina Rd E by bus shelter,1970/01/01 00:00:00+00,Y,QUEENS BLVD,SAND,Y
-80.4915427524683,43.4398135928515,982,60289,2016/01/22 09:26:43+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 15:39:53+00,OPERATIONS,2016/01/22 09:26:43+00,292,175 Wentworth Ave,On West Lansdowne Ave beside big tree,1970/01/01 00:00:00+00,Y,WENTWORTH AVE,SAND,Y
-80.4911691093937,43.4378890727911,983,60290,2016/01/22 09:27:06+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:33+00,OPERATIONS,2016/01/22 09:27:06+00,233,61 Russel St,On blvd behind church parking lot,1970/01/01 00:00:00+00,Y,RUSSEL ST,SAND,Y
-80.488737476044,43.4383604133716,984,60291,2016/01/22 09:27:28+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 15:39:53+00,OPERATIONS,2016/01/22 09:27:28+00,183,197 Mill St,On Woodland Ave beside light pole,1970/01/01 00:00:00+00,Y,MILL ST,SAND,Y
-80.4805680314702,43.4399706332773,987,60294,2016/01/22 09:30:18+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 15:39:53+00,OPERATIONS,2016/01/22 09:30:18+00,140,20 Kennedy Ave,Beside driveway,1970/01/01 00:00:00+00,Y,KENNEDY AVE,SAND,Y
-80.4813609696152,43.4404391156704,988,60295,2016/01/22 09:30:38+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:33+00,OPERATIONS,2016/01/22 09:30:38+00,141,4 Kennedy Ave,In laneway,1970/01/01 00:00:00+00,Y,KENNEDY AVE,SAND,Y
-80.4807404029048,43.4408946905719,989,60296,2016/01/22 09:30:56+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 14:26:20+00,OPERATIONS,2016/01/22 09:30:56+00,136,11 Hurst Ave,Beside lane,1970/01/01 00:00:00+00,Y,HURST AVE,SAND,Y
-80.4759516170794,43.4342032577891,990,60297,2016/01/22 09:31:49+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 16:19:43+00,OPERATIONS,2016/01/22 09:31:49+00,267,311 Sydney St S,In front of house,1970/01/01 00:00:00+00,Y,SYDNEY ST S,SAND,Y
-80.4744463872915,43.4340063951672,991,60298,2016/01/22 09:32:35+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:33+00,OPERATIONS,2016/01/22 09:32:35+00,184,Mill St,On Mill St,1970/01/01 00:00:00+00,Y,MILL ST,SAND,Y
-80.4660119692286,43.4278537789231,992,60299,2016/01/22 09:33:36+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:33+00,OPERATIONS,2016/01/22 09:33:36+00,290,64 Walton Ave,At Bus stop,1970/01/01 00:00:00+00,Y,WALTON AVE,SAND,Y
-80.4645812929335,43.4265313914522,993,60300,2016/01/22 09:35:37+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 15:39:53+00,OPERATIONS,2016/01/22 09:35:37+00,125,19 Highpark Ave,Beside hydro pole,1970/01/01 00:00:00+00,Y,HIGHPARK AVE,SAND,Y
-80.4614518810086,43.4240449182073,994,60301,2016/01/22 09:35:56+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:33+00,OPERATIONS,2016/01/22 09:35:56+00,128,44 Hillmount St,Beside hydro pole,1970/01/01 00:00:00+00,Y,HILLMOUNT ST,SAND,Y
-80.4573053956843,43.4212655817126,995,60302,2016/01/22 09:37:07+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 15:24:26+00,OPERATIONS,2016/01/22 09:37:07+00,244,175 Siebert Ave,In front of Unit #6,1970/01/01 00:00:00+00,Y,SIEBERT AVE,SAND,Y
-80.4555508634463,43.4239337218282,996,60303,2016/01/22 09:37:29+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 16:19:43+00,OPERATIONS,2016/01/22 09:37:29+00,94,245 Woodhaven Rd,In front of house,1970/01/01 00:00:00+00,Y,WOODHAVEN RD,SAND,Y
-80.4553071982687,43.4254911228298,997,60304,2016/01/22 09:38:08+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:33+00,OPERATIONS,2016/01/22 09:38:08+00,33,Byron Ave,At Hydro pole near Stop Sign,1970/01/01 00:00:00+00,Y,BYRON AVE,SAND,Y
-80.4398475957824,43.4296541305858,998,60305,2016/01/22 09:38:33+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 16:19:43+00,OPERATIONS,2016/01/22 09:38:33+00,151,2749 Kingsway Dr,In driveway of Sunbeam Homes,1970/01/01 00:00:00+00,Y,KINGSWAY DR,SAND,Y
-80.4624937934658,43.4360184729933,999,60306,2016/01/22 09:39:05+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 14:26:20+00,OPERATIONS,2016/01/22 09:39:05+00,209,12 Plymouth Rd,Across the street,1970/01/01 00:00:00+00,Y,PLYMOUTH RD,SAND,Y
-80.4623953396828,43.4329154625436,1000,60307,2016/01/22 09:39:25+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 14:26:20+00,OPERATIONS,2016/01/22 09:39:25+00,56,105 Cornell Ave,Beside driveway,1970/01/01 00:00:00+00,Y,CORNELL AVE,SAND,Y
-80.4717269474166,43.4333542417552,1001,60308,2016/01/22 09:40:12+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:33+00,OPERATIONS,2016/01/22 09:40:12+00,38,Carwood Ave,At Rockway golf maintenance yard  - driveway entrance,1970/01/01 00:00:00+00,Y,CARWOOD AVE,SAND,Y
-80.4664843478215,43.4320031306313,1002,60309,2016/01/22 09:40:52+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 16:19:43+00,OPERATIONS,2016/01/22 09:40:52+00,69,321 Dixon St,Beside hydro pole,1970/01/01 00:00:00+00,Y,DIXON ST,SAND,Y
-80.4632472851423,43.4318055219807,1003,60310,2016/01/22 09:43:02+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 16:19:43+00,OPERATIONS,2016/01/22 09:43:02+00,70,235 Dixon St,At Carlin Ave beside crosswalk,1970/01/01 00:00:00+00,Y,DIXON ST,SAND,Y
-80.4665314598352,43.4381996362539,1004,60311,2016/01/22 09:43:22+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:33+00,OPERATIONS,2016/01/22 09:43:22+00,225,624 Rockway Dr,At walkway,1970/01/01 00:00:00+00,Y,ROCKWAY DR,SAND,Y
-80.4675601157032,43.4396435639513,1005,60312,2016/01/22 09:44:10+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 15:09:01+00,OPERATIONS,2016/01/22 09:44:10+00,146,1405 King St E,Back parking lot off Preston St,1970/01/01 00:00:00+00,Y,KING ST E,SAND,Y
-80.4708694060083,43.4401564469073,1007,60314,2016/01/22 10:33:41+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:33+00,OPERATIONS,2016/01/22 10:33:41+00,45,669 Charles St E,On Sydney St S - beside Seegmillers,1970/01/01 00:00:00+00,Y,CHARLES ST E,SAND,Y
-80.4719600140276,43.4401440836012,1008,60315,2016/01/22 10:34:51+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 16:19:43+00,OPERATIONS,2016/01/22 10:34:51+00,178,27 Maurice St,Beside driveway,1970/01/01 00:00:00+00,Y,MAURICE ST,SAND,Y
-80.4838004973987,43.4447074680747,1009,60316,2016/01/22 10:35:17+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:33+00,OPERATIONS,2016/01/22 10:35:17+00,167,79 Madison Ave S,Beside pathway,1970/01/01 00:00:00+00,Y,MADISON AVE S,SAND,Y
-80.4830356618086,43.4455875503749,1010,60318,2016/01/22 10:36:48+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:33+00,OPERATIONS,2016/01/22 10:36:48+00,168,47 Madison Ave S,On blvd,1970/01/01 00:00:00+00,Y,MADISON AVE S,SAND,Y
-80.4845899597091,43.4461009037231,1011,60319,2016/01/22 10:37:29+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:33+00,OPERATIONS,2016/01/22 10:37:29+00,41,44 Cedar St S,Beside hydro pole,1970/01/01 00:00:00+00,Y,CEDAR ST S,SAND,Y
-80.4860905372061,43.4461644163778,1012,60320,2016/01/22 10:37:55+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 14:26:20+00,OPERATIONS,2016/01/22 10:37:55+00,49,110 Church St,Beside hydro pole,1970/01/01 00:00:00+00,Y,CHURCH ST,SAND,Y
-80.4887796026933,43.4481435841746,1013,60321,2016/01/22 10:38:28+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:33+00,OPERATIONS,2016/01/22 10:38:28+00,22,Benton St,In front of sign at church parking lot,1970/01/01 00:00:00+00,Y,BENTON ST,SAND,Y
-80.4901594512167,43.4484220032813,1025,60323,2016/01/22 11:01:22+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 14:26:20+00,OPERATIONS,2016/01/22 11:01:22+00,211,103 Queen St S,Beside parking lot,1970/01/01 00:00:00+00,Y,QUEEN ST S,SAND,Y
-80.4909982470956,43.4472585159321,1026,60324,2016/01/22 11:04:09+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 15:50:06+00,OPERATIONS,2016/01/22 11:04:09+00,212,221 Queen St S,On St George St - beside apt parking lot,1970/01/01 00:00:00+00,Y,QUEEN ST S,SAND,Y
-80.4879451779291,43.4454729627921,1027,60325,2016/01/22 11:04:38+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 10:34:33+00,OPERATIONS,2016/01/22 11:04:38+00,254,85 St George St,By stop sign,1970/01/01 00:00:00+00,Y,ST GEORGE ST,SAND,Y
-80.486382218669,43.4445344874004,1028,60326,2016/01/22 11:05:13+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 14:26:20+00,OPERATIONS,2016/01/22 11:05:13+00,255,128 St George St,Across the street,1970/01/01 00:00:00+00,Y,ST GEORGE ST,SAND,Y
-80.4920067127215,43.4484983767107,1029,60327,2016/01/22 11:05:43+00,2020/11/27 00:35:50+00,ACTIVE,2019/02/21 16:19:43+00,OPERATIONS,2016/01/22 11:05:43+00,139,25 Joseph St,Across from Ontario St,1970/01/01 00:00:00+00,Y,JOSEPH ST,SAND,Y
